iter	RMSE
219	20.00323571
220	19.99038132
221	19.96970495
222	19.96031027
223	19.95560213
224	19.9384671
225	19.93225302
226	19.92177036
227	19.90338199
228	19.88595121
229	19.87954575
230	19.86969829
231	19.85896479
232	19.84266994
233	19.83009367
234	19.81620888
235	19.80287387
236	19.77910416
237	19.77166963
238	19.74627373
239	19.73356301
240	19.72210689
241	19.70983253
242	19.69475658
243	19.67596758
244	19.66620067
245	19.65295451
246	19.63174181
247	19.62565228
248	19.61941163
249	19.60655508
250	19.59162831
251	19.58561623
252	19.56727951
253	19.56124325
254	19.55347614
255	19.54394122
256	19.53292423
257	19.52346556
258	19.51557651
259	19.50166468
260	19.49666636
261	19.48884631
262	19.47961658
263	19.46913435
264	19.45952468
265	19.44978717
266	19.43876238
267	19.4235913
268	19.41547802
269	19.40295527
270	19.39092982
271	19.38137631
272	19.36781964
273	19.35409418
274	19.34024198
275	19.32554557
276	19.32083068
277	19.31451512
278	19.30985463
279	19.30016621
280	19.29483605
281	19.29039963
282	19.28554915
283	19.27655675
284	19.27192138
285	19.26194229
286	19.24935065
287	19.23676324
288	19.2194732
289	19.21066578
290	19.1928384
291	19.18314845
292	19.16976212
293	19.1598699
294	19.14497844
295	19.1409882
296	19.13527955
297	19.12983656
298	19.11255593
299	19.10754257
300	19.09480556
301	19.08456945
302	19.07512424
303	19.06377464
304	19.04730303
305	19.03715736
306	19.03232905
307	19.02792768
308	19.01929908
309	19.01306834
310	19.0016277
311	18.99698316
312	18.9858752
313	18.96704521
314	18.955755
315	18.95006027
316	18.93566239
317	18.9274086
318	18.91200558
319	18.89942936
320	18.89036623
321	18.87482762
322	18.86231728
323	18.85312314
324	18.84510712
325	18.83529337
326	18.82123126
327	18.81460118
328	18.80335484
329	18.79259547
330	18.78204195
331	18.7711593
332	18.76190392
333	18.75855252
334	18.74505917
335	18.73709341
336	18.72551397
337	18.71283448
338	18.69941249
339	18.68380988
340	18.67254603
341	18.6634031
342	18.65357289
343	18.64378159
344	18.63424416
345	18.62844754
346	18.61995466
347	18.61172805
348	18.60734775
349	18.58874225
350	18.58297554
351	18.57044675
352	18.55675587
353	18.54777567
354	18.53467277
355	18.52577227
356	18.51625985
357	18.50584031
358	18.49203475
359	18.48500283
360	18.47321111
361	18.46139596
362	18.44363572
363	18.43512716
364	18.42757122
365	18.41362123
366	18.40411903
367	18.39253356
368	18.38433897
369	18.37835132
370	18.36782258
371	18.35952839
372	18.34875775
373	18.33506943
374	18.32518574
375	18.31493285
376	18.30804881
377	18.2934131
378	18.28490363
379	18.27644786
380	18.26793899
381	18.25810874
382	18.25183315
383	18.23946965
384	18.2321793
385	18.22924381
386	18.21969594
387	18.21222039
388	18.20414616
389	18.19339998
390	18.18613046
391	18.17630946
392	18.16437967
393	18.15223881
394	18.14424129
395	18.13891905
396	18.13099215
397	18.12253917
398	18.11542906
399	18.10504305
400	18.09858101
401	18.09108148
402	18.08903667
403	18.08400901
404	18.07849164
405	18.07442044
406	18.06437554
407	18.0571604
408	18.04973951
409	18.04374104
410	18.0308493
411	18.01668106
412	18.00699578
413	17.99635302
414	17.98960361
415	17.97690956
416	17.96472534
417	17.96109638
418	17.95703162
419	17.95246116
420	17.94620218
421	17.9384646
422	17.93001695
423	17.91770285
424	17.91234616
425	17.90295819
426	17.89652287
427	17.89290254
428	17.88580894
429	17.8792037
430	17.87261595
431	17.85438337
432	17.8447614
433	17.84082657
434	17.83425744
435	17.83241586
436	17.82633957
437	17.81586475
438	17.80960395
439	17.80402502
440	17.79637319
441	17.79243332
442	17.78462199
443	17.78078096
444	17.77640044
445	17.77117436
446	17.76432672
447	17.75843429
448	17.75240404
449	17.74498791
450	17.73390317
451	17.72804985
452	17.72172217
453	17.71286442
454	17.70844977
455	17.70145973
456	17.69281944
457	17.68320477
458	17.67883539
459	17.67457483
460	17.66774508
461	17.65938488
462	17.64955453
463	17.64586202
464	17.64253133
465	17.63428405
466	17.62884677
467	17.61900384
468	17.61069527
469	17.60458284
470	17.59825276
471	17.58821623
472	17.58580035
473	17.57533872
474	17.57390674
475	17.56721278
476	17.5627498
477	17.5594092
478	17.55168367
479	17.54773441
480	17.5445632
481	17.54179643
482	17.53358862
483	17.52670316
484	17.51365286
485	17.50737206
486	17.50414031
487	17.50028619
488	17.49038201
489	17.48535043
490	17.47481733
491	17.46943432
492	17.46665745
493	17.45876065
494	17.45427059
495	17.44406858
496	17.43882131
497	17.43553397
498	17.43197352
499	17.42697917
500	17.41408729
501	17.41126197
502	17.405592
503	17.39507648
504	17.38464463
505	17.37750071
506	17.3686934
507	17.35654048
508	17.34924712
509	17.34098521
510	17.33590142
511	17.32839514
512	17.31881464
513	17.31292649
514	17.30258361
515	17.29710445
516	17.29052371
517	17.28651154
518	17.2755964
519	17.26594283
520	17.26207037
521	17.2562695
522	17.24826031
523	17.23957896
524	17.22821603
525	17.22046551
526	17.21495048
527	17.2092053
528	17.20285095
529	17.19712242
530	17.18779913
531	17.18241839
532	17.17615071
533	17.17039549
534	17.15494333
535	17.14656338
536	17.13457427
537	17.13012035
538	17.12259326
539	17.12021485
540	17.11394305
541	17.10715088
542	17.1016
543	17.09318549
544	17.08421878
545	17.0784623
546	17.07364868
547	17.07046058
548	17.06313958
549	17.05507244
550	17.04653551
551	17.0393317
552	17.0349123
553	17.0270518
554	17.01816871
555	17.01262799
556	17.00480764
557	16.99862861
558	16.99148686
559	16.98598319
560	16.97916671
561	16.97110679
562	16.96728615
563	16.96353177
564	16.95457862
565	16.94773858
566	16.9423763
567	16.93396023
568	16.92541903
569	16.91879874
570	16.907605
571	16.89848405
572	16.89501936
573	16.89074033
574	16.88556866
575	16.87716151
576	16.87057121
577	16.86119492
578	16.85523819
579	16.84984933
580	16.84127955
581	16.83747672
582	16.83076917
583	16.82630496
584	16.81941278
585	16.81614006
586	16.81185427
587	16.80268004
588	16.79258778
589	16.78413773
590	16.7798408
591	16.77692398
592	16.77066475
593	16.7682029
594	16.76515751
595	16.76137637
596	16.75431334
597	16.74950194
598	16.74660587
599	16.74088157
600	16.73333678
601	16.72849369
602	16.72191849
603	16.71198458
604	16.70516946
605	16.70001436
606	16.69369235
607	16.68381732
608	16.67965362
609	16.67697605
610	16.67201276
611	16.66317188
612	16.65947771
613	16.65507225
614	16.6525133
615	16.64621412
616	16.64070427
617	16.63395908
618	16.6276404
619	16.62367112
620	16.61782548
621	16.61137081
622	16.60653061
623	16.60295472
624	16.60143624
625	16.59536914
626	16.5901595
627	16.58543888
628	16.58090762
629	16.57706931
630	16.57339071
631	16.56209586
632	16.55592708
633	16.54974654
634	16.54705812
635	16.54378114
636	16.53829144
637	16.53258611
638	16.52783788
639	16.52428443
640	16.52074192
641	16.51769876
642	16.51181185
643	16.50153108
644	16.49939515
645	16.48982028
646	16.48331227
647	16.47627925
648	16.4712084
649	16.46832437
650	16.45862248
651	16.45292511
652	16.44757539
653	16.44238569
654	16.43440002
655	16.42563132
656	16.41817631
657	16.41150365
658	16.40689033
659	16.39826826
660	16.39436057
661	16.38926597
662	16.38719306
663	16.38362934
664	16.37950565
665	16.37310407
666	16.37085623
667	16.3669716
668	16.36324541
669	16.35554909
670	16.35047735
671	16.34630951
672	16.34035746
673	16.33119431
674	16.32738002
675	16.32107297
676	16.31379584
677	16.31086164
678	16.30307653
679	16.29511137
680	16.2896799
681	16.28232966
682	16.27736345
683	16.27288074
684	16.26991135
685	16.26219674
686	16.2548537
687	16.24904553
688	16.24530387
689	16.23871683
690	16.23411762
691	16.23039962
692	16.22440797
693	16.21647431
694	16.21046222
695	16.20693098
696	16.19948666
697	16.18849396
698	16.18449845
699	16.17629618
700	16.16899509
701	16.16313191
702	16.15319885
703	16.14805873
704	16.145862
705	16.13971407
706	16.13512311
707	16.13019703
708	16.12739616
709	16.12058507
710	16.11701931
711	16.10863689
712	16.10230717
713	16.09771109
714	16.088605
715	16.08413892
716	16.07858633
717	16.07603771
718	16.07391355
719	16.06803335
720	16.0647495
721	16.06016344
722	16.05595776
723	16.05187377
724	16.04728012
725	16.04023904
726	16.03729621
727	16.03120045
728	16.02761732
729	16.02227565
730	16.0166455
731	16.01506234
732	16.01224524
733	16.0044749
734	16.00131405
735	15.99867492
736	15.9960632
737	15.98980152
738	15.98280232
739	15.97877114
740	15.97369378
741	15.97049124
742	15.96783683
743	15.96054139
744	15.94938664
745	15.94222949
746	15.93619909
747	15.93208915
748	15.9306402
749	15.92434621
750	15.92194744
751	15.91428877
752	15.90841368
753	15.90553179
754	15.89912557
755	15.89553715
756	15.88986756
757	15.88408917
758	15.8796296
759	15.87309309
760	15.86733566
761	15.86505899
762	15.86086936
763	15.85820445
764	15.85285595
765	15.84618734
766	15.84404184
767	15.83796133
768	15.83333426
769	15.83111672
770	15.82802009
771	15.82447738
772	15.82092324
773	15.81242725
774	15.80852284
775	15.80478292
776	15.79801416
777	15.79430138
778	15.7905865
779	15.77928442
780	15.77359098
781	15.77004951
782	15.76423767
783	15.75815081
784	15.75224691
785	15.74722608
786	15.7387228
787	15.73168524
788	15.72670972
789	15.72275607
790	15.71635699
791	15.7146256
792	15.70917618
793	15.70085833
794	15.69877302
795	15.69250441
796	15.68972495
797	15.68426701
798	15.67748587
799	15.67284078
800	15.67052702
801	15.66327125
802	15.65972877
803	15.65305885
804	15.64829681
805	15.6457536
806	15.6429722
807	15.64074863
808	15.63460199
809	15.63179781
810	15.62824124
811	15.62237994
812	15.61547558
813	15.61259753
814	15.60916355
815	15.60681991
816	15.600279
817	15.59302522
818	15.58805415
819	15.58389993
820	15.57342345
821	15.57148058
822	15.56860609
823	15.5603168
824	15.5520476
825	15.54777675
826	15.54231244
827	15.53599124
828	15.53129622
829	15.52929868
830	15.52342529
831	15.51737376
832	15.51099518
833	15.50635026
834	15.50391443
835	15.50049625
836	15.49423014
837	15.4861745
838	15.4797346
839	15.47400639
840	15.46945963
841	15.4615933
842	15.45953216
843	15.45791243
844	15.45361229
845	15.44953074
846	15.44428667
847	15.44025355
848	15.43763993
849	15.43589228
850	15.43349962
851	15.43056821
852	15.42782167
853	15.42407141
854	15.42103518
855	15.41729474
856	15.41291976
857	15.41010989
858	15.40719254
859	15.40381264
860	15.39646884
861	15.39219497
862	15.3879314
863	15.38340869
864	15.37924783
865	15.37524288
866	15.37345315
867	15.37062335
868	15.36612122
869	15.36453845
870	15.36207908
871	15.35773423
872	15.35419104
873	15.35056123
874	15.3481318
875	15.34362643
876	15.33682528
877	15.33185497
878	15.32510134
879	15.319194
880	15.31309842
881	15.30907123
882	15.30304457
883	15.29733579
884	15.2947597
885	15.28887615
886	15.28551594
887	15.28060249
888	15.27445413
889	15.2686605
890	15.26531547
891	15.26338874
892	15.25930598
893	15.25429273
894	15.24716555
895	15.23937316
896	15.2341225
897	15.2301802
898	15.22811957
899	15.22641417
900	15.22177482
901	15.2181874
902	15.21553538
903	15.21052837
904	15.20765257
905	15.20566779
906	15.20235805
907	15.20083297
908	15.19741481
909	15.19381094
910	15.19115032
911	15.18420643
912	15.18173094
913	15.1800891
914	15.17755398
915	15.17451617
916	15.17237363
917	15.16905298
918	15.16512596
919	15.15892072
920	15.1569714
921	15.15552172
922	15.15234233
923	15.14741787
924	15.1428185
925	15.13467373
926	15.12916394
927	15.1261262
928	15.12200499
929	15.11770318
930	15.11485686
931	15.10993143
932	15.10288396
933	15.09970858
934	15.09217573
935	15.08842444
936	15.08365517
937	15.07965718
938	15.07443303
939	15.07097955
940	15.06651645
941	15.05982331
942	15.05793254
943	15.05648027
944	15.0531445
945	15.05004778
946	15.0445852
947	15.04083762
948	15.03771219
949	15.03054857
950	15.02633143
951	15.02409575
952	15.01881917
953	15.01314972
954	15.00982959
955	15.00519515
956	15.00301455
957	15.00105199
958	14.99771817
959	14.99181141
960	14.98831734
961	14.98528641
962	14.98207812
963	14.97931646
964	14.97526947
965	14.97050666
966	14.96606549
967	14.96212111
968	14.95883188
969	14.95555984
970	14.95125099
971	14.94832392
972	14.94172131
973	14.93850218
974	14.9353726
975	14.93288718
976	14.93090948
977	14.92664329
978	14.92453434
979	14.91843905
980	14.91570358
981	14.91383172
982	14.90837395
983	14.90670411
984	14.9039801
985	14.90081734
986	14.89685707
987	14.89406881
988	14.88755427
989	14.8859431
990	14.88312734
991	14.87968501
992	14.87632626
993	14.87074684
994	14.86723749
995	14.8640303
996	14.85883351
997	14.85423929
998	14.85123472
999	14.84836962
