,PM,Date
1164,38.42,10-03-2022
1165,44.02,11-03-2022
1166,43.11,12-03-2022
1167,53.25,13-03-2022
1168,74.9,14-03-2022
1169,80.4,15-03-2022
1170,59.69,16-03-2022
1171,69.36,17-03-2022
1172,104.44,18-03-2022
1173,86.91,19-03-2022
1174,90.58,20-03-2022
1175,88.98,21-03-2022
1176,60.87,22-03-2022
1177,68.35,23-03-2022
1178,70.58,24-03-2022
1179,58.9,25-03-2022
1180,55.62,26-03-2022
1181,64.91,27-03-2022
1182,84.86,28-03-2022
1183,73.31,29-03-2022
1184,67.21,30-03-2022
1185,90.97,31-03-2022
1186,62.24,01-04-2022
1187,68.98,02-04-2022
1188,89.33,03-04-2022
1189,69.41,04-04-2022
1190,58.82,05-04-2022
1191,63.15,06-04-2022
1192,96.52,07-04-2022
1193,97.53,08-04-2022
1194,83.59,09-04-2022
1195,75.01,10-04-2022
1196,87.65,11-04-2022
1197,77.44,12-04-2022
1198,101.35,13-04-2022
1199,84.48,14-04-2022
1200,56.16,15-04-2022
1201,64.15,16-04-2022
1202,67.62,17-04-2022
1203,96.45,18-04-2022
1204,103.33,19-04-2022
1205,76.57,20-04-2022
1206,91.33,21-04-2022
1207,54.11,22-04-2022
1208,87.65,23-04-2022
1209,86.54,24-04-2022
1210,97.47,25-04-2022
1211,101.3,26-04-2022
1212,140.14,27-04-2022
1213,170.29,28-04-2022
1214,122.31,29-04-2022
1215,133.21,30-04-2022
1216,88.23,01-05-2022
1217,86.92,02-05-2022
1218,110.53,03-05-2022
1219,118.51,04-05-2022
1220,147.02,05-05-2022
1221,137.55,06-05-2022
1222,147.12,07-05-2022
1223,122.01,08-05-2022
1224,95.81,09-05-2022
1225,74.48,10-05-2022
1226,87.37,11-05-2022
1227,80.03,12-05-2022
1228,81.01,13-05-2022
1229,100.96,14-05-2022
1230,112.71,15-05-2022
1231,126.58,16-05-2022
1232,90.28,17-05-2022
1233,102.87,18-05-2022
1234,100.64,19-05-2022
1235,156.83,20-05-2022
1236,146.86,21-05-2022
1237,64.72,22-05-2022
1238,36.91,23-05-2022
1239,45.83,24-05-2022
1240,37.88,25-05-2022
1241,50.51,26-05-2022
1242,72.31,27-05-2022
1243,66.66,28-05-2022
1244,61.88,29-05-2022
1245,79.62,30-05-2022
1246,91.29,31-05-2022
1247,93.02,01-06-2022
1248,82.46,02-06-2022
1249,78.72,03-06-2022
1250,77.13,04-06-2022
1251,80.12,05-06-2022
1252,72.93,06-06-2022
1253,85.74,07-06-2022
1254,98.79,08-06-2022
1255,86.92,09-06-2022
1256,103,10-06-2022
1257,106.31,11-06-2022
1258,88.87,12-06-2022
1259,78.74,13-06-2022
1260,103.56,14-06-2022
1261,43.9,15-06-2022
1262,47.44,16-06-2022
1263,27.79,17-06-2022
1264,27.24,18-06-2022
1265,35.05,19-06-2022
1266,43.15,20-06-2022
1267,32.19,21-06-2022
1268,36.35,22-06-2022
1269,42.66,23-06-2022
1270,45.12,24-06-2022
1271,55.18,25-06-2022
1272,65.67,26-06-2022
1273,53.04,27-06-2022
1274,66.94,28-06-2022
1275,86.46,29-06-2022
1276,42.62,30-06-2022
1277,33.19,01-07-2022
1278,43.13,02-07-2022
1279,34.61,03-07-2022
1280,31.81,04-07-2022
1281,76.43,05-07-2022
1282,48.95,06-07-2022
1283,46.26,07-07-2022
1284,40.19,08-07-2022
1285,41.2,09-07-2022
1286,29.45,10-07-2022
1287,34.54,11-07-2022
1288,44.63,12-07-2022
1289,40.75,13-07-2022
1290,27.76,14-07-2022
1291,17.29,15-07-2022
1292,25.59,16-07-2022
1293,21.11,17-07-2022
1294,32.95,18-07-2022
1295,44.85,19-07-2022
1296,37.41,20-07-2022
1297,17.13,21-07-2022
1298,40.83,22-07-2022
1299,57.1,23-07-2022
1300,24.66,24-07-2022
1301,21.97,25-07-2022
1302,26.79,26-07-2022
1303,35.63,27-07-2022
1304,24.75,28-07-2022
1305,10.6,29-07-2022
1306,14.48,30-07-2022
1307,16.71,31-07-2022
1308,22.35,01-08-2022
1309,42.04,02-08-2022
1310,44.88,03-08-2022
1311,40.81,04-08-2022
1312,29.76,05-08-2022
1313,38.16,06-08-2022
1314,40.71,07-08-2022
1315,38.07,08-08-2022
1316,42.81,09-08-2022
1317,18.27,10-08-2022
1318,17.28,11-08-2022
1319,17.02,12-08-2022
1320,32.48,13-08-2022
1321,34.7,14-08-2022
1322,24.46,15-08-2022
1323,21.22,16-08-2022
1324,15.05,17-08-2022
1325,21.36,18-08-2022
1326,19.84,19-08-2022
1327,30.21,20-08-2022
1328,34.1,21-08-2022
1329,40.41,22-08-2022
1330,30.31,23-08-2022
1331,21.74,24-08-2022
1332,27.65,25-08-2022
1333,29.08,26-08-2022
1334,29.81,27-08-2022
1335,36.71,28-08-2022
1336,42.09,29-08-2022
1337,45.38,30-08-2022
1338,43.27,31-08-2022
1339,35.87,01-09-2022
1340,35.68,02-09-2022
1341,30.81,03-09-2022
1342,51.27,04-09-2022
1343,21.86,05-09-2022
1344,29.78,06-09-2022
1345,44.03,07-09-2022
1346,63.16,08-09-2022
1347,67.46,09-09-2022
1348,61.75,10-09-2022
1349,40.66,11-09-2022
1350,36.97,12-09-2022
1351,25.27,13-09-2022
1352,25.12,14-09-2022
1353,13.63,15-09-2022
1354,8.35,16-09-2022
1355,27.91,17-09-2022
1356,42.63,18-09-2022
1357,44.13,19-09-2022
1358,62.07,20-09-2022
1359,26.02,21-09-2022
1360,11.18,22-09-2022
1361,17.09,23-09-2022
1362,19.61,24-09-2022
1363,11.8,25-09-2022
1364,29.36,26-09-2022
1365,29.74,27-09-2022
1366,40.97,28-09-2022
1367,59.03,29-09-2022
1368,75.53,30-09-2022
1369,68.67,01-10-2022
1370,59.81,02-10-2022
1371,41.34,03-10-2022
1372,50.96,04-10-2022
1373,58.87,05-10-2022
1374,41.06,06-10-2022
1375,13.63,07-10-2022
1376,17.67,08-10-2022
1377,9.48,09-10-2022
1378,7.63,10-10-2022
1379,19.96,11-10-2022
1380,25.95,12-10-2022
1381,41.98,13-10-2022
1382,73.47,14-10-2022
1383,83.34,15-10-2022
1384,83.39,16-10-2022
1385,109.88,17-10-2022
1386,97.6,18-10-2022
1387,75.06,19-10-2022
1388,82.37,20-10-2022
1389,99.72,21-10-2022
1390,96.84,22-10-2022
1391,119.04,23-10-2022
1392,160.81,24-10-2022
1393,122.87,25-10-2022
1394,163.88,26-10-2022
1395,165.68,27-10-2022
1396,164.34,28-10-2022
1397,156.59,29-10-2022
1398,133.52,30-10-2022
1399,247.36,31-10-2022
1400,118.11,01-11-2022
1401,237.09,02-11-2022
1402,319.74,03-11-2022
1403,295.57,04-11-2022
1404,131.11,05-11-2022
1405,102.79,06-11-2022
1406,185.56,07-11-2022
1407,136.81,08-11-2022
1408,107.72,09-11-2022
1409,241.18,10-11-2022
1410,203.89,11-11-2022
1411,156.94,12-11-2022
1412,171.93,13-11-2022
1413,139.62,14-11-2022
1414,80.74,15-11-2022
1415,119.78,16-11-2022
1416,132.85,17-11-2022
1417,160.1,18-11-2022
1418,153.49,19-11-2022
1419,127.72,20-11-2022
1420,112.15,21-11-2022
1421,101.78,22-11-2022
1422,97.56,23-11-2022
1423,101.77,24-11-2022
1424,131.29,25-11-2022
1425,162.68,26-11-2022
1426,156.42,27-11-2022
1427,158.17,28-11-2022
1428,178.69,29-11-2022
