,LSTM_RMSE_mean,LSTM_RMSE_best,LSTM_RMSE_improve,LSTM_MAPE_mean,LSTM_MAPE_best,LSTM_MAPE_improve,CNN_RMSE_mean,CNN_RMSE_best,CNN_RMSE_improve,CNN_MAPE_mean,CNN_MAPE_best,CNN_MAPE_improve,BiLSTM_RMSE_mean,BiLSTM_RMSE_best,BiLSTM_RMSE_improve,BiLSTM_MAPE_mean,BiLSTM_MAPE_best,BiLSTM_MAPE_improve,GRU_RMSE_mean,GRU_RMSE_best,GRU_RMSE_improve,GRU_MAPE_mean,GRU_MAPE_best,GRU_MAPE_improve,RNN_RMSE_mean,RNN_RMSE_best,RNN_RMSE_improve,RNN_MAPE_mean,RNN_MAPE_best,RNN_MAPE_improve
0,387.29493019230625,366.71452999566344,5.31388319140245,12.779679456574312,11.201405836703108,1.5782736198712044,583.0225627038373,573.7182585905763,1.5958737634631392,19.914072731596704,19.671314298424956,0.2427584331717476,413.4086848209972,379.6087904734516,8.175903310347895,18.214878505117408,12.1680787655768,6.046799739540608,388.42184803876785,373.00234994129323,3.9697813537861593,14.16233088032154,11.14960629361519,3.0127245867063515,390.1082372245163,369.0041579756311,6.965773215310948,16.945160424710252,11.121253104700672,5.795554131095063
