,BiLSTM_RMSE_mean,BiLSTM_RMSE_best,BiLSTM_RMSE_improve,BiLSTM_MAPE_mean,BiLSTM_MAPE_best,BiLSTM_MAPE_improve,CNN_RMSE_mean,CNN_RMSE_best,CNN_RMSE_improve,CNN_MAPE_mean,CNN_MAPE_best,CNN_MAPE_improve,GRU_RMSE_mean,GRU_RMSE_best,GRU_RMSE_improve,GRU_MAPE_mean,GRU_MAPE_best,GRU_MAPE_improve,LSTM_RMSE_mean,LSTM_RMSE_best,LSTM_RMSE_improve,LSTM_MAPE_mean,LSTM_MAPE_best,LSTM_MAPE_improve,RNN_RMSE_mean,RNN_RMSE_best,RNN_RMSE_improve,RNN_MAPE_mean,RNN_MAPE_best,RNN_MAPE_improve
0,1.06709271,0.645277675,39.52937086,10.2252736,5.853940456,4.371333146,1.070480712,0.624962133,41.61855264,10.05575351,5.206263628,4.849489878,1.058408555,0.66827679,36.86022403,10.19413082,6.272090796,3.922040027,1.059054878,0.685690743,35.25446533,10.15375773,5.862375703,4.291382028,1.069268532,0.70036453,35.63728744,10.46076159,6.312401452,4.598385892
