,0
LSTM_RMSE_mean,7.222222222222222
LSTM_RMSE_best,2.2222222222222214
CNN_RMSE_mean,7.777777777777778
CNN_RMSE_best,3.5555555555555554
BiLSTM_RMSE_mean,7.777777777777778
BiLSTM_RMSE_best,2.1111111111111107
GRU_RMSE_mean,5.888888888888889
GRU_RMSE_best,4.666666666666667
RNN_RMSE_mean,8.222222222222221
RNN_RMSE_best,5.555555555555555
