,LSTM_RMSE_mean,LSTM_RMSE_best,LSTM_RMSE_improve,LSTM_MAPE_mean,LSTM_MAPE_best,LSTM_MAPE_improve,CNN_RMSE_mean,CNN_RMSE_best,CNN_RMSE_improve,CNN_MAPE_mean,CNN_MAPE_best,CNN_MAPE_improve,BiLSTM_RMSE_mean,BiLSTM_RMSE_best,BiLSTM_RMSE_improve,BiLSTM_MAPE_mean,BiLSTM_MAPE_best,BiLSTM_MAPE_improve,GRU_RMSE_mean,GRU_RMSE_best,GRU_RMSE_improve,GRU_MAPE_mean,GRU_MAPE_best,GRU_MAPE_improve,RNN_RMSE_mean,RNN_RMSE_best,RNN_RMSE_improve,RNN_MAPE_mean,RNN_MAPE_best,RNN_MAPE_improve
0,0.05538925194278408,0.007068033860059498,87.23934046381305,5.798561842701674,0.7114697799853297,5.087092062716344,0.018893525838208063,0.019555197978655098,-3.502110437793172,4.509042485287608,1.7495360019881838,2.7595064832994245,0.02385515212598547,0.01132972326908754,52.5061789199573,5.154643989020915,1.1171240190655813,4.0375199699553335,0.0117283807732526,0.01702508647919298,-45.16144051206021,3.6014998290663587,1.1219520903302482,2.4795477387361107,0.027929388772371957,0.04294874499000163,63.5929218562801,6.202749620223389,1.020581143307905,5.0807975298931405
