,LSTM_RMSE_mean,LSTM_RMSE_best,LSTM_RMSE_improve,LSTM_MAPE_mean,LSTM_MAPE_best,LSTM_MAPE_improve,CNN_RMSE_mean,CNN_RMSE_best,CNN_RMSE_improve,CNN_MAPE_mean,CNN_MAPE_best,CNN_MAPE_improve,BiLSTM_RMSE_mean,BiLSTM_RMSE_best,BiLSTM_RMSE_improve,BiLSTM_MAPE_mean,BiLSTM_MAPE_best,BiLSTM_MAPE_improve,GRU_RMSE_mean,GRU_RMSE_best,GRU_RMSE_improve,GRU_MAPE_mean,GRU_MAPE_best,GRU_MAPE_improve,RNN_RMSE_mean,RNN_RMSE_best,RNN_RMSE_improve,RNN_MAPE_mean,RNN_MAPE_best,RNN_MAPE_improve
0,1.1569447248481595,0.7997220089602592,30.876385726620008,3.934513311685807,2.459752582530028,1.4747607291557787,1.1686198020753868,0.7807409645448941,33.19119159555975,3.9506042707261395,2.282163598283483,1.6684406724426566,1.159976971257073,0.7973445349603315,31.26203754750018,3.9177479691338357,2.4053857062064097,1.512362262927426,1.1638347390397727,0.8251541153812861,29.10040509169855,3.967126369508452,2.380565945857847,1.5865604236506052,1.409797525801015,0.8439054631384811,42.54610226403804,4.744085183348202,2.4708470409853964,2.3635192374903546
