,LSTM_LOSS,GRU_LOSS,CNN_LOSS,RNN_LOSS,BiLSTM_LOSS
0,1.385311245918274,0.3409842550754547,0.06598282605409622,0.1149696633219719,0.16476255655288696
1,10.14892578125,0.39231571555137634,0.16674241423606873,0.1888429820537567,0.013719193637371063
2,0.8335797786712646,0.030115636065602303,0.05536149442195892,0.17523430287837982,0.00673711346462369
3,2.5270941257476807,0.012186502106487751,0.005113296676427126,0.060846637934446335,0.005230453796684742
4,0.4025312662124634,0.010547848418354988,0.003619029652327299,0.02681180089712143,0.005201329942792654
5,0.05655723810195923,0.009208421222865582,0.003493062686175108,0.009866461157798767,0.005326679442077875
6,0.41225466132164,0.007777995429933071,0.0032691084779798985,0.01325272023677826,0.005603340920060873
7,0.3965730667114258,0.007098638918250799,0.003027761820703745,0.009614428505301476,0.006022411864250898
8,0.09381101280450821,0.006417775992304087,0.002820998663082719,0.0065027037635445595,0.0064614927396178246
9,0.045552197843790054,0.006190418731421232,0.0027733605820685625,0.009014243260025978,0.006764701567590237
10,0.048202034085989,0.00615758216008544,0.002910759299993515,0.005447701085358858,0.0068476274609565735
11,0.03601047769188881,0.005755128338932991,0.003066791221499443,0.005704060662537813,0.0067301299422979355
12,0.03068743646144867,0.005994351115077734,0.0031440705060958862,0.006634834222495556,0.006484357640147209
13,0.036525364965200424,0.006122357212007046,0.0031304762233048677,0.010068424046039581,0.0061798905953764915
14,0.024459999054670334,0.006332612130790949,0.0028911265544593334,0.010517532005906105,0.005865984130650759
15,0.01755431480705738,0.0067762513644993305,0.0024807604495435953,0.007401458919048309,0.00557894678786397
16,0.015239127911627293,0.006991039030253887,0.002260951092466712,0.009222790598869324,
17,0.013495992869138718,0.007445590104907751,0.0022669073659926653,0.007793677505105734,
18,0.013113160617649555,0.006217819172888994,0.002250967314466834,,
19,0.01916417106986046,,0.002143760211765766,,
20,0.011989562772214413,,0.001981314504519105,,
21,0.011905449442565441,,0.0018372621852904558,,
22,0.014150882139801979,,0.0017388014821335673,,
23,0.011682192794978619,,0.0016488971887156367,,
24,0.009536649100482464,,0.0016975972102954984,,
25,0.009515036828815937,,0.001464950037188828,,
26,0.012441848404705524,,0.0061911847442388535,,
27,0.011187433265149593,,0.02980741858482361,,
28,0.02005741558969021,,0.019516348838806152,,
29,0.009404434822499752,,0.013734587468206882,,
30,0.007640334311872721,,0.006072902120649815,,
31,,,0.0021064388565719128,,
32,,,0.0018416340462863445,,
33,,,0.0017699270974844694,,
34,,,0.0016848782543092966,,
35,,,0.0016331521328538656,,
36,,,0.0016211137408390641,,
37,,,0.0016354412073269486,,
38,,,0.0016569506842643023,,
