iter	Passed	Remaining
500	4461	4444
501	4468	4433
502	4476	4423
503	4482	4411
504	4489	4400
505	4496	4389
506	4503	4379
507	4510	4368
508	4517	4357
509	4525	4347
510	4531	4336
511	4538	4326
512	4545	4315
513	4553	4305
514	4560	4294
515	4568	4284
516	4575	4274
517	4582	4264
518	4593	4257
519	4600	4246
520	4608	4236
521	4615	4226
522	4622	4215
523	4629	4205
524	4637	4195
525	4645	4185
526	4652	4176
527	4659	4164
528	4665	4154
529	4673	4144
530	4682	4135
531	4689	4125
532	4696	4115
533	4704	4105
534	4711	4095
535	4719	4085
536	4726	4075
537	4734	4065
538	4741	4055
539	4749	4046
540	4757	4036
541	4765	4027
542	4774	4017
543	4781	4008
544	4789	3998
545	4797	3988
546	4804	3978
547	4811	3968
548	4819	3959
549	4826	3949
550	4833	3938
551	4841	3929
552	4848	3919
553	4855	3909
554	4863	3899
555	4870	3889
556	4877	3879
557	4884	3869
558	4892	3859
559	4898	3849
560	4906	3839
561	4913	3829
562	4921	3820
563	4928	3810
564	4935	3799
565	4942	3789
566	4949	3779
567	4956	3770
568	4963	3759
569	4970	3749
570	4977	3739
571	4984	3729
572	4992	3720
573	4998	3709
574	5006	3700
575	5013	3690
576	5019	3679
577	5026	3669
578	5033	3660
579	5040	3650
580	5048	3640
581	5055	3630
582	5062	3621
583	5070	3611
584	5077	3602
585	5084	3592
586	5091	3582
587	5098	3572
588	5105	3562
589	5112	3552
590	5118	3542
591	5125	3532
592	5132	3522
593	5139	3512
594	5146	3503
595	5154	3494
596	5162	3484
597	5169	3474
598	5176	3465
599	5183	3455
600	5190	3445
601	5197	3436
602	5204	3426
603	5212	3417
604	5219	3407
605	5226	3397
606	5233	3388
607	5240	3378
608	5246	3368
609	5254	3359
610	5261	3349
611	5268	3340
612	5275	3330
613	5282	3321
614	5290	3311
615	5298	3302
616	5305	3293
617	5312	3283
618	5319	3274
619	5326	3264
620	5334	3255
621	5342	3246
622	5352	3239
623	5366	3233
624	5378	3227
625	5389	3220
626	5399	3212
627	5411	3205
628	5421	3197
629	5434	3191
630	5447	3185
631	5456	3177
632	5471	3172
633	5487	3168
634	5502	3162
635	5517	3157
636	5537	3155
637	5550	3149
638	5564	3143
639	5579	3138
640	5596	3134
641	5608	3127
642	5630	3126
643	5651	3124
644	5666	3118
645	5678	3111
646	5691	3105
647	5710	3101
648	5720	3093
649	5733	3087
650	5746	3080
651	5759	3074
652	5770	3066
653	5787	3061
654	5800	3055
655	5814	3049
656	5827	3042
657	5841	3036
658	5853	3028
659	5867	3022
660	5881	3016
661	5894	3009
662	5908	3003
663	5917	2994
664	5937	2990
665	5947	2982
666	5961	2976
667	5971	2968
668	5985	2961
669	6001	2955
670	6017	2950
671	6035	2945
672	6049	2939
673	6064	2933
674	6077	2926
675	6089	2918
676	6099	2909
677	6113	2903
678	6126	2896
679	6140	2889
680	6150	2881
681	6162	2873
682	6175	2866
683	6186	2858
684	6197	2850
685	6211	2843
686	6227	2837
687	6240	2830
688	6252	2822
689	6264	2814
690	6277	2807
691	6290	2799
692	6305	2793
693	6316	2784
694	6327	2776
695	6342	2770
696	6356	2763
697	6367	2754
698	6378	2746
699	6408	2746
700	6423	2739
701	6437	2732
702	6446	2723
703	6458	2715
704	6473	2708
705	6489	2702
706	6500	2694
707	6513	2686
708	6532	2681
709	6543	2672
710	6559	2666
711	6575	2659
712	6589	2652
713	6602	2644
714	6612	2635
715	6626	2628
716	6640	2621
717	6654	2613
718	6668	2606
719	6684	2599
720	6697	2591
721	6708	2583
722	6722	2575
723	6735	2567
724	6749	2560
725	6761	2551
726	6774	2543
727	6789	2536
728	6802	2528
729	6816	2521
730	6826	2512
731	6838	2503
732	6852	2495
733	6865	2488
734	6877	2479
735	6890	2471
736	6905	2464
737	6922	2457
738	6935	2449
739	6950	2441
740	6961	2433
741	6973	2424
742	6991	2418
743	7004	2410
744	7016	2401
745	7030	2393
746	7042	2385
747	7053	2376
748	7067	2368
749	7081	2360
750	7094	2352
751	7104	2343
752	7119	2335
753	7131	2326
754	7146	2319
755	7155	2309
756	7167	2300
757	7182	2293
758	7195	2284
759	7204	2275
760	7218	2267
761	7231	2258
762	7245	2250
763	7254	2240
764	7267	2232
765	7281	2224
766	7295	2216
767	7306	2207
768	7317	2198
769	7328	2189
770	7335	2178
771	7344	2169
772	7352	2159
773	7359	2148
774	7367	2138
775	7374	2128
776	7382	2118
777	7390	2108
778	7398	2098
779	7405	2088
780	7413	2078
781	7420	2068
782	7428	2058
783	7435	2048
784	7443	2038
785	7451	2028
786	7458	2018
787	7466	2008
788	7474	1998
789	7481	1988
790	7489	1978
791	7497	1968
792	7504	1959
793	7512	1949
794	7521	1939
795	7528	1929
796	7536	1919
797	7542	1909
798	7549	1899
799	7558	1889
800	7565	1879
801	7572	1869
802	7580	1859
803	7587	1849
804	7594	1839
805	7602	1829
806	7608	1819
807	7615	1809
808	7623	1799
809	7631	1790
810	7639	1780
811	7647	1770
812	7655	1760
813	7663	1751
814	7670	1741
815	7678	1731
816	7686	1721
817	7694	1711
818	7702	1702
819	7709	1692
820	7717	1682
821	7726	1673
822	7734	1663
823	7741	1653
824	7747	1643
825	7755	1633
826	7763	1623
827	7770	1614
828	7777	1604
829	7787	1594
830	7793	1584
831	7801	1575
832	7808	1565
833	7816	1555
834	7824	1546
835	7832	1536
836	7838	1526
837	7845	1516
838	7852	1506
839	7859	1496
840	7867	1487
841	7874	1477
842	7882	1468
843	7889	1458
844	7897	1448
845	7904	1438
846	7911	1429
847	7918	1419
848	7925	1409
849	7933	1399
850	7940	1390
851	7947	1380
852	7954	1370
853	7962	1361
854	7969	1351
855	7976	1341
856	7984	1332
857	7990	1322
858	7998	1312
859	8006	1303
860	8014	1293
861	8020	1284
862	8028	1274
863	8035	1264
864	8043	1255
865	8050	1245
866	8057	1236
867	8065	1226
868	8073	1217
869	8081	1207
870	8088	1197
871	8095	1188
872	8101	1178
873	8109	1169
874	8117	1159
875	8124	1150
876	8132	1140
877	8140	1131
878	8148	1121
879	8154	1111
880	8162	1102
881	8170	1093
882	8177	1083
883	8184	1074
884	8192	1064
885	8199	1054
886	8206	1045
887	8214	1036
888	8221	1026
889	8228	1016
890	8235	1007
891	8243	998
892	8250	988
893	8258	979
894	8266	969
895	8273	960
896	8281	950
897	8287	941
898	8295	932
899	8303	922
900	8311	913
901	8319	903
902	8328	894
903	8335	885
904	8343	875
905	8350	866
906	8357	856
907	8365	847
908	8372	838
909	8379	828
910	8386	819
911	8393	809
912	8401	800
913	8408	791
914	8414	781
915	8421	772
916	8428	762
917	8436	753
918	8443	744
919	8451	734
920	8458	725
921	8465	716
922	8473	706
923	8479	697
924	8486	688
925	8492	678
926	8499	669
927	8506	659
928	8514	650
929	8521	641
930	8529	632
931	8537	622
932	8546	613
933	8553	604
934	8560	595
935	8567	585
936	8574	576
937	8582	567
938	8589	558
939	8596	548
940	8604	539
941	8610	530
942	8618	520
943	8626	511
944	8633	502
945	8641	493
946	8649	484
947	8656	474
948	8663	465
949	8671	456
950	8677	447
951	8685	437
952	8693	428
953	8700	419
954	8708	410
955	8715	401
956	8723	391
957	8730	382
958	8737	373
959	8744	364
960	8752	355
961	8759	346
962	8766	336
963	8773	327
964	8781	318
965	8788	309
966	8795	300
967	8802	291
968	8810	281
969	8817	272
970	8824	263
971	8831	254
972	8839	245
973	8847	236
974	8855	227
975	8862	217
976	8869	208
977	8876	199
978	8883	190
979	8890	181
980	8897	172
981	8904	163
982	8911	154
983	8919	145
984	8925	135
985	8932	126
986	8939	117
987	8946	108
988	8953	99
989	8960	90
990	8968	81
991	8974	72
992	8981	63
993	8987	54
994	8994	45
995	9002	36
996	9008	27
997	9015	18
998	9023	9
999	9030	0
