,Actual,Gru_predicted,cNN_1Fea_predicted,gRU_biLSTM_1fea_predicted,cNN_biLSTM_1fea-Copy1_predicted,vANILLA_LSTM_predicted,cNN_LSTM_1fea_predicted,biLSTM_predicted,sEQ2SEQ_predicted,sTACKED_LSTM_predicted
75,89.71,88.13085851032392,99.02936661136428,84.90507021895492,120.68980287862856,73.22244190082516,116.69647141331691,79.57661997342493,73.67126627531826,125.47752115224594
76,50.45,75.84729934000028,77.75116343246013,83.90800391322698,117.40593905857236,58.794752092225984,105.53506258350366,66.30921142975193,57.56256371182522,124.76076705836236
77,37.65,65.57208806127814,68.76147391093251,83.18031269604478,115.21841009385643,55.81540669218666,98.08111504123072,68.55551625666327,58.03399619302791,123.5673764092815
78,45.41,67.18052316861507,82.23254539908184,84.13822737852048,118.400814959498,70.18443239393748,100.5488370120875,91.02655130791298,81.03481119217868,121.70051078705391
79,79.06,76.40495852181377,99.86811284209504,85.50352010244414,124.77930354526086,80.06504299255849,107.37643308588936,103.9781243400905,92.14012628812588,118.9546372077292
80,84.89,88.66983219810952,118.74810587601176,87.8401977533421,130.9104700976305,92.633958266057,115.95896062630663,118.89740356932316,107.26154858911494,115.62673433057616
81,102.33,98.86873692586128,132.0047039524461,90.6312577446601,135.37084950936202,100.50363569938126,124.5948327190524,127.22459994314156,114.57344763492218,112.12438135666744
82,107.08,103.20057533740804,136.45267107029784,92.39696987708832,136.40841595286335,100.71310992190456,129.661641346053,125.02953121767752,111.17288143111278,108.59297199252391
83,100.35,101.72526319948516,135.4151046267965,92.97146686452504,134.0546397338657,96.8007936328526,130.5426758001101,117.96631017014111,104.12123078717498,105.35962903969389
84,92.54,96.53505431826444,131.8318258809057,92.24402895946284,129.9296604697211,90.36440832695784,128.22054869539892,108.06351986030757,95.34382427256,102.61339039290212
85,83.12,89.50395920782863,125.91290508366636,90.50045183610834,124.67102006431928,81.948947580034,123.27670075158672,96.62536753939928,85.00932305704599,100.5702940387224
86,71.57,80.84995294743378,116.10266310190876,87.71656653807138,117.54312992261931,70.33831950683471,115.4566128909298,82.55391652543487,70.93070480015699,99.15702101912902
87,54.72,72.36308053374063,107.42871968759898,83.89192604396374,109.61122711205384,61.37278776616253,106.85601078571516,72.04086006674996,62.01982514937383,97.91885372766072
88,46.62,77.89522352517284,128.53639910760737,82.69134580088887,109.73172917760697,85.1529510290834,111.8391370088396,101.07998782557912,101.6859923705294,96.79876713589265
89,108.033745,90.68808161346026,149.17126400528778,83.27679481233716,116.05894441014014,97.27032999833357,122.55809896929848,112.06442833814968,114.03496567066362,96.14087830848212
90,108.033745,101.68697581758347,161.13205138224194,84.79124367279933,120.63291195662018,102.7788106576156,130.1201511839577,115.42527669161508,116.88078578203948,95.9539041624996
91,108.033745,95.65157614728506,140.6084203066654,83.25725997767164,116.49388132017232,76.79352441317384,123.09392860665352,81.06757040957928,76.7428992409571,95.9500225267785
92,46.62,108.5846797457723,179.0543606947335,88.03518848288682,122.92786016092712,127.89332903921658,138.80665589927665,148.47925999559905,167.60793102778658,96.4778206798584
93,194.91,126.54958274620547,196.52748801562143,93.9217300309056,138.77545380637838,138.74076494665195,159.63251813543363,154.9120467793186,166.91695516729078,97.5909188372572
94,157.01,127.52590725951968,179.90395464448528,96.935473726769,141.69800513904343,115.42088843165398,158.87423575458374,123.0640824786329,121.88724652162938,99.23349892829825
95,96.54,109.85678341096352,144.51660909823272,96.59101394571402,129.7642923575029,87.37446106966107,143.14872365025732,92.0715606575283,84.61526625296719,101.1441204940768
96,60.96,85.21346282433643,111.56451686933868,92.66237392563532,112.89208098809596,64.69536736361744,124.16390410080136,69.22621969720296,61.34767261450063,102.51757880869208
97,40.17,66.08242257879131,93.73566482841248,85.70210935416411,99.92421402631756,52.92016091598583,108.6778315527224,55.43029404105065,53.51871510446564,102.83251282705464
98,36.3,57.97979484970536,92.43490709223587,79.15323111592195,94.90918537678664,51.19887898436915,99.48117112844554,52.20674458180101,55.21281813567809,103.20493379594323
99,42.63,57.30967998732682,97.4287320272519,75.05479002152512,95.50564601509826,50.354682817880224,94.05401856039498,52.18312322661144,55.34976686313975,104.30524714163872
100,40.82,71.47063958392728,128.47253465194262,76.2221565754547,104.08948481825438,79.23886551319336,102.95054882461604,92.09513358540082,100.42508659111326,105.36492624314435
101,108.033745,89.66740512807745,150.07713794781736,79.92522215267748,116.55174078852188,94.90427559187262,116.64963847254364,111.01661765450147,114.3989453856712,105.95463685849376
102,108.033745,102.46614154762004,157.8474127251128,83.3052551740543,124.83170935267404,102.09734890233258,126.26806357661287,117.5879140153632,117.40525362577708,105.539391240613
103,108.033745,107.61140242825452,157.73556797377836,86.80501542391131,128.00648505328985,104.98075606210186,132.3991407247049,120.43358511960965,117.4249970704238,105.03471899401735
104,108.033745,107.79236413656538,154.46685817878307,89.19683316304709,128.43042523717162,105.87511175352812,136.28417380836206,120.22972101550862,116.91596636529296,104.19133119120548
105,108.033745,106.48820903783826,147.27040985684198,90.7052174333423,127.71672578944091,105.94923535005267,138.75346035407762,118.58130729535122,116.4966826542052,103.4522632796929
106,108.033745,105.66379729295664,141.93938178797322,91.80301255855078,126.67610469978672,105.75011712302332,140.34092270795023,116.809292161349,116.24062880302864,103.16195268946518
107,108.033745,105.6694521135177,138.0529033351608,92.61222557623267,125.9779466956534,105.50886713015352,141.3727523769693,115.07036406043206,116.1028344601076,103.32200124716348
108,108.033745,106.09260255961362,138.72783112781926,93.3564565847793,126.77370436954968,105.30683581374424,142.05037719867005,113.60033422524674,116.03392611311236,103.94968632944276
109,108.033745,106.49557744038756,142.08947666942697,94.37518852712331,130.36117021577687,105.16078647585393,142.4993058781537,112.95111016241135,116.00110729286,105.09590132135271
110,108.033745,86.68312014169821,112.62494100649135,90.93178277360882,122.38663646548744,56.57909058147762,122.34165121311884,64.06619221004406,66.49764584560265,106.6441897009037
111,0.6,64.65526954509346,92.52347692995664,87.59719692670177,107.5375991970582,45.28393295230678,101.34195725979323,56.47759065010239,51.89278283495784,108.06196273580524
112,27.44,58.622708460610255,103.18013900960956,83.56107061382382,103.2393395421238,59.05793593454478,97.99501872185816,74.01136014748155,70.43526354522827,107.45574213051732
113,67.16,67.25005734555381,124.09445187778375,81.71988637034988,111.89495507951624,73.09647872397919,103.70006958625667,89.46874137279279,87.07290044116296,106.62022935449473
114,81.81,82.86427602492459,146.1140847312016,82.04264326300643,120.77954987267168,88.57095106703365,112.92413242163184,105.51198882951466,104.88773836156824,105.63804886099474
115,100.69,97.58831121249254,159.86109507194715,87.95091005049305,122.37890299547112,100.68182587508512,123.24086453696384,127.52897680638549,117.21714702561108,106.22362452850302
116,111.28,106.1308601400894,162.13726837794854,86.54842514706887,121.06343825562185,105.35468200299748,131.16570440959535,123.86668703012552,119.00990395202705,102.74045622250571
117,109.88,108.784088536704,157.3376146332655,85.53936376742351,120.27656140663836,107.11666150683402,136.17967510850747,117.32346361244444,118.970454314516,100.60525856163824
