,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Actual,Gru_predicted,cNN_LSTM_1fea_predicted,gRU_biLSTM_1fea_predicted,sEQ2SEQ_predicted,cNN_biLSTM_1fea-Copy1_predicted,vANILLA_LSTM_predicted,sTACKED_LSTM_predicted,biLSTM_predicted,CNN_1D_predicted,GRU_predicted,vLSTM_predicted,transformer_predicted
472,472,472,472,472,472,472,472,472,472,472,472,41.63,62.19752394,98.33568034,88.1643968,86.9244013490205,83.23409246823077,49.17099781,154.2292532,85.51029656464299,38.05760347617611,71.99454652742625,50.4044603417514,67.89173433184624
473,473,473,473,473,473,473,473,473,473,473,473,31.18,64.68360081,98.33568779,88.11771288,86.92472911227952,83.23284100851451,54.73144935,148.7942083,85.51029656464299,53.22559320377761,70.11730480888993,56.14966607663072,68.09774361550808
474,474,474,474,474,474,474,474,474,474,474,474,59.39,75.53558904,98.3369616,88.17301548,86.92551872376715,83.23646130269367,64.22829294,142.2414759,85.51029656464299,77.07047458571877,70.54265957828181,65.86030070242134,70.59434625506401
475,475,475,475,475,475,475,475,475,475,475,475,78.31,87.62315537,98.33947941,88.31463156,86.91941785765042,83.2381895089685,73.47407733,135.3252837,85.51029656464299,99.18118291168538,72.69940886511156,75.28035830076166,73.24814604222775
476,476,476,476,476,476,476,476,476,476,476,476,89.87,99.96724115,98.34277194,88.52813208,86.91479192619926,83.24261431296526,89.55288391,127.4803446,85.51029656464299,124.59888098701902,76.88910231684162,91.59299416800218,72.0972431153059
477,477,477,477,477,477,477,477,477,477,477,477,121.44,114.6747384,98.34508119,88.8031776,86.91298922827465,83.243701891052,109.9342015,119.3139443,85.51029656464299,149.2753796979061,83.15003609062235,112.26266897819688,73.20040035247803
478,478,478,478,478,478,478,478,478,478,478,478,154.22,122.3118458,98.34642948,89.05013231,86.9072608204068,83.24259941463531,116.5313608,111.8268109,85.51029656464299,149.7338758022838,89.06418143803104,118.86250251263826,76.05590660870075
479,479,479,479,479,479,479,479,479,479,479,479,139.76,115.8708508,98.34794911,89.13967873,86.9027838722552,83.24297187288418,111.817708,104.3555144,85.51029656464299,128.71948343358085,92.6753280426027,114.00368036762094,69.9729413241148
480,480,480,480,480,480,480,480,480,480,480,480,114.96,104.3162499,98.34864934,89.10030989,86.90466851099455,83.23984322359355,108.7766758,97.01651516,85.51029656464299,111.44955537505555,94.31295247130122,110.83697329311406,61.761841706931584
481,481,481,481,481,481,481,481,481,481,481,481,113.27,97.28502776,98.3480981,89.02921506,86.90989782480891,83.24055089426643,105.5117217,91.14567926,85.51029656464299,103.60017655975912,94.49694684625052,107.47193965024076,56.05966810882091
482,482,482,482,482,482,482,482,482,482,482,482,108.52,101.0120983,98.34823963,89.04086555,86.91415129801118,83.23812991564868,110.3311079,87.80199492,85.51029656464299,112.2941640477226,94.8361073276854,112.2992443782374,53.71458971500396
483,483,483,483,483,483,483,483,483,483,483,483,127.549995,108.899952,98.34788207,89.07223399,86.91835262705861,83.24110213247478,112.9222851,85.94541719,85.51029656464299,125.64862476484208,95.38593019468976,114.89441426982994,56.83635947108268
484,484,484,484,484,484,484,484,484,484,484,484,127.26,114.7209083,98.34843331,89.13518688,86.92013297748828,83.2430016695441,116.7474611,85.57854581,85.51029656464299,138.26560325083886,96.32968725321004,118.73486851991028,64.89841210842133
485,485,485,485,485,485,485,485,485,485,485,485,134.01,123.663318,98.34923037,89.31661129,86.91964133259975,83.24391791683635,131.4368792,86.23665719,85.51029656464299,157.47190449949352,99.045660253246,133.56161944904812,69.38521832227707
486,486,486,486,486,486,486,486,486,486,486,486,170.02,136.0024128,98.34946874,89.55944662,86.91920183186606,83.24545244482177,145.7702347,86.96792682,85.51029656464299,174.90990806741075,103.30635914554352,148.03275469131535,69.35430619120598
487,487,487,487,487,487,487,487,487,487,487,487,187.51,149.8858984,98.35082449,89.87108989,86.92018512164312,83.24420843427049,162.8213435,88.0885941,85.51029656464299,192.59851644350792,109.02888217306575,165.22501030661812,72.26551204919815
488,488,488,488,488,488,488,488,488,488,488,488,213.1,161.9584323,98.35191952,90.23741747,86.92157066632898,83.24302401703903,178.6758483,90.26201462,85.51029656464299,206.55467601253648,115.61418238663563,181.19023946679343,67.79678358137608
489,489,489,489,489,489,489,489,489,489,489,489,230.77,156.3660015,98.35180778,90.41759043,86.91800996546962,83.24328473781325,168.8549586,93.53621314,85.51029656464299,189.0531012706995,119.28955569164508,171.2216477069899,67.27144028246403
490,490,490,490,490,490,490,490,490,490,490,490,176.8,125.6457494,98.35203871,90.26502408,86.91218471845707,83.24112447996971,137.5347061,97.61164385,85.51029656464299,138.6752775279527,117.14014383231836,139.47120590749046,69.55493140220642
491,491,491,491,491,491,491,491,491,491,491,491,101.93,92.64788532,98.35126399,89.96080763,86.90758113450084,83.23787664403945,115.1973048,102.0379749,85.51029656464299,100.04209035732364,111.18146737667296,116.7731830671867,66.74474170804024
492,492,492,492,492,492,492,492,492,492,492,492,87.51,74.07877819,98.34747982,89.55279452,86.9092348491259,83.23287080517443,94.91829396,105.6618149,85.51029656464299,79.31320958388615,103.10508270784597,96.21640035222912,67.3154385983944
493,493,493,493,493,493,493,493,493,493,493,493,65.33,72.72314935,98.3444629,89.1787198,86.9136075089678,83.23360082334224,84.67098425,108.8951548,85.51029656464299,77.58958454552004,95.30181422376153,85.92434350159871,67.09150709211826
494,494,494,494,494,494,494,494,494,494,494,494,68.99,79.57904049,98.34247398,88.88105862,86.91853885618305,83.23311662761868,79.93946088,111.4944738,85.51029656464299,86.53030327587506,89.05731330792159,81.23125037900536,69.5671288818121
495,495,495,495,495,495,495,495,495,495,495,495,72.57,79.54203303,98.34077557,88.60472439,86.92229323533181,83.23441278232481,68.38247623,113.171482,85.51029656464299,85.74765675749255,83.42264573214642,69.63066575922646,69.68671898543835
496,496,496,496,496,496,496,496,496,496,496,496,47.44,71.15763284,98.33883879,88.36958405,86.92311264347936,83.23330285674312,58.64551998,114.0431982,85.51029656464299,79.51205759380099,78.31073075784661,59.86749589743059,73.68201194703579
497,497,497,497,497,497,497,497,497,497,497,497,38.42,74.67007056,98.33941237,88.30695892,86.92764918495078,83.23299744097905,72.59968689,113.6642443,85.51029656464299,96.43435547031176,76.67502821371235,74.10936446459651,78.84476737678051
498,498,498,498,498,498,498,498,498,498,498,498,95.12,89.22547076,98.34146089,88.34263297,86.93067354593173,83.23592496281528,83.27187463,112.4376201,85.51029656464299,114.59398944627912,77.75637134937084,84.99915721136784,81.15534919500351
499,499,499,499,499,499,499,499,499,499,499,499,103.87,92.28847801,98.34245908,88.32103039,86.9280067448697,83.23649109935359,74.72497091,110.6075316,85.51029656464299,100.85947978116216,78.1678408752443,76.4010106800075,88.6211324483156
500,500,500,500,500,500,500,500,500,500,500,500,62.01,78.61179621,98.34149814,88.22646324,86.9244683915053,83.23914300208565,62.98459526,107.88402,85.51029656464299,71.30894773037328,76.87710916122751,64.54576145713581,94.63067586719988
501,501,501,501,501,501,501,501,501,501,501,501,41.71,88.91273991,98.34482046,88.38735031,86.93143336075946,83.23762337243019,97.25320493,104.5980146,85.51029656464299,97.21703178535418,80.34038984099175,100.2727016067034,99.57774993777274
502,502,502,502,502,502,502,502,502,502,502,502,164.93,119.6380574,98.34524507,88.68367064,86.93566448646679,83.24054344510145,121.9863024,101.9439292,85.51029656464299,129.6035205364749,87.01810439527505,124.88687315422204,103.12508361041544
503,503,503,503,503,503,503,503,503,503,503,503,175.98,143.1248128,98.34823218,89.03139766,86.93391393269702,83.23817461063855,135.9844008,100.2741318,85.51029656464299,143.95929800989737,94.49767686441832,138.68926705978083,99.67712940275668
504,504,504,504,504,504,504,504,504,504,504,504,175.75,141.67084,98.34963263,89.29050197,86.92876655969744,83.24064028424617,136.1489528,99.27239794,85.51029656464299,140.17784859560544,100.16967965506176,138.6230886781189,90.13256828486918
505,505,505,505,505,505,505,505,505,505,505,505,153.16,121.6054415,98.35021366,89.40362499,86.92128759805982,83.24087120836047,126.6014177,98.89631939,85.51029656464299,122.30395713901784,102.57337621006738,128.80632579889092,82.26366832852364
506,506,506,506,506,506,506,506,506,506,506,506,124.82,100.3127036,98.34981885,89.37399221,86.9163785983395,83.24269625378001,113.9257919,98.59535823,85.51029656464299,105.9418439179954,101.776985982301,115.87641534134576,84.7736756056547
507,507,507,507,507,507,507,507,507,507,507,507,103.25,94.5232573,98.3493868,89.34532782,86.91426303548585,83.24242808384082,112.639634,98.57143151,85.51029656464299,112.49385381327993,100.14903801890854,114.49545189195403,89.27867805957793
508,508,508,508,508,508,508,508,508,508,508,508,119.79,97.72079647,98.34787462,89.27815125,86.91107479287538,83.2418693964675,106.4510539,98.56609791,85.51029656464299,122.47609244332264,97.82423557018178,108.2199922464668,92.3968707770109
509,509,509,509,509,509,509,509,509,509,509,509,104.21,102.2638336,98.34802361,89.21043834,86.91024793556286,83.24015608852262,105.5499508,97.99047114,85.51029656464299,130.13924958334144,95.82852978100505,107.29553597440372,92.9775730073452
510,510,510,510,510,510,510,510,510,510,510,510,111.66,102.6388842,98.34733828,89.12722372,86.90898902668162,83.24095314917523,102.4807086,97.15150893,85.51029656464299,127.37775473612672,94.03853268268756,104.20318646470427,89.02154600620268
511,511,511,511,511,511,511,511,511,511,511,511,104.46,97.2994419,98.34694348,88.99415929,86.90885494171204,83.23953780782946,95.81129986,95.81741563,85.51029656464299,115.77752022710176,91.9321397511071,97.47646385403269,83.95113445818424
512,512,512,512,512,512,512,512,512,512,512,512,90.3,93.69783022,98.34686154,88.87022753,86.9159167501109,83.23983577442857,95.84376332,94.16844612,85.51029656464299,113.53545565378236,90.36802368240858,97.52396717909552,87.93403738737105
513,513,513,513,513,513,513,513,513,513,513,513,101.26,92.35225776,98.34607192,88.75301492,86.92285937187012,83.24017843601754,92.62605182,93.58543722,85.51029656464299,109.8312242836493,88.9388715847761,94.3002590941792,90.26931780576705
514,514,514,514,514,514,514,514,514,514,514,514,92.14,87.29195805,98.34511098,88.61997283,86.92424491655596,83.23882268799161,82.87591427,94.24500864,85.51029656464299,98.6913779669064,86.67593445118918,84.46980464972222,91.31135433912276
515,515,515,515,515,515,515,515,515,515,515,515,69.3,80.11745123,98.343569,88.48358607,86.92634558107967,83.23707213422185,76.10263438,94.83075883,85.51029656464299,85.08652101822636,83.97604419834008,77.64655575926953,91.44552661478518
516,516,516,516,516,516,516,516,516,516,516,516,65.58,73.94995978,98.34152793,88.35067062,86.92705325175257,83.23453196896445,69.1486154,95.37600046,85.51029656464299,70.74004755186102,80.9915511483528,70.65313069490118,96.98904781043528
517,517,517,517,517,517,517,517,517,517,517,517,56.66,68.92214588,98.33957625,88.20455525,86.92837175395361,83.23603670028994,60.98097101,95.35751163,85.51029656464299,60.09913140699479,77.68751871748192,62.43804257418932,100.53715910017488
518,518,518,518,518,518,518,518,518,518,518,518,44.53,67.4259215,98.33810877,88.08625506,86.93223042141207,83.23851727222753,58.57411601,94.83823034,85.51029656464299,58.65030606465619,74.92155437128058,60.055017451996825,105.97787931561469
519,519,519,519,519,519,519,519,519,519,519,519,51.06,67.0324864,98.33687221,87.99038431,86.93354892361312,83.24478946913875,54.42121398,94.27912581,85.51029656464299,54.65347894336388,72.505819965671,55.90909156909328,107.91099098324774
520,520,520,520,520,520,520,520,520,520,520,520,43.25,69.52336054,98.33679026,87.95850933,86.93179836984336,83.2464431837638,57.20349572,93.39984873,85.51029656464299,57.0686695599301,71.25424106277703,58.77998112858807,106.3730939477682
521,521,521,521,521,521,521,521,521,521,521,521,58.29,75.62459911,98.33749794,87.96599574,86.93450241673027,83.24662196372327,63.24404222,91.23175436,85.51029656464299,67.33917597628,71.45299968271213,64.94357666360514,106.69911547005177
522,522,522,522,522,522,522,522,522,522,522,522,71.52,86.29413495,98.33979973,88.05028304,86.93995520549394,83.24784362677961,75.51599029,88.89247819,85.51029656464299,89.75173191630816,73.61442704514788,77.39826019223268,106.93234135210513
523,523,523,523,523,523,523,523,523,523,523,523,97.38,87.72982741,98.34067128,88.09685522,86.93811526174446,83.24551203814158,70.39533744,87.33505147,85.51029656464299,88.88721162565571,74.99845210134542,72.21986142050687,73.27884340286255
524,524,524,524,524,524,524,524,524,524,524,524,62.66,80.23674216,98.34102139,88.13970282,86.92791735488997,83.24673370119793,66.86091724,86.04417822,85.51029656464299,77.49045105799675,75.42519241542317,68.62842530646621,64.84414184093475
525,525,525,525,525,525,525,525,525,525,525,525,60.47,71.47473635,98.33968799,88.10384254,86.92606251281053,83.24802240673907,62.51738363,82.52203424,85.51029656464299,66.26259285704226,74.91160973603535,64.22875479234463,77.41569970548153
526,526,526,526,526,526,526,526,526,526,526,526,53.56,68.28555514,98.33877919,88.05846223,86.92617425028519,83.24455854502445,60.9243499,78.96257739,85.51029656464299,60.66129009120222,74.0740181767773,62.61940739390148,72.47661657631397
527,527,527,527,527,527,527,527,527,527,527,527,55.99,75.17101201,98.3391889,88.06817594,86.92957106951502,83.24379873019672,68.65057167,75.65173642,85.51029656464299,69.49624557720378,74.3861083926832,70.45320255606457,64.54350025951862
528,528,528,528,528,528,528,528,528,528,528,528,81.03,78.86740686,98.33924849,88.03840907,86.93141101326452,83.24241318551086,63.53696574,73.01730943,85.51029656464299,69.61625907415959,74.17704012841895,65.28231254263629,63.66064564883708
529,529,529,529,529,529,529,529,529,529,529,529,53.8,76.91744639,98.33937513,88.01552524,86.93261777799091,83.2466443112182,62.53627471,71.1263538,85.51029656464299,68.10595577325999,73.81837773307244,64.26571009979902,68.49686114490032
530,530,530,530,530,530,530,530,530,530,530,530,59.09,72.19633696,98.33845888,87.98683105,86.93141846242949,83.2505178770066,59.62286159,69.71826049,85.51029656464299,65.32143555709919,73.12581396676532,61.32042945425439,76.82966524362564
531,531,531,531,531,531,531,531,531,531,531,531,52.31,65.92218837,98.3373266,87.91233196,86.9318505139982,83.25226843077637,52.54927607,68.03748305,85.51029656464299,58.2585619276437,71.60400170597518,54.169771140119146,73.90399570763111
532,532,532,532,532,532,532,532,532,532,532,532,36.57,60.70194763,98.33584422,87.82925887,86.93152275073919,83.25080839444074,47.36884367,66.63087957,85.51029656464299,53.36199486368435,69.62122021803474,48.94215201080315,57.83650836348533
533,533,533,533,533,533,533,533,533,533,533,533,33.08,67.84269483,98.33656679,87.85031766,86.9352249857331,83.24759780433534,59.92977837,65.10491813,85.51029656464299,69.49189526485681,69.7482582775645,61.73137008941442,56.6354380249977
534,534,534,534,534,534,534,534,534,534,534,534,78.32,80.02834432,98.33810877,87.9047636,86.93770555767068,83.24726259191135,66.13711167,63.8316696,85.51029656464299,81.40144890041596,71.12419354059627,68.01535157963617,69.86815556883812
535,535,535,535,535,535,535,535,535,535,535,535,75.86,88.12098307,98.34029882,87.98323311,86.93762361685593,83.24543009732683,71.78181327,62.96876578,85.51029656464299,85.47670083059353,73.22578176076611,73.71350838851632,76.56613451242447
536,536,536,536,536,536,536,536,536,536,536,536,82.07,91.94946651,98.34212387,88.0822921,86.9388005849224,83.24522896987243,79.59753676,62.12769174,85.51029656464299,89.3899185241761,75.99433096721471,81.60206236243052,76.3696565926075
537,537,537,537,537,537,537,537,537,537,537,537,95.4,91.81013733,98.3431891,88.16173745,86.93935182313075,83.24591429305038,81.81393151,61.74457001,85.51029656464299,87.55340139057287,78.45680143389443,83.81164112728213,76.10256363451481
538,538,538,538,538,538,538,538,538,538,538,538,88.98,84.54968205,98.34316675,88.1666539,86.9369606411729,83.24721789692148,73.90192012,61.96587353,85.51029656464299,73.54053132856905,79.12342720774917,75.76672918048594,70.62476219236851
539,539,539,539,539,539,539,539,539,539,539,539,62.26,78.2858431,98.34246653,88.16266114,86.93649879294429,83.24668900620806,73.22831448,62.39142942,85.51029656464299,67.64732558391269,79.08440103243099,75.0488754990795,73.88928763568401
540,540,540,540,540,540,540,540,540,540,540,540,72.88,75.02682597,98.34115548,88.13085321,86.93625297050002,83.24452129919955,68.86116702,63.0395701,85.51029656464299,64.97758210172836,78.23810884847897,70.61394063795348,81.72461675107479
541,541,541,541,541,541,541,541,541,541,541,541,61.34,74.16763928,98.34038821,88.09401709,86.93553785066217,83.24307616119388,65.98537218,63.85470242,85.51029656464299,64.51400566683586,77.02487824689024,67.69492574812023,90.53674402832984
542,542,542,542,542,542,542,542,542,542,542,542,60.08,70.5607387,98.33886113,88.01455685,86.93518029074323,83.23980597776867,57.97842863,64.47465173,85.51029656464299,59.448268066232856,74.97074865679335,59.59738917533903,97.78634972870348
543,543,543,543,543,543,543,543,543,543,543,543,41.63,64.49201573,98.33714038,87.9208687,86.9337202544076,83.2408637591955,51.16097146,65.03448627,85.51029656464299,54.76741392169787,72.38208188622635,52.71212226186445,97.21860037744044
544,544,544,544,544,544,544,544,544,544,544,544,34.93,60.38103016,98.33544942,87.83181393,86.93337759281863,83.2387928913317,47.60764155,65.10251205,85.51029656464299,51.82616327440617,69.90047451471891,49.14362585137263,98.96675767004488
545,545,545,545,545,545,545,545,545,545,545,545,35.87,61.37037611,98.33465235,87.77114048,86.93393628019196,83.23821185646344,48.02071265,64.70693904,85.51029656464299,53.983702172723554,68.18200429851737,49.5982558391269,101.23302271962164
546,546,546,546,546,546,546,546,546,546,546,546,43.07,74.60238745,98.33679026,87.82798506,86.94052134203226,83.23697529507714,64.41122209,63.79981697,85.51029656464299,76.97041740173825,69.37724516668496,66.5441340473746,95.46936182677744
547,547,547,547,547,547,547,547,547,547,547,547,91.49,89.41582672,98.3395837,87.93652684,86.94254006574121,83.23296019515415,73.59201251,63.55897802,85.51029656464299,93.02473112588191,72.12609878093251,75.69837564265052,88.30364249646662
548,548,548,548,548,548,548,548,548,548,548,548,90.19,98.35069786,98.34277194,88.07688401,86.94324028724911,83.23485973222347,83.2976115,63.50273683,85.51029656464299,100.82459534157157,75.84457295450295,85.42759593506051,78.83844275772572
549,549,549,549,549,549,549,549,549,549,549,549,103.25,95.02887682,98.34357645,88.16014333,86.94036490956772,83.23658048933332,80.71774964,63.72775375,85.51029656464299,90.7309246526274,78.45338226716966,82.73773970743638,76.66410686075687
550,550,550,550,550,550,550,550,550,550,550,550,79.85,87.29771625,98.34423943,88.21712944,86.93684890369825,83.23889717964138,80.57818953,64.06350252,85.51029656464299,80.27839044088232,80.08521869468049,82.5304517936018,78.94016988575459
551,551,551,551,551,551,551,551,551,551,551,551,83.28,83.9523484,98.34394146,88.25100824,86.93734799775174,83.2398283252636,81.66992426,64.19323717,85.51029656464299,75.51889546167772,81.12822842736372,83.59135442056146,84.30032156407833
552,552,552,552,552,552,552,552,552,552,552,552,86.5,81.84836155,98.34327849,88.2420171,86.93521753656813,83.237690414915,75.911094,64.92415669,85.51029656464299,68.24706530543264,80.92492581679221,77.73350986205426,87.08005088567732
553,553,553,553,553,553,553,553,553,553,553,553,67.98,76.98641821,98.34196743,88.18128406,86.93445027257542,83.23950056200458,68.3341088,65.61073133,85.51029656464299,60.9878540346598,79.45306020717757,70.04507770526611,92.7199151366949
554,554,554,554,554,554,554,554,554,554,554,554,55.27,74.06880376,98.34061914,88.1336392,86.93566448646679,83.24020078351248,67.43495734,66.38650972,85.51029656464299,63.98899596837224,77.93428720569833,69.12776518241667,94.83903281390666
555,555,555,555,555,555,555,555,555,555,555,555,64.95,74.21772747,98.33971034,88.09821842,86.93564213897186,83.23798093234913,65.80161618,67.30532697,85.51029656464299,68.16825313996853,76.56297042495275,67.48292996201974,94.23061779141425
556,556,556,556,556,556,556,556,556,556,556,556,61.83,75.21740541,98.33939002,88.07354678,86.93296043957989,83.2407594708858,64.21504833,68.11800107,85.51029656464299,71.96813178841532,75.39675895270327,65.88907682673022,92.04160344600676
557,557,557,557,557,557,557,557,557,557,557,557,59.99,75.69272173,98.3391144,88.04292327,86.9337872968924,83.2388897304764,63.81012662,68.03577719,85.51029656464299,76.2727509574214,74.56248972102529,65.49474782947046,89.85673639178275
558,558,558,558,558,558,558,558,558,558,558,558,61.49,76.93799119,98.33921869,88.03789508,86.93412995848138,83.24172041316794,65.9298908,67.93340332,85.51029656464299,79.99755692122287,74.33490283262645,67.65745644828237,94.36201286315917
559,559,559,559,559,559,559,559,559,559,559,559,68.38,80.290324,98.33989657,88.06146424,86.93442792508048,83.2443723159,70.11687276,67.68639645,85.51029656464299,84.0852862027381,74.8844649788566,71.9096036991855,99.96368500590324
560,560,560,560,560,560,560,560,560,560,560,560,77.14,84.03212151,98.34082026,88.09258685,86.93586561392118,83.24453619752951,73.3770743,67.22898793,85.51029656464299,86.19402562128654,75.9168224056217,75.21480564895786,102.17895318567751
561,561,561,561,561,561,561,561,561,561,561,561,79.81,69.56012217,98.33861531,87.94130176,86.93379474605739,83.24418608677556,48.01509226,66.84505052,85.51029656464299,56.3915330142918,73.42013047503441,49.567032664122856,105.37344865500926
562,562,562,562,562,562,562,562,562,562,562,562,0.89,58.04683431,98.33770651,87.86070179,86.93406291599658,83.24486396078852,50.77384953,66.76395891,85.51029656464299,46.82555372320323,71.21760606941668,52.35659596497356,110.8263589441776
563,563,563,563,563,563,563,563,563,563,563,563,50.02,60.07112255,98.33596341,87.81524699,86.93685635286322,83.24307616119388,53.2100468,66.35538711,85.51029656464299,49.11349025445533,69.90052665887376,54.85572377250856,115.42850428819656
564,564,564,564,564,564,564,564,564,564,564,564,52.95,69.81644793,98.33670087,87.80690392,86.9390687548616,83.24395516266125,56.41560499,66.02106113,85.51029656464299,54.50734122483128,69.58436174972505,58.12739703071628,119.3124054521322
565,565,565,565,565,565,565,565,565,565,565,565,58.46,74.28421871,98.33690945,87.78670179,86.94105768191065,83.23991771524334,54.4710042,65.61161033,85.51029656464299,55.60992937900618,69.36763574386372,56.17281435679894,123.48120330274104
566,566,566,566,566,566,566,566,566,566,566,566,47.7,69.7150648,98.33645505,87.75106498,86.94131095351989,83.23603670028994,50.1949414,65.35068843,85.51029656464299,51.522796030689165,68.71280944733364,51.85323726451764,137.82914966344833
567,567,567,567,567,567,567,567,567,567,567,567,38.45,62.65634408,98.33545686,87.7125379,86.9409086986111,83.23725091418132,47.1290476,65.03470975,85.51029656464299,49.94343152128128,67.74610896068202,48.7618524216828,145.89274272322655
568,568,568,568,568,568,568,568,568,568,568,568,36.52,58.87446634,98.33446613,87.67647649,86.93974662887457,83.2341446123856,44.63985326,64.5417836,85.51029656464299,47.80370357642558,66.63576622576534,46.2591825362009,153.556270301342
569,569,569,569,569,569,569,569,569,569,569,569,34.36,63.24943542,98.33476409,87.69772151,86.93769065934072,83.23769786407998,50.4153175,63.79991381,85.51029656464299,55.87962639702396,66.56495446348728,52.1321973191852,163.8381605446339
570,570,570,570,570,570,570,570,570,570,570,570,55.27,75.3913881,98.33651465,87.77820229,86.93978387469946,83.23585792033049,62.0289754,62.25715078,85.51029656464299,72.52702773836252,68.30544441136291,63.95331446812904,165.37301376461983
571,571,571,571,571,571,571,571,571,571,571,571,79.93,86.90490688,98.33900267,87.89092306,86.9400371463087,83.23290060183433,70.49972259,60.91718753,85.51029656464299,83.6791130331638,71.13072645828171,72.5092912765506,164.6752172112465
572,572,572,572,572,572,572,572,572,572,572,572,85.36,87.32255177,98.3404776,87.94780488,86.94004459547368,83.2358504711655,68.51726142,59.59858849,85.51029656464299,77.54918027468098,73.21156875398864,70.45855850568354,174.398422896862
573,573,573,573,573,573,573,573,573,573,573,573,65.69,79.43421382,98.34060424,87.97285642,86.93777260015548,83.23506085967787,65.71936995,58.94216062,85.51029656464299,67.26836421400193,74.20556298111858,67.58252529777164,108.94071154296395
574,574,574,574,574,574,574,574,574,574,574,574,60.52,77.11816414,98.34068618,88.02690756,86.937601269361,83.23875564550681,71.76784609,58.43949842,85.51029656464299,69.19536635458932,75.44402390448681,73.67735014171454,79.51153330504894
575,575,575,575,575,575,575,575,575,575,575,575,82.42,77.13325615,98.34039566,88.02941793,86.93766831184578,83.23858431471233,67.48441235,58.0900134,85.51029656464299,67.24918261418435,75.76684091796061,69.31797216095737,74.08776514232159
576,576,576,576,576,576,576,576,576,576,576,576,60.19,73.36793418,98.33974013,87.98589246,86.93675206455353,83.2374520416357,60.38762639,58.2045741,85.51029656464299,59.68991897810958,74.84359885978891,62.112886522912525,72.2350072413683
577,577,577,577,577,577,577,577,577,577,577,577,46.43,72.24315496,98.33904736,87.98038008,86.93649879294429,83.24195133728225,63.52448094,58.57867117,85.51029656464299,63.070692706580765,74.27702282074969,65.28036086141212,74.10447280108929
578,578,578,578,578,578,578,578,578,578,578,578,66.99,71.39209531,98.33824285,87.94346202,86.93647644544936,83.24312085618375,59.02553168,58.79574729,85.51029656464299,62.12397088039935,73.30061607213213,60.72763235449366,75.06203790009022
579,579,579,579,579,579,579,579,579,579,579,579,48.99,68.17962057,98.33752773,87.88234162,86.93624552133505,83.24439466339493,53.60167175,59.02003792,93.8111245742482,57.95744433174996,71.79278589400514,55.24024966865765,81.74895246326923
580,580,580,580,580,580,580,580,580,580,580,580,40.57,68.53681548,98.33711058,87.86515639,86.93721391278216,83.24586214889554,57.28311612,59.2139881,99.52298039752236,63.596335584067496,71.06823541328374,58.98177900783408,88.19134718179701
581,581,581,581,581,581,581,581,581,581,581,581,60.12,71.75042994,98.33718507,87.86269072,86.93745228606144,83.24663686205322,58.62831985,59.32179987,98.87021007052611,67.79805943723653,70.88752612008962,60.35851505610094,94.22374513745308
582,582,582,582,582,582,582,582,582,582,582,582,58.2,81.76424558,98.33933043,87.94628525,86.93930712814088,83.246376141279,71.80604541,59.35383128,100.18908472982868,80.55765963589646,72.66975373933533,73.71858871903112,101.99839790165424
583,583,583,583,583,583,583,583,583,583,583,583,94.31,89.54964352,98.34090965,88.02101527,86.9405362403622,83.24510233406781,75.31981653,59.37109472,97.3801982950258,87.87332812803531,74.88790649307629,77.26637272630244,112.227225035429
584,584,584,584,584,584,584,584,584,584,584,584,83.05,95.0513435,98.34352431,88.1255643,86.94558677421709,83.24467773166408,84.85456147,59.63336119,93.37703938350244,96.16261738109009,77.9207669712638,86.89255616874081,107.5115401893854
585,585,585,585,585,585,585,585,585,585,585,585,104.72,94.15310829,98.34394891,88.22090617,86.93996265465893,83.24586959806052,83.8176675,61.08716258,92.79749434823704,91.81692351639695,80.16582610890423,85.80701915319987,106.28092780709264
586,586,586,586,586,586,586,586,586,586,586,586,86.12,87.8013543,98.34433627,88.24880329,86.93730330276188,83.24575041142087,80.02817299,61.99029934,91.18281334766988,79.46900886939484,81.11736754482622,81.927650465276,115.77621762454508
587,587,587,587,587,587,587,587,587,587,587,587,76.54,79.38888565,98.34312206,88.22171812,86.934927019134,83.24350076359761,73.43520014,62.93078994,86.25721688779241,67.50833906375868,80.59318470367512,75.22468324171831,127.24355921149252
588,588,588,588,588,588,588,588,588,588,588,588,63.429996,71.47901217,98.34120762,88.14160236,86.93433108593578,83.24125111577435,65.02880256,63.7920177,81.62067037654481,57.02828018742099,78.7023780557144,66.7025032948006,138.10661825537682
589,589,589,589,589,589,589,589,589,589,589,589,49.71,65.99718656,98.33905481,88.04026392,86.93463650169987,83.2381224664837,57.98762835,64.70743813,82.37101731558398,50.94027132943269,76.03145760546359,59.5784198767233,146.45795926451683
590,590,590,590,590,590,590,590,590,590,590,590,42.99,62.01131343,98.33686476,87.92434746,86.93504620577365,83.23886738298147,50.4942414,65.53685051,83.68472970355698,49.16345180396079,72.88202514454,52.01400141848397,157.69080856442451
591,591,591,591,591,591,591,591,591,591,591,591,32.86,59.32553562,98.33506206,87.8137646,86.93586561392118,83.23609629360976,45.30436719,66.10168344,84.24367034849405,49.35955107199886,69.79155282441492,46.7943566202766,154.6256641447544
