,Actual,Gru_predicted,cNN_1Fea_predicted,gRU_biLSTM_1fea_predicted,cNN_biLSTM_1fea-Copy1_predicted,biLSTM_predicted,cNN_LSTM_1fea_predicted,sEQ2SEQ_predicted,vANILLA_LSTM_predicted,sTACKED_LSTM_predicted
815,322.0,226.0121099216313,284.1409643137428,60.99794919056711,204.65651967557525,262.7796148665509,300.5373649536384,307.7851396080213,322.69933334622584,134.6597964866707
816,242.25,204.41564558744585,247.50335635069112,60.98501910911083,174.30738568240372,209.96585071328948,285.8931112717956,252.5329161957298,259.99002431327176,152.26740661856215
817,179.75,178.06508444848504,205.8399455214667,60.96785961432044,143.9134379053942,164.4805912662698,264.3264328059844,202.23797015484664,204.5629776508772,170.81140436325
818,131.75,151.66903461930315,163.2680094646283,60.95059325935273,117.33065272844746,129.5357497479976,239.8480732221907,162.09822797611525,161.65907764106993,189.15261523669488
819,104.25,129.20524809219214,126.06539237452232,60.93266887066149,97.88451886990572,109.7014772285334,216.57736862344188,137.64675216324852,137.07140572009305,206.55782094429375
820,104.25,112.56231539898874,101.9756438861193,60.92110547463099,85.98360215722006,102.84270736493129,197.31360571805425,125.51625479591068,126.26581707342446,222.79098422699624
821,112.5,101.36784569437629,89.48799730928314,60.91328780902671,79.56099616791802,100.37990648235058,182.2650718642931,119.2870826002258,121.50169790886014,236.8122318265968
822,116.25,93.6129857532689,83.90012115882261,60.90678621086949,75.63903081240933,95.20120357508588,169.74677328922436,112.23726923644668,115.0364097150467,248.2685877047326
823,107.25,87.99003696776646,81.62126038673674,60.90210123572678,72.83613897916324,90.91606547060968,158.57063854135288,106.45140929850292,109.65808074809988,257.33903703420253
824,103.25,83.54703826028248,82.60651684588962,60.89939598597452,71.3651973898501,87.0026545535068,148.51033776510508,100.6701612208437,104.21004520021827,264.0530282301894
825,97.5,79.82124569346236,88.20979773454447,60.897303776186895,71.55382247548764,83.80853636263555,139.4305747275483,95.36964895986864,99.34488130166372,268.35434159098065
826,93.25,76.47898555150002,98.09859917462596,60.89733189728619,73.51502168570656,81.64817790298282,131.15059825084785,90.03577382668887,94.315163978469,270.2785446829658
827,87.75,72.86736464782146,110.8995485429382,60.90067830810241,77.00193113822742,78.78314406451253,123.026851353396,82.01180058953908,86.36494676055261,269.9006421021871
828,75.25,69.42846353601864,124.5310152094174,60.90662873271344,83.33313230637788,80.17514410388206,115.18784745897528,76.66596836493866,81.44341693056927,267.1976420378601
829,74.33,67.30619791747222,137.26550879587342,60.92071740346071,95.0121173034199,90.98413540356546,109.054511969691,77.91499511126771,83.23991648643165,262.5934306923322
830,85.75,68.37122268688799,149.97039648899067,60.94827045655088,113.37301294637192,116.97649560391424,106.71060709493358,90.93618892926584,97.1221896133116,256.1260277918517
831,118.0,80.8262544127607,173.9468619409899,61.00018200585121,141.19344144865272,194.33616622147807,116.17215342497194,149.51133641564385,161.8190304538653,247.99093121872409
832,265.0,103.16978949506236,204.51996361739407,61.06858376777869,178.13826679729283,275.64996710792553,139.89594517557717,209.4157795141812,229.3188137456439,237.2734628488093
833,338.0,125.23484133103622,226.8920753608003,61.10376326299792,200.12306101587603,302.99555397593457,165.699337212877,234.76713050451843,256.8689197446125,219.58367161633527
834,304.5,132.86917986478102,219.76681871183,61.15352636031204,185.5435308561728,276.510900187091,176.30387124801922,196.8984033111693,209.4996928744804,205.2552966186641
835,149.75,129.12178466948174,193.9046310801222,61.10953933679331,153.9832886069629,226.3611490060927,171.35272427625736,166.2980354168878,173.31592570874616,182.3080296555776
836,127.0,121.98507710887812,171.44827977166503,61.04702050883855,130.1510618974725,192.13464409667603,164.01749300306406,155.3588940454429,161.63782933844192,164.29545319694498
837,149.0,113.604314612301,154.01923862030284,61.00226859141897,113.68944280408972,161.88677980628913,157.97036555578146,140.83570732028903,145.693784701821,154.06983410215614
838,126.25,104.01223013933082,136.429817215436,60.9712004009168,98.53735581428114,131.25878574405925,150.01476033523997,121.57669125646258,124.286305403344,149.20562632097764
839,96.0,94.67629513562764,117.13275892848198,60.94641446399735,85.98388336821301,110.40231126518717,140.50228107015678,107.64754588127614,109.71301812768446,147.90706144612884
840,90.25,86.84934956858498,103.55186524697665,60.92816949477413,78.34242457212649,98.46602945802688,131.74377347095697,98.94603412612938,101.55922664774482,149.06089264712125
841,90.75,80.49610708280636,94.64075006611752,60.918096517006326,73.7947422604034,90.69438684485968,124.09681418784815,91.03072081665913,94.33006816109584,151.613681047449
842,84.5,75.20327750615895,88.23794695493972,60.91518879533912,69.74555705167981,85.83927905141337,116.89488817375737,83.52516566925009,87.33263315686538,154.39269806739284
843,77.5,71.2530954396167,83.51205561275832,60.91405270292756,66.19423340911165,84.8737298586471,110.4879568852029,80.17374929735699,84.62388513984227,156.23777963439892
844,80.75,68.73109401879816,80.36473655533538,60.91192674782079,64.1279512750436,85.00037041721649,105.5364049696112,79.55003456341247,84.56643373398065,156.85977335706653
