,Actual,Gru_predicted,cNN_1Fea_predicted,biLSTM_predicted,cNN_LSTM_1fea_predicted,vANILLA_LSTM_predicted,cNN_biLSTM_1fea-Copy1_predicted,gRU_biLSTM_1fea_predicted,sEQ2SEQ_predicted,sTACKED_LSTM_predicted
26,21.65,44.17451862769657,12.59756785509827,23.479415525732595,51.21773389196964,19.178370036826205,56.6314401404811,60.94989810545732,24.04422864403765,49.93197833201135
27,16.85,44.15762578803956,13.313879200190629,24.963819332581505,51.21760351724241,20.22131384229221,56.63142524051227,60.95049410421039,24.94331697547628,49.29417771640983
28,23.5,44.29833364365235,15.033697858257527,29.59331787180253,51.21723846800616,23.76329904429505,56.63122781592532,60.95345174802244,28.19833809036179,48.68161764800034
29,33.35,44.474678499705846,17.0841011934293,32.23889114926719,51.2172570929672,25.58658029214881,56.63134329068372,60.95617844231768,29.914754899296,47.9928665889967
30,31.599998,44.57562951349739,18.301646558596108,32.19136769869516,51.21749176747621,25.49058351799206,56.63163011508363,60.95711714035375,29.80254882155216,47.17045535963519
31,27.27,44.57471689040677,18.21865000724045,30.799824222565025,51.21767429209433,24.226639649899624,56.63237511352496,60.95710224038492,28.585485842876103,46.37059523309255
32,23.17,44.50798738001742,17.193729576566167,29.9012443525626,51.21774134195405,22.913246510264333,56.632121814054905,60.957076165439474,27.32112291316042,45.696803742790685
33,21.43,44.40794898931649,15.88053572401393,28.00087625348898,51.217763691907294,21.53888269819112,56.632300613680826,60.95557499358021,26.06740601117125,44.881723298091806
34,19.67,44.275026367415535,14.367854570076531,26.29657311921069,51.21783074176701,19.693895920749394,56.63188713954589,60.95437182109748,24.558640755291066,44.24565852885856
35,16.52,44.11969791739178,12.62350031959269,23.854652615666247,51.21788661665011,17.79696971447469,56.63207338915622,60.9521927006566,23.12765333668505,43.51472565810717
36,14.22,43.98045025872399,10.821806332824329,22.982272478349064,51.217856816712455,16.623975256099033,56.63214788900036,60.9512353776595,22.31030437173234,42.96230931386575
37,14.5,43.85646389312672,9.180050473935417,21.56254012369535,51.21784191674363,15.456445361290486,56.63215906397697,60.94950325628342,21.53828483694196,42.29957360043312
38,13.25,43.72839866106319,7.93887655195398,19.52324844027592,51.21789034164232,14.027222657742362,56.63215161399256,60.94714161122442,20.654020111989563,41.61205178885766
39,11.05,43.70573580847813,7.647421055483526,20.24009711549408,51.21766684210992,15.457806845942006,56.63190203951472,60.94574846413915,21.673265517037063,40.96878288469682
40,19.15,43.77001799898773,8.412455298638445,21.10442009466835,51.217502942452825,16.966385852211864,56.63147366541096,60.94518599031595,22.82628656720084,40.44240423597965
41,21.22,43.79865573907221,9.018294549859135,20.0593102062342,51.21766311711771,16.48034141910795,56.63162639009143,60.94441119193697,22.50457016529188,40.02668765573669
42,16.32,43.75002224082261,8.861870952126633,18.31817807400908,51.21786054170467,15.0062418719506,56.63188341455368,60.943390544072365,21.47232267494717,39.702248284524686
43,12.38,43.77993392824175,9.023234820773164,20.00537976906678,51.21762586719564,16.8650902766412,56.631615215114806,60.94352836878401,22.832306154606734,39.40370505913309
44,21.85,43.8678251193569,9.84236991948895,21.259329483068864,51.21748059249959,18.242782369251028,56.63132094073048,60.944169067443546,23.871809929769928,39.1612825663264
45,22.43,43.96471589164324,10.644953015334629,22.25431773886687,51.217514117429445,19.28878625581477,56.63119429099546,60.94495876579135,24.673588427298977,38.972164711996406
46,22.9,44.03814666301229,11.19404294153555,22.430321758133463,51.21757371730475,19.636283328785737,56.63144759046551,60.94548771468469,24.9252004758794,38.80670800816286
47,21.73,44.04975746372032,11.27215323436417,22.031261480542387,51.21769664204757,18.931488728348192,56.63164501505246,60.94602411356244,24.33301611484012,38.74156534445352
48,18.55,44.034023096639565,11.177265576636945,21.709384903968537,51.217722716993016,18.608656691273342,56.63130231576945,60.94594961371831,24.04995395705922,38.61332131276408
49,18.93,44.02719891091704,11.157262368487403,21.898236421355755,51.21766684210992,18.73360410485993,56.63117566603443,60.94629976298573,24.12539622421985,38.51288062290484
50,20.03,43.97463182089725,10.695618496832942,21.325749819105067,51.21777486688392,17.392521235656744,56.63171206491218,60.9470708363725,23.102653051490336,38.50659283606007
51,15.3,43.99752934799133,10.335630593745131,23.504047036698857,51.21759234226579,19.04324780702725,56.63175676481866,60.94811755918256,24.352222174657435,38.38776558466896
52,23.7,44.04831961672857,10.319946514059168,23.46126736370196,51.21752901739828,19.544123296601807,56.63145504044992,60.94766683512556,24.74571545139572,38.11771854965799
53,21.85,44.06103674012196,10.038362246936252,22.331942851460585,51.21765939212551,19.11749248919345,56.6316077651304,60.94664618726095,24.4019619955924,37.92376565544381
