,Actual,Gru_predicted,cNN_1Fea_predicted,cNN_biLSTM_1fea-Copy1_predicted,gRU_biLSTM_1fea_predicted,cNN_LSTM_1fea_predicted,vANILLA_LSTM_predicted,biLSTM_predicted,sEQ2SEQ_predicted,sTACKED_LSTM_predicted
34,20.0,53.186790263855386,24.733498262057832,76.8174844318901,51.22762410924732,48.776441483166266,40.07266570063373,32.687308436585745,51.359234480038886,31.006847675559676
35,37.0,56.00780698295074,25.08620422425416,78.31965342039858,50.85211487843576,50.8336220732412,42.499918834890906,34.81175793537973,54.43885332501812,31.05131331566349
36,37.75,57.472319029320325,24.36964195640012,79.69729954052295,51.27147344479397,52.181832313801735,43.82102634885406,36.12251300017425,55.07452745398352,31.314530388767118
37,38.0,56.37997422893147,21.54991103937196,80.21131221511963,51.32525335436595,52.07012711281492,42.29877610352449,33.19868347441694,50.15497904381082,31.477572291974283
38,32.0,55.54895356622064,22.46392371396865,80.25954538367711,51.40706044737107,51.73069737795427,42.294109797591645,33.04798600475068,50.92879710556967,31.65396746058677
39,34.0,56.055240422975686,23.615118262608107,80.59118326806497,51.93118711996845,52.17289589772279,43.308745196584645,34.933481753900054,53.36712537945835,31.940182231719508
40,36.75,58.39108605335804,27.01849142951476,82.0790818712914,52.35164623017874,53.8870736538973,46.46772792721737,38.82518457037519,59.76794711886791,32.083300622724394
41,44.0,58.820995166778246,24.62045406605097,83.5388579106175,52.90578840210204,54.6893407742326,45.796513568788576,37.134448398250136,55.673923989104615,32.31102515659822
42,37.75,56.62403817052927,20.56857076038409,83.54496226051707,53.19096499353431,53.2623169199446,42.45672615717601,32.55737089244935,48.08086108385227,32.54248787108963
43,29.5,55.43394673367756,22.01830983977916,83.71306666544385,53.39293680126929,52.13314425378541,42.08560075937526,32.90229234113191,49.69478296358117,32.74230628135403
44,33.0,54.22328980070985,21.54620954354944,84.6103474050093,53.60302328567367,51.006180012289406,40.04120482038207,31.01757247539826,45.95656199271807,32.97533176811541
45,28.0,52.51491191063584,20.813085924961253,84.16317442702936,53.898596348028654,48.9726391041573,37.06304144464723,28.97966791089264,41.06112282986509,33.23250685547108
46,22.75,51.77003815218687,21.2878898905876,81.88418289204581,53.94114337335033,47.48938479598668,36.26836807689133,30.309145060850906,41.90170355017104,33.25601814063116
47,24.75,51.2379472105799,20.17305364234159,79.2874643469648,53.04782459165237,46.54341232792538,35.35633638122839,29.67530333739923,41.12179214395113,32.82339068389629
48,23.5,50.69236360134633,19.418029201096875,77.6397961242514,51.58309610499188,45.673868961912014,34.575364784430974,27.79631180241569,40.42773783211204,32.2106078670543
49,22.75,50.40801608628264,19.458697964911,77.15194704549832,50.69828452727056,45.09799838586902,34.32444812311417,27.15545411190697,40.71536863633445,31.87746957454809
50,23.25,49.52960967378046,18.32441510679861,76.77215669910214,50.22988572686336,44.15774507735906,32.782531159147815,25.29389519154049,38.07056366187624,31.718881205462367
51,19.5,49.597432522905066,19.88670680594661,76.83786650403074,50.07160551005622,43.72455634325963,33.26339912139916,26.76667415647899,40.12428487577611,31.580744609627924
52,23.0,49.07961196658015,19.108343498078632,76.33494731146308,49.647852105248674,43.13894962260517,32.00054706200648,25.10606537230481,37.66546814384108,31.30432467877876
53,19.0,47.90228316993314,17.27184762970368,73.84692581417318,49.62215807478196,41.839647550831366,30.14914616139476,24.01767886130396,35.08442134321377,31.14157625393215
54,15.75,47.20038198042866,16.551196841439143,72.17778231242606,48.37510982510524,40.81239258233444,29.46489402679824,22.378393114263964,35.16877069251722,30.50292698808661
55,16.5,47.88024661353486,18.098293698469327,73.6428556361602,47.52446646551171,40.93271137320359,30.717422984858352,23.043646193493952,38.26248016728267,30.05061813879692
