,Actual,Gru_predicted,cNN_1Fea_predicted,biLSTM_predicted,cNN_biLSTM_1fea-Copy1_predicted,cNN_LSTM_1fea_predicted,gRU_biLSTM_1fea_predicted,sEQ2SEQ_predicted,vANILLA_LSTM_predicted,sTACKED_LSTM_predicted
74,28.22,39.919600128108414,30.35222229736957,30.63891809037096,37.17855374480814,32.94209835028253,26.361591414485563,31.52220875251121,30.681136776610742,39.58180612932027
75,26.32,40.0124618157836,31.83252257039103,32.818853289502634,36.88268305521401,33.28259120509156,26.09496305242209,33.70975496839744,32.671403496013674,39.25794340681385
76,33.22,40.77816408988339,33.80381839556019,34.58992191712221,37.42024500093949,34.45662999052543,26.10194487560656,35.48357100716871,34.403943627335074,39.01229490752144
77,34.77,41.15874325143744,33.23966644632458,33.012292884390995,37.67770048954067,34.64792911339722,25.91733017574302,34.18992474950484,33.32236190348631,38.77075740930432
78,29.31,41.55762769730706,33.77502924925043,33.636608686961786,37.53160619345351,34.73689829808576,25.813351386242665,35.03490945969646,34.146973690042,38.618116263079536
79,33.08,41.84740067172356,34.21288728011733,33.631935255621265,37.61866554299683,35.04491990916524,25.860534834607822,35.12652489901418,34.30076397436264,38.61579370932243
80,32.23,42.067901659517005,34.413128639580066,33.743164944656,37.84530470857691,35.230873921386966,25.9367906675458,35.30850143677034,34.52362797852219,38.666129194929376
81,32.57,41.964823163067095,33.774561906116375,32.80807809672359,37.84759084598591,35.03329904785791,25.96557576759466,34.433493470694195,33.73720884860991,38.76730999501677
82,30.17,40.97607480306722,31.03135077323413,29.66442268439443,37.066431855244765,33.69931966153407,25.757359227896288,31.44802258202403,30.80480062539388,38.88512901992859
83,23.68,39.49110514496615,28.41753299457068,27.521836496508328,35.66029954453644,31.940256290007405,25.256929818458183,29.625930604444363,28.67120725235998,38.896523290625474
84,22.52,37.9455467761353,26.86560581108185,26.27455229624674,34.37627529529485,30.520589236585632,24.759083946605287,28.52108894980689,27.155281675236733,38.87969893779961
85,21.8,36.94734635067097,27.029198162434867,26.76059522505177,33.69264940043897,29.88805952438605,24.325810329339085,28.83920598183406,27.257368837765927,38.73366938188686
86,24.4,36.5376422031524,27.643685597277425,27.39769721206934,33.60796115978356,29.86079379530548,24.044688260728662,29.27359839023936,27.58995732190509,38.50646373978066
87,25.16,36.69736835221462,28.68065122530264,28.495890860046664,33.90601278400326,30.211746234543284,23.89699973784655,30.167884766377743,28.49183246036308,38.19523344380679
88,27.05,36.71918983725306,28.20732164824817,27.55132159969304,34.10651917355501,30.12864412816101,23.714406145303,29.37568555276855,27.650877826028736,37.84863882755924
89,23.49,36.79560752062708,28.298123789124816,27.93681696824165,34.054686571414734,30.00081667691088,23.626074246706345,29.694093915580584,27.95870926284587,37.50223438557402
90,25.57,37.07967931343424,29.063401205830004,28.92724250338495,34.18511374529369,30.35720931392991,23.7254605300842,30.46041324446775,28.76913283555262,37.17710518340563
91,27.24,37.26539864252372,29.25940006073817,28.634768649817108,34.255826200797465,30.54431246424749,23.686557754652693,30.257252507765028,28.604951753238527,36.77370106410972
92,25.58,36.99960785646673,28.024155509787143,27.145137699158223,33.80909674290539,30.048115443711705,23.51864804291844,29.074168306087245,27.332756747740667,36.39861267859816
93,22.49,36.75867729738475,28.07371006704022,27.15168050303495,33.372124843175776,29.728234241931755,23.216873858669924,29.30271730681254,27.515556699590164,35.988014307420485
94,24.89,36.35541075095947,27.42155194321048,26.2810445218622,33.13059139121956,29.401652432099947,23.088091489847173,28.592262679053366,26.679362491205705,35.754391295525494
