,Actual,Gru_predicted,cNN_1Fea_predicted,cNN_biLSTM_1fea-Copy1_predicted,gRU_biLSTM_1fea_predicted,vANILLA_LSTM_predicted,cNN_LSTM_1fea_predicted,biLSTM_predicted,sEQ2SEQ_predicted,sTACKED_LSTM_predicted
149,72.47,82.96704549020335,63.38308985701395,67.2290203919106,74.80630579425815,77.47084053421052,76.31017984480641,69.61165453051201,77.40646697812743,50.03739071721164
150,79.67999,86.47128253666651,66.11582941112893,70.91160881723525,76.79568023678017,80.5816705285143,79.91882077902291,71.96393331663737,80.19066327537173,51.47795638562639
151,80.22,90.52065287558484,69.9715738609523,74.6294363965439,79.34938636389202,85.65210061683649,83.74763695777321,77.29484685262872,85.46232282651592,53.27002103705394
152,88.5,94.91824668236669,74.95548908963085,79.3939300017834,81.82050572343513,90.55447741120102,88.08930281694171,81.86186646999893,90.02194095849735,55.299905771049566
153,93.52,100.2068984946195,81.03866804444601,85.13834153889611,84.8515192444738,97.42192752541185,93.29425637576536,88.99982024531761,96.6466661377636,57.69252223152627
154,103.78,102.57259510437054,79.8318638511393,86.67702530570959,87.28478072198295,93.8897770272266,95.30473220894066,83.03718698427427,91.015163039306,60.341626684817776
155,84.75,103.6563696014143,77.4868560350176,84.78502376083898,88.72659681199067,93.29952751325496,94.94989876834656,82.23759921290802,89.98067283575527,63.00156391507475
156,88.22001,104.20376796732748,75.75420956521207,83.39468125465545,89.21642526254216,93.20745943448289,94.91131673643385,81.85342086152916,89.77162087017318,65.57254859510779
157,88.80001,100.9201019217272,67.41982967479105,77.78572784660864,88.32533357568146,82.62422788538828,91.09851605849065,68.46861341809992,76.67216216036644,68.03836313577159
158,62.045,101.22200505839216,68.63638884059249,75.89133492306861,87.67361552548921,90.72413057116992,90.61975194445886,79.93909697562829,88.25111663345564,70.26996571273997
159,97.95,101.60246161620806,69.24283068266718,77.67569916677373,87.28533646491317,90.20255741081684,92.43992792577306,78.303958129033,87.2572798672848,72.43580116612603
160,84.95,102.72545809156904,70.60635859246788,78.85409310786011,87.2804442430578,92.50857901834932,93.70900900865342,80.53380927373648,89.82726252597398,74.47512510958786
161,91.52,102.87177004846896,71.08193560499835,79.80754588776874,87.21642434156665,90.5365757525702,93.806011411018,77.02432635082602,87.1401444142211,76.4080074412189
162,83.18,101.63337271161436,69.32285345444424,78.56486259407353,87.69832924518887,86.89469970705743,91.98421872299774,72.99638579611063,82.81186690746229,78.2849618252366
163,76.76,98.61246360748866,66.01524836110765,75.55658401108907,87.87743003497141,80.85653592958958,88.30024936069499,67.04229918770619,75.65227283925498,79.84750885665957
164,66.7,94.30182672859044,62.25547903126271,71.80456140087742,86.93236392110056,74.54574656346215,83.41417435895006,61.0382251867985,68.71997762950511,80.86571410828553
165,59.44,87.79661996070988,55.35600633578517,66.02013637278931,85.57762264384041,64.10109709232904,76.50836114185964,50.95407605007817,56.80527864343993,81.44765273934624
166,42.09,80.5614195929512,48.95392356284898,59.28711710525823,83.29175092770191,55.948264102618246,68.81546436933276,44.523831425170776,48.7150340961576,81.32152435522998
167,36.58,74.36630053943509,45.48719074382784,54.61397584925947,80.79445270800676,51.87299277501299,62.96972237127772,43.0800407636913,45.99816689694343,80.4806853018165
168,38.21,70.29072607932244,46.18621430586767,53.515709934293,78.64296131646343,51.52359887885705,60.01022286094066,45.28128798818362,47.33494757314075,79.02468092639347
169,43.42,66.46577484004136,46.519588491042825,53.29225075426249,76.4098430769581,47.511278068619646,57.27918842717975,41.44661545779751,43.45953319172677,77.04904007052568
170,33.81,63.16852677404057,46.55381299316182,52.523599339344806,75.07738203899108,45.15889402815146,54.27807555985607,40.45371335019113,41.847188225617685,74.79503094905276
171,33.74,60.659448488294366,47.55337559558335,52.341244085281545,74.33416849365182,44.15587066293724,52.17916923799737,41.17644861058676,41.53315978865717,72.22944371172072
172,34.7,58.51000324117592,48.12172378589609,52.50967208469975,73.6056737156158,42.61101057128571,50.52407837817267,40.66915214929697,40.43490229403814,69.34978172551733
