,Actual,Gru_predicted,cNN_1Fea_predicted,gRU_biLSTM_1fea_predicted,biLSTM_predicted,cNN_LSTM_1fea_predicted,vANILLA_LSTM_predicted,sEQ2SEQ_predicted,sTACKED_LSTM_predicted,cNN_biLSTM_1fea-Copy1_predicted
37,137.09,91.32395215357388,119.64177123024434,70.64909552056503,109.59631858416611,115.07112654590289,124.15491799469812,115.41663368735117,80.74577597959055,75.04087241387859
38,107.88,88.84159949513298,110.6397752317677,70.64777221622732,100.74471508442451,111.57432601086528,118.567830084811,107.383275679184,83.64481015362195,75.04218186162636
39,105.35,84.89267921577547,100.67390790991529,70.64669833050824,91.363796777899,107.1475820128797,110.45825390376945,96.00310086531157,87.02028931558405,75.04498782108588
40,90.1,81.04793277946307,95.38651032689428,70.64632420258032,87.85805181406577,102.90312145533817,105.82018998115504,91.64203710356352,90.04273027947443,75.04863903253073
41,92.98,77.07001758569056,90.92072538679912,70.64598471612719,80.06208490446855,98.4872964502123,98.58910081638048,82.68527594289223,92.60342809734296,75.05084915862354
42,78.97,73.53156414134284,87.37160929650526,70.64606092737176,77.64893205610576,94.0257239134539,93.64253377570856,78.29029817730633,95.16170101197493,75.05233181374535
43,78.93,71.03229951490027,86.08510806164493,70.64653205142916,78.49065753930563,90.99392975136514,91.359625944332,78.12412995094334,97.03104506049377,75.05316320914076
44,82.98,70.37266347988553,88.62341363019706,70.64749508442885,84.64554693448929,90.38868083180029,93.59902408334868,84.67872653906119,98.25262124326736,75.05532483716883
45,96.58,69.5808009355255,86.41256006642287,70.6477029332777,79.42504896761909,89.17029166470907,89.71470322621468,78.93839860120973,98.67923793383304,75.05402231771602
46,78.19,67.99348699001524,79.85938377877218,70.64768907668778,74.27797707075369,85.96362733778534,84.76964655384444,72.18149580020832,99.039121287327,75.0529553602919
47,70.1,65.59454407461904,73.24045104363938,70.64761286544321,68.73493233193851,82.0214344328357,79.17082211229207,65.07136080887628,98.94385030330776,75.0542786646296
48,62.29,62.348797235816,65.47280700384586,70.64755051078855,62.29420919981224,77.23536827324806,72.07032437925183,56.01741645477631,98.59967339449211,75.05440337393891
49,50.83,58.87473536484293,59.78949893352972,70.64778607281724,59.088895890406064,72.300967318529,66.17529454319912,50.02260531468424,97.8900219981484,75.05479135845677
50,47.15,55.95616339901935,58.37105524941754,70.64835419300411,58.6282474149882,68.39697010370358,62.577451754439146,47.987487952615226,96.37968833795831,75.05572667827661
51,48.8,53.3451800163183,57.92497351415678,70.64890152830608,56.41298052732336,64.84404345118074,58.02278025413202,44.06136869197688,94.376884543591,75.05491606776609
52,41.75,51.25309821307365,57.72396289243108,70.64967056904685,56.868505528617,61.65769981337988,55.10777636021375,42.60824889158106,91.98171062065398,75.05386989522685
53,42.6,49.892692855856176,59.8209603209511,70.65046039467249,58.34864914351119,59.52677106028461,53.78899619912656,42.91922541093991,88.88152033070267,75.05535255034867
54,45.21,48.93585375186658,62.198079107217744,70.65088302066516,57.59998105409028,57.85919628178978,52.11130957413503,42.1391375038674,85.32041829012495,75.05521398444944
55,42.77,48.18622609359347,64.26717282777926,70.65135414472256,57.70758093899398,56.28720079643998,50.640335557622734,41.38304921054244,81.94003389532992,75.05577517634134
56,41.79,47.91991629185313,65.27046614948749,70.65173520094545,59.57549083045575,55.45448209669042,50.95302336583714,42.83592998476208,78.42617589809647,75.05520012785952
57,46.54,48.31942256423341,64.82080594987899,70.6523241060172,63.2353072176487,55.702075109591554,52.63551129923717,45.79986496184783,75.05260201724886,75.0539876762412
58,51.88,49.32780818273854,64.04427572226933,70.65274673200987,65.82090532760984,56.77695503899223,55.05755315003591,49.35270501068365,71.38696586228801,75.05407081578075
59,56.54,50.66912608733635,64.8406278017646,70.65267744906025,65.87577049541206,58.24443373069631,57.44263254721363,52.37720714232515,67.60918832507603,75.05559504067234
60,59.240005,51.98753212049561,65.46138917374887,70.65233103431217,64.9367925358339,59.63792862465117,59.21731183752239,54.2016489111968,64.54961862848556,75.0557474631615
61,59.79,53.95870824836248,69.51785737579786,70.65238646067186,70.06583700920879,62.08033273434254,64.24216861126224,61.62395208862112,62.41596012717535,75.05712619385889
62,73.18,55.58641415349984,71.31455132334764,70.65199154785904,68.86900869603859,64.26417287606081,65.54137633908245,61.63460780627232,60.6833182665471,75.05638486629798
63,65.74,55.91211329965244,69.09270948376408,70.65142342767217,63.94423114302144,64.21527989851563,63.17836356135796,56.00221923977768,59.55840565508003,75.05576131975143
64,54.18,55.06203922102365,66.03397811086398,70.65069595670118,58.70707062676821,62.708798370324295,60.16060612486173,50.84380225991239,58.592102500172665,75.05565739532699
65,48.94,53.630965255196166,63.33480446159462,70.6503495419531,55.83484895423883,60.92400030522387,57.56229805779324,47.54254938602316,58.104558383713226,75.05609387790959
66,46.85,52.062620981291225,59.77542063816741,70.65028718729845,53.73324767371671,59.199485334585766,55.21183935053946,45.10367524261482,57.68781451346806,75.05530405228394
67,44.77,51.20263944086711,58.750275474149774,70.65064745863646,55.359200720228735,58.46956174718392,55.71481277987876,47.06876832750527,57.187709398242944,75.05652343219721
68,52.16,52.57916694046062,65.33608403107037,70.65123636370821,64.09008560855654,60.95923761339941,62.96921219305218,59.63406263606251,56.5213875585901,75.05768045745583
69,76.82,55.16280434294757,72.51261980131599,70.6517074877656,68.62682321735512,64.94778081164326,68.15768065231413,66.56939674550922,56.28788323349372,75.05671742445614
70,77.86337,57.40536871276177,74.70838353866345,70.6516174199311,67.75251396295008,67.48274001372884,69.84647333412937,66.79455247517667,56.31032398087488,75.05436180416915
71,71.37,59.83223265685389,77.5789632052869,70.6515273520966,72.11254540874883,70.19759239449668,74.85551281047151,73.37876752425606,56.6271756943613,75.05397381965129
72,84.69,61.63817587817763,77.9191771293844,70.6511462958737,71.69019654787961,72.62396442964652,76.32251691397072,73.27493316766409,57.32944152827578,75.05331563162991
73,77.86337,61.61543028581815,71.86251710016865,70.65033568536317,64.57309169181602,72.21160617011216,72.38741858306192,64.70043375321326,58.18868174113898,75.05195768581741
74,60.38,60.89409778416889,66.80833285385563,70.64983684812593,62.91332856589057,71.0367336236758,71.41395157116409,63.18786225375054,59.0714573719873,75.05223481761588
75,65.91,60.1652134410113,65.05971434504555,70.64964978416197,62.874765676133386,70.6606796297411,71.06069166765359,62.95504382985536,60.1111796686045,75.05362047660823
76,66.94,59.71321147770572,65.80051535553737,70.64964978416197,63.39280121871956,70.60561354138498,71.11433745554254,63.352159840473846,61.10870172060958,75.05411238555052
77,67.98,60.16490166773803,70.31090465859636,70.64989920278059,67.49724786337879,71.64477464611028,73.96937695656673,68.36148337690942,62.05267498085517,75.05488142629127
78,77.86337,59.803944428525,70.64544430912017,70.64968442563676,62.25356089327156,71.30016125471205,70.36985752042602,61.45556680787037,63.02373787440127,75.05434794757922
79,58.64,58.20897471708199,66.67023807867771,70.64933108259372,56.4438495455255,68.5774106176878,65.29341959069582,53.47113988287068,63.9242152988769,75.05339877116946
80,49.19,58.07225174430651,70.3748805342733,70.6497883500612,65.21411139826849,68.56694196400058,70.08518080874204,63.51317341538528,64.65591945808393,75.05581674611112
81,77.86337,59.06535354412598,75.84125676104159,70.65024561752867,69.76280724417109,70.84151505653813,73.21909803856722,68.44916094965056,65.24702079933688,75.05699455625462
82,77.86337,60.44127135376286,78.77426036527054,70.65044653808256,72.05326691705596,72.65659669891643,75.32087945475834,70.86396966050921,65.74778410258337,75.05576824804638
83,77.86337,62.49126376511478,81.63473857783971,70.65066131522637,77.86761675827893,75.18342901101188,80.13353641040925,77.78043109448008,66.2613508949192,75.05484678481646
84,89.65,64.84975236622924,83.79381699336464,70.65071674158607,82.17541578836094,78.36703597230284,84.31527511366193,82.74291935697411,66.82072064524726,75.0544795851835
85,92.89,66.97625393884394,85.1702267119438,70.65048117955737,83.01609509902157,81.06458147225618,87.12112372045759,85.06874797563881,67.19364997815423,75.05343341264427
86,92.69,68.60203377798192,85.34858180914452,70.65013476480928,82.87640681600246,83.07014965631326,88.98919296270347,86.0436560728887,67.90007278904577,75.05270594167328
87,92.37,69.2544851711213,83.7981748908956,70.64957357291738,80.24019058305066,83.86214383827758,88.30284142231616,83.09001307796865,69.00454000208066,75.05250502111939
88,85.34,68.60853944695101,81.35999704113091,70.64888767171617,75.33898308949344,82.9021315751955,85.05387292635591,76.77656272429002,70.29079874661731,75.05284450757252
89,75.36,66.01385141400004,75.2394719889576,70.64807706120564,65.48471674288513,79.33032531890184,77.12082970094015,63.82203680478079,71.6184956233203,75.05334334480976
90,55.11,62.81701833762707,69.59532264176536,70.64779992940717,62.29631540148062,75.12325676926895,72.21678160644859,58.15325044070451,72.83595639888662,75.05370361614777
91,56.49,60.08533712839712,67.88298761367004,70.6480493480258,62.44629913081292,72.1954909560311,69.40980368757417,56.33231438908352,73.68153401408523,75.0556920368018
92,58.42,58.70686970621431,70.45189546106829,70.64865903798243,65.2197094605976,71.0480960274131,69.97108564731168,59.77293338027614,73.75325572352942,75.05727861634804
93,67.29,59.53529979138254,77.03969243864292,70.64960821439219,73.64928280103821,72.72549166401623,75.50816512416479,70.39723121381995,73.68479724101222,75.05726475975813
94,85.64,62.61191309357896,86.70681168174401,70.65064745863646,85.05825160877174,77.21445867905345,84.05611531232212,84.02317126977893,73.71410392870048,75.05726475975813
95,102.93,66.92295456570308,96.5996963444692,70.65124329200317,92.7437884249734,82.86670720305598,92.14514909880204,94.67434395947944,73.52438642776245,75.05640565118287
96,111.09,71.62193205762134,104.24797971866144,70.65158277845629,99.10494701775872,88.61728901745086,99.89233388357349,103.39239764553804,73.75674758419015,75.0537728990974
97,118.85,75.89447299464291,108.36030383469216,70.65156892186637,103.9245876947311,93.82503199329643,105.86573659223367,108.5592290396344,74.65607491170213,75.05169441060886
98,121.06,76.36501507526619,98.03674942884868,70.64994770084532,89.06406704635528,93.62780422061986,97.6123636492607,90.73334964955818,75.62059749480431,75.04841039879699
99,77.86337,76.59496518504719,92.455017090967,70.6494973616728,94.56334574589698,93.27202241774329,101.57430219485136,97.4605508500585,76.75690022318852,75.04880531160981
100,110.29,75.02377338191295,86.27831049494873,70.64844426083862,84.5263109781973,92.25673621745622,94.91772110489632,85.03694710176431,77.90775237099244,75.05135492415575
101,77.86337,72.88126051964161,82.979957112501,70.64777914452229,80.35522106430085,89.47660544155865,91.80490053322973,81.0924470745924,78.87488692129521,75.05204082535695
102,82.31,69.52172336438653,78.81030135566164,70.64710017161603,71.10163789087763,85.51637818482352,83.68327604724968,68.96056611395832,80.24607963376816,75.05264358701862
103,61.349995,64.80187784804343,70.77167784332354,70.64668447391833,61.67562331244597,79.18098592100098,73.38703298014545,54.80107113469883,81.54771226482498,75.05290686222718
104,44.45,59.90450862989503,66.30802681807661,70.6467606851629,55.62548280878924,72.80188997255962,65.87612383845511,47.457958368687486,81.81084890747283,75.05488835458624
105,42.6,56.174667965523504,65.64199596681217,70.64746737124901,55.561181303249086,68.41733929089118,62.49479026725032,46.8032067816208,81.72696111207578,75.05644722095263
106,48.91,53.712469717126375,65.42121199126558,70.64847197401846,56.13370442156207,65.58602227181606,60.04565878315108,46.47551575066669,81.26591079555013,75.05713312215386
107,48.85,52.8425876432019,66.73969423566942,70.64951121826273,59.77491487263521,64.37568378347044,60.96292346631907,50.46220909415575,80.20419809072429,75.05727861634804
108,58.27,53.335140916918704,68.12372507870651,70.65041189660775,63.723433310884936,64.81324718007569,63.30129229886456,55.57484043676621,78.85915276343705,75.05724397487324
109,64.69,53.80375000324764,65.01732703646947,70.65076523965081,61.72886033093217,64.79304427196719,62.315589918064255,53.9242399809277,77.34196701952978,75.05615623256425
110,55.98,54.268361463383634,61.11751451180094,70.65088994896011,61.57641012859349,64.49760791820758,62.86150491957657,55.1787463496546,75.65896639230257,75.05531098057891
111,60.230003,53.84475858112633,56.06407505719632,70.65064745863646,56.04550376255131,63.35842301911928,59.71713289265408,50.06002503577274,74.052862910856,75.05598995348517
112,48.01,53.06204138611583,52.59342883563941,70.65051582103219,53.8751530111236,61.76061963503691,58.25039206436343,48.64973595483055,72.66563119554658,75.05599688178012
113,50.23,54.1320472600109,59.83093706569604,70.65109779780897,64.9163332808118,63.43671275218723,65.08745523807245,61.001874340594114,71.75984669713023,75.0585742075059
114,77.86337,56.29582998781486,70.35568915722921,70.65148578232683,71.20330369114657,66.92693140701112,69.66778567877047,67.23370245132818,70.91237765740708,75.05897604861369
115,77.86337,58.600333314587246,78.33343374173828,70.65153428039156,75.46572238922901,69.64343965027483,72.77659476765422,70.27787054821866,70.17652344951796,75.05623937210379
116,77.86337,60.5149606989762,84.52437105560801,70.65144421255705,78.67240750103763,71.66373046112567,74.92001523656555,71.75886980754062,69.43577093709087,75.05383525375206
117,77.86337,61.89862434238032,87.13584634725134,70.65127100518302,80.60309467314794,73.18389537186648,76.42068392528397,72.47661345239969,68.53244598338595,75.0528652924574
118,77.86337,62.817108405461575,87.77290999728065,70.65098001679462,81.24570788744163,74.3377751845687,77.48476610698673,72.82313905320736,67.53026811716656,75.05223481761588
119,77.86337,62.70165529821871,82.73577628486854,70.65050889273722,76.98227765829476,74.17011737478893,75.26740687424343,67.91791314857231,66.59233633012762,75.05147963346505
