,Actual,Gru_predicted,gRU_biLSTM_1fea_predicted,cNN_1Fea_predicted,cNN_biLSTM_1fea-Copy1_predicted,vANILLA_LSTM_predicted,biLSTM_predicted,sEQ2SEQ_predicted,cNN_LSTM_1fea_predicted,sTACKED_LSTM_predicted
36,23.25,33.29879278676388,41.62410624045236,31.58901795786737,33.80288544122257,30.873910328313656,20.84424543496623,33.85373980620465,45.654297235580536,30.138760376692545
37,18.25,32.12703981975854,40.88791601085504,29.77088909595578,33.30463448883845,28.028403304029265,17.346996002406215,32.38663595981353,44.233827931693,29.89593711363684
38,12.0,30.96313388785776,40.36566711150628,30.755096639668213,32.527779848191884,28.68008333232042,18.46110619435539,32.87480704059033,43.54119727830624,29.69009233843068
39,18.25,30.540663608365616,39.96046141006744,30.73441400540733,32.116211388337646,29.19426319720813,19.21251714016209,33.21754469170413,43.62494791156628,29.46564365021066
40,18.75,31.12349264615665,39.52046235494073,31.377056274772823,32.1341364603441,30.17180525610997,19.383030992990737,33.794016475196045,43.98915895497931,29.18675558260727
41,20.75,33.79246064499528,39.76412591308129,35.75818972367731,33.274622377489266,34.796936179542435,24.76330465306523,37.30334193886624,46.03437114210183,29.01298696235391
42,33.0,38.0567270277107,40.53014478348527,39.75269569828086,35.653086788676106,40.08749641372424,30.13703942300349,42.32786988636064,49.517757540467294,28.87316773129272
43,40.75,40.02713093581673,41.26521217336223,34.85266719154531,36.70872491871682,38.56292959340864,27.19459757227192,39.41528236231167,50.83005628188231,28.81082627564201
44,27.25,39.09309708137354,41.7018610563821,32.865354638238514,36.35849066123472,36.6881982344171,24.35379106328748,37.29631501708684,50.18534446479693,28.77436517472244
45,24.25,37.46786731318628,42.10092783346746,34.262214952711616,36.45317613883032,37.28222447941953,24.77155899277424,37.85363614534812,50.08870686062867,28.796280731029203
46,28.75,38.62567651895836,43.131727721458695,41.09066196859765,38.416468728707386,42.56357449236568,31.89782640154868,43.717229925054575,52.3888843913124,28.936676059593985
47,43.25,39.27468154673924,43.76712290439373,34.4431352547133,38.67199182271792,39.18414617281595,27.85592264698456,39.10798755060634,52.75901786383872,29.071928708851285
48,25.0,38.64742878648226,44.10888449222119,32.56859103567516,37.12733864740471,36.81838526199479,25.97766314945992,36.92759793714895,51.27673366475758,29.2086252712784
49,23.5,38.15246195680966,43.94921741786769,35.90981344944572,36.8574314628588,38.03205390914952,26.01546908945634,38.24674746862252,51.05291794990933,29.231432494421924
