,Actual,Gru_predicted,cNN_1Fea_predicted,cNN_LSTM_1fea_predicted,biLSTM_predicted,gRU_biLSTM_1fea_predicted,sEQ2SEQ_predicted,cNN_biLSTM_1fea-Copy1_predicted,vANILLA_LSTM_predicted,sTACKED_LSTM_predicted
632,95.12,135.76488912923537,104.21915284130354,113.01983200082591,90.10659903891369,113.66027328917406,89.99843741296202,68.19507047136277,104.78632741447174,131.59955795531334
633,72.98,123.37034279752152,90.54173353726097,102.06191670404893,77.94189931170733,107.22275433150205,77.5497724759502,59.838841617594056,91.46851465298872,133.91658003055667
634,66.58,110.65001405155937,82.42804950823725,91.95280436499353,67.28489908121354,100.99169482965604,65.9729260208405,54.95671606716955,78.98193141943435,135.74522452428425
635,54.949997,98.283226180454,77.79976868687625,82.44933918304022,59.63073819575517,95.8997715016169,55.69772272472014,52.49248029976791,67.6316625329674,137.05752511811576
636,45.07,88.19985671149321,78.81872527629238,74.67662378304294,60.99551972759215,92.72083253287096,52.26978904158474,52.763539431564105,62.57169891201416,137.54173294675593
637,51.0,81.929682156237,85.07657323581208,70.2692768768858,69.98063171785591,91.63800691904588,55.25663593563653,55.603613543882496,63.72737552547567,136.8364904233862
638,63.6,81.71488319465979,98.75928976367398,70.83335877835925,88.88676365990689,92.72627462725846,68.74346855915,62.55439632719648,75.0503898489626,134.56263977746227
639,94.28,88.59340705805077,119.84887941582124,77.29631826754877,112.9696060047079,95.94319487975054,89.77927343817815,74.38224678848917,93.81044186851932,130.80458386175331
640,129.65,99.15743817609136,138.5573890067056,86.41502611656136,129.42595774257404,101.21717642095686,104.45146224547018,86.49653155796683,108.17975670749746,126.52422545669168
641,135.72,110.43581976713632,147.74120042931685,94.69008965982384,139.06632561146304,106.47979507064112,113.8099686771526,93.75605241824606,118.20420794624908,121.60360212745184
642,138.15,122.01533687967692,153.96317717640963,102.29738176711388,150.81183920026328,112.21221007679124,124.8386123048061,98.07298749241448,129.61606572035612,116.66724459476296
643,152.6,133.1432609375803,160.32657279293332,109.98263943496936,156.5206969922823,115.79817235493604,134.05660058406852,102.32527250084983,139.5058503178984,111.12073002119716
644,160.25,143.14056469159792,165.2257426806409,117.15468996566608,159.88275235921523,119.4739669827968,140.69409131559993,105.77331799808164,147.2506308931172,106.64623245732568
645,164.48,150.6374528284896,165.7987624662994,122.52137607307068,158.32693063898353,122.79938899213978,141.79379749997884,107.22631940722349,149.7836738816868,103.39449917742648
646,157.8,155.96218945832382,165.96710206653142,126.0588885942378,157.015940178986,125.31412789935511,142.75697262192304,107.47457717133128,151.81218936974807,101.11512455375042
647,158.77,159.7968252161199,167.6838182995345,128.8434898763817,157.0595273238489,127.48771551465369,144.13314224016352,107.3509332907448,153.92941603530195,99.91455696031235
648,160.98,163.60268841933024,169.9314410738964,132.09119827397348,161.595853126734,129.7530376932157,148.9302980529868,107.22251498012852,159.02172988400315,99.62885330368869
649,171.47,167.24337397992716,169.99270242807796,135.7355118974954,163.4212474807579,131.06424230970532,152.13118176345273,105.7066964328772,162.67241781252528,99.78608196121289
650,172.8,170.1667108766303,171.69166886711807,138.68651277400173,161.55502482138698,131.14358099130837,153.0502658429056,105.75112130754742,164.1798527629829,100.38834670548384
651,170.55,172.67095611573268,171.09805226589577,140.9636009621886,157.23761734319189,129.55054643121397,154.73781900066078,105.71572249914722,166.258077752093,101.46081092432344
652,173.62,173.49820485239638,162.87576570049546,141.98187728980628,157.11646775586632,132.08300993751078,151.34774692558474,100.9197130534287,163.58767227000175,105.2162654685254
653,162.4,171.24953649045537,150.04316856290956,140.18870718912322,143.60824467802416,128.64145212224557,142.109489364217,93.50422327969645,155.25231107677214,107.35768551896632
654,143.45,165.75448246219733,135.86100760186656,135.38841461356267,126.34765972767482,123.2135046606594,130.33965011740224,85.6046453530108,144.17990394008578,110.05904291288653
