,Gru_actual,Gru_predicted
922,36.09,120.08662946913708
923,31.28,120.39516363129152
924,31.66,120.07273455431968
925,42.15,119.64923394146965
926,108.033745,119.40895994529751
927,108.033745,119.12642007686847
928,56.69,118.73873332757192
929,80.43,118.1276997920041
930,55.15,117.51317203925161
931,65.76,116.84598516696597
932,35.23,116.12902246310124
933,47.71,115.46414520132144
934,50.67,115.15912015706458
935,27.22,115.22708230878806
936,32.21,115.23024125993153
937,26.62,115.44437940560532
938,36.74,115.71350118203107
939,39.39,115.88943389972437
940,83.62,116.15356393731491
941,74.94,116.19048790398249
942,65.46,116.06325816653654
943,62.859997,115.91323778864748
944,62.13,115.7246394649544
945,82.57,115.42200598512454
946,67.06,115.2927572010751
947,42.86,115.01643092994243
948,51.25,114.52978109564884
949,59.32,115.87411596682112
950,50.45,117.1413396485242
951,44.42,117.53603718325944
952,32.99,117.09800092493556
953,34.23,116.16396463494766
954,27.09,115.26824552828731
955,21.3,114.39638246304536
956,20.34,113.57506261609896
957,32.98,113.08258660304547
958,41.04,112.79729755307885
959,29.27,112.7681592089229
960,42.55,112.77575112216628
961,41.52,114.58635910268546
962,37.48,117.0492457921929
963,45.74,119.45644851744018
964,33.46,121.4882948333495
965,31.15,123.06396327292937
966,32.96,124.21984882753799
967,30.2,125.03502958075272
968,23.93,125.59321028751916
969,33.64,125.96660725310537
970,20.59,126.2116494774186
971,11.89,126.36985034671223
972,108.033745,126.47051956334101
973,66.1,125.86067808480846
974,34.52,123.58922085445286
975,17.08,121.44203557002444
976,8.51,119.60611127821866
977,15.17,118.3515904542977
978,8.22,117.25973326319618
979,4.16,116.3566085022042
980,14.3,115.60139566822015
981,13.39,114.87473260023087
982,19.95,114.35155366816264
983,15.6,113.92211512120566
984,108.033745,113.58213300438942
985,108.033745,113.50721221972253
986,108.033745,113.58111975590944
987,108.033745,113.8329418046108
