,Unnamed: 0,_actual,Gru_predicted,cNN_1Fea_predicted
586,586,76.58,49.355699687694326,51.29850662297794
587,587,67.95,49.05336442023639,46.54388187054442
588,588,64.25,48.74887238229083,42.30871845630037
589,589,62.800003,48.45472837269525,39.11986810297322
590,590,59.45,48.300752094842494,37.80917372019162
591,591,68.03,48.34003958764569,38.9433407223016
592,592,76.38,48.44472304362827,41.16584987239573
593,593,75.4,48.4121517117736,42.15590065102387
594,594,63.700005,48.1253124118952,40.53122295015425
595,595,48.3,47.74048719202172,37.509241072706956
596,596,46.8,47.30103123644597,34.05968596482304
597,597,39.03,46.89090586950514,30.63594132793877
598,598,38.58,46.56797512013682,28.335486715921153
599,599,38.95,46.320348813217485,27.39538063279935
600,600,38.38,46.17186317387728,27.79992596141467
601,601,41.6,46.151331016834405,29.59662752737811
602,602,47.2,46.26151256131396,32.53447673084673
603,603,53.52,46.5658816745167,36.58599802930451
604,604,67.0,46.93846656999924,40.64166896908047
605,605,68.5,47.241267461483,43.213269488810006
606,606,66.0,47.383848988175714,43.6774631176299
607,607,59.1,47.3805225701352,42.13445587089037
608,608,54.88,47.35635482069866,40.133878031474325
609,609,57.92,47.33386704274732,38.548942272457104
610,610,57.07,47.27176397267858,37.03056467418774
611,611,53.27,47.1189610673709,35.1183101249828
612,612,46.42,46.94794295017287,33.03205373982233
613,613,47.05,46.83815625486723,31.58196642367689
614,614,50.12,46.89676528224615,31.676007576925162
615,615,60.75,47.10665369312024,33.43832001483711
616,616,67.17,47.46291194776118,36.7086396727152
617,617,77.42,47.87564108425443,40.75021896697352
618,618,80.88,48.25577653893979,44.46134302760615
619,619,82.05,48.46363855405348,46.63025698983147
620,620,73.25,48.43279561858268,46.1450804799117
621,621,62.749996,48.20904651170777,43.41364054459619
622,622,54.6,47.89207947486224,39.65575665679388
623,623,50.35,47.61825902274597,36.39307695793157
624,624,52.73,47.41715786848729,34.25262566115701
625,625,52.85,47.36210248367348,33.56236225531748
626,626,60.65,47.550128915286926,35.39099445447606
627,627,74.97,47.884998264677456,39.34681697815362
628,628,80.28,48.279504739295945,44.240599989441975
629,629,85.4,48.67341521516137,49.06493797102235
630,630,88.35,49.021605136682766,52.77076509273717
631,631,89.67,49.25280422797092,54.51648269036864
632,632,85.45,49.39386595784333,54.62432866473464
633,633,85.3,49.51108773759339,54.302265838550454
634,634,87.5,49.58414973473399,53.90868688699142
635,635,85.22,49.58325946159661,53.21614751091364
636,636,81.53,49.55349677386573,52.58361403429228
637,637,81.95,49.51766234883807,52.315269320719736
638,638,81.6,49.48313167108272,52.14874354412288
639,639,81.47,49.37590404542302,51.149063660640635
640,640,74.53,49.229467151796456,49.24358487225954
641,641,73.55,49.04092294626629,46.962120270511264
642,642,68.9,48.72897719891528,43.7811408257167
643,643,57.85,48.2686724619591,39.496323265358434
644,644,46.6,47.75039939628353,35.085694093221655
645,645,41.8,47.30388458047624,31.83310167325486
646,646,43.15,46.85656144136013,29.372680995916244
647,647,33.95,46.44057293668608,27.456545004832012
648,648,32.77,46.06583499570811,26.172681740914687
649,649,29.58,45.82885099152308,25.82002555373755
650,650,36.2,45.7952590118038,27.161719321662623
651,651,44.8,45.89406443008434,29.696803742790685
652,652,48.17,46.01448597813988,32.14112127882009
653,653,47.17,46.1052305132853,33.717042556697294
654,654,46.32,46.126909967927816,34.14739090632786
655,655,42.83,46.1486266724924,34.04829121366299
656,656,46.07,46.19051420985582,33.98956671152566
657,657,47.0,46.26025351394812,33.87641262326523
658,658,49.2,46.42676811556835,34.34039392752935
659,659,57.17,46.71831580559592,36.01993331361803
660,660,65.72,47.14618331041687,39.17198446893601
661,661,76.3,47.683938085333054,43.54467087045618
662,662,85.68,48.17267568780235,47.39957590527205
663,663,83.95,48.556346160091785,49.68819994204145
664,664,84.08,48.819218860112805,50.49809147259651
665,665,81.97,48.9764805810918,50.16200777574662
666,666,80.5,49.068912537706815,49.16260726667988
667,667,80.12,49.0927152379071,47.5028326892395
668,668,77.1,49.0279301734496,45.22483978022779
669,669,72.25,48.87880756044207,42.822245881904706
670,670,67.58,48.64268030446457,40.447094001167784
671,671,61.3,48.25940095635683,37.464794465697594
672,672,49.01,47.85613330006838,34.27855905689949
673,673,49.01,47.51812378224766,31.75686225776201
674,674,49.01,48.74244677073441,42.31947995878529
675,675,179.2,50.59192030128901,63.14663403447387
676,676,171.35,51.77300730523354,76.9107633373346
677,677,128.85,52.43715479071248,83.43802993106902
678,678,130.92,52.88568855229575,86.7937860101981
679,679,136.83,53.14429241124799,88.44180451223438
680,680,130.7,53.27973312788061,88.25390100536376
681,681,129.18,53.36614549708973,85.75434928489462
682,682,129.58,53.49227373320581,82.58911910714963
683,683,135.32,53.488127816879846,79.09621626495729
684,684,123.0,53.37236623407478,76.12701752707778
685,685,120.6,53.1518392454586,74.77589580387776
686,686,113.25,52.98466904521,74.61110214865698
687,687,119.85,52.93714559463797,74.76222508247947
688,688,124.08,52.91512716570465,74.65162261388058
689,689,121.28,52.860239405540135,74.68870863628966
690,690,118.17,52.72387861583248,74.1506260620593
691,691,112.17,52.398392521810415,70.43962492616949
692,692,97.67,51.81781523648695,64.95163860806586
693,693,79.75,51.122225091791954,60.77956538682531
694,694,72.85,50.38386831157278,57.58694534138506
695,695,63.449997,49.74225702894389,55.33702024865021
696,696,64.6,49.180863453484505,52.90852647951452
697,697,58.77,48.766003621449066,49.60262942107102
698,698,63.03,48.77720094802216,50.11169803100404
699,699,89.1,49.08767532345155,55.34279771156268
700,700,96.72,49.461936465427065,61.49404124200785
701,701,97.28,49.85346294628026,67.04919661958121
702,702,102.75,50.355964394953006,72.58542903674496
703,703,116.73,50.8485275644185,77.28099776273476
704,704,116.38,51.13026362497384,78.86294235301006
705,705,105.67,51.19551058846496,77.26004095658033
706,706,99.45,51.07247782087258,73.56256154240054
707,707,91.38,50.84410599866925,68.9487638453304
708,708,87.5,50.58222787156739,64.61849020507479
709,709,84.65,50.30956216703517,60.770815380131964
710,710,81.3,50.04003663093313,57.20498836551067
711,711,78.65,49.88169838720642,54.68500878778044
712,712,85.1,49.74100915655467,52.91007980126468
713,713,79.47,49.4893673080366,50.69195869198994
714,714,69.12,49.15161481467815,47.97859241886094
715,715,63.8,48.771520334907066,44.73919392128998
716,716,58.97,48.39807124123259,41.71041393306562
717,717,56.35,47.96074225620683,38.882537674512974
718,718,45.55,47.39954238034219,35.35465343050829
719,719,33.02,46.94503745625171,32.638649862897005
720,720,40.88,46.62015853595933,31.581109675469367
721,721,40.17,46.47273824439022,32.1248020879629
722,722,47.83,46.5653154757013,35.02135602782895
723,723,59.5,46.745981322714464,38.77496734957026
724,724,59.17,46.923369176585815,41.60108541180138
725,725,59.67,47.10841188944177,43.47419774289918
726,726,63.1,47.4186292404089,45.829234665720364
727,727,75.83,47.71144342778672,48.10929122041454
728,728,71.73,47.94123819701298,49.00498049646463
729,729,72.35,48.18392888925855,49.50526184978224
730,730,78.15,48.473576833260736,50.62386955944517
731,731,83.98,48.887650691940586,53.134994830700265
732,732,96.15,49.28294313991466,55.92687648956036
733,733,93.7,49.61028428005562,57.65178628072566
734,734,95.1,49.84979010396453,58.30859553155755
735,735,93.6,50.00231363485671,58.08915251567349
736,736,92.55,50.11779584324628,57.52115825402398
737,737,94.0,50.11647347101293,56.12227840574291
738,738,85.9,50.14457108722745,54.58184512861816
739,739,93.88,50.11204445527925,53.05159970517851
740,740,85.55,49.87338047960905,50.34616021546519
741,741,71.35,49.39579550380636,46.22802115638425
742,742,56.25,48.442663122938015,38.638703409659975
743,743,18.3,47.497014251412764,30.24519709544897
744,744,28.48,47.02187659548983,26.415070708791518
745,745,51.45,47.04147750448105,28.165042247522937
746,746,68.53,47.38314496464866,33.775841558678756
747,747,78.62,47.99837212747808,42.01049558023854
748,748,96.82,48.56067087604367,50.021944343785584
749,749,89.55,48.76175713033352,54.430312445652945
750,750,70.8,48.741485722745104,55.699208690884085
751,751,69.53,48.70023515904902,55.504142024000124
752,752,73.35,48.64103385790924,53.93915359824935
753,753,70.12,48.57201720230503,51.006739158410184
754,754,69.22,48.49130034617982,47.818965327830746
755,755,67.43,48.42383328733356,45.59381515826212
756,756,68.4,48.40419885341248,45.034280353913836
757,757,71.02,48.4219409912926,45.73468691353199
758,758,72.08,48.50133175019224,47.114163277408785
759,759,76.5,48.8093625307341,50.456531734547276
760,760,94.8,49.36698641408038,55.40794037527201
761,761,109.82,50.06351898180365,60.62084346890132
762,762,119.5,50.91372982800314,66.82104084692587
763,763,137.0,51.91926167424198,74.92951448247868
764,764,154.32,52.94731482336204,84.02139351056303
765,765,162.4,53.85096440775767,92.51561243906437
766,766,164.0,54.72720549949701,100.33273208418436
