,Actual,Gru_predicted,cNN_1Fea_predicted,cNN_LSTM_1fea_predicted,cNN_biLSTM_1fea-Copy1_predicted,biLSTM_predicted,vANILLA_LSTM_predicted,sEQ2SEQ_predicted,gRU_biLSTM_1fea_predicted,sTACKED_LSTM_predicted
595,113.21,107.74330790043126,56.68530343107817,65.3564067411529,102.1759649833836,103.2780645756439,120.98792449640804,127.8406057778078,87.46238411165027,80.02907272293248
596,109.37,105.78297780591708,58.234484406272685,65.35634938718064,100.14100303247926,98.73287698278676,116.61431848078288,122.83837871858456,87.29559159110113,84.17366432736392
597,102.0,102.8327539966029,59.51299047868051,65.35599092485408,97.14500358406316,91.5898053706394,109.61966461032512,114.81854410190007,86.25182098861893,88.14400022560723
598,90.07,99.2449475855266,60.54397472997425,65.35581886293734,93.36669595415894,86.3969982308764,103.8581856664582,108.24795833301128,84.55874606629604,91.841288200462
599,86.2,95.47772361075964,61.49158064410975,65.35602677108675,89.76575548343742,82.47268889536362,99.12798849761606,102.91216057118284,82.43748789489526,95.1685641925933
600,83.18,91.76021119144028,62.41244168406049,65.35606978656593,86.7524924893741,78.86282988195724,94.66904694052964,97.92971346313928,80.08187422363501,98.113977437485
601,79.15,87.9621522873425,63.24806038275487,65.35586187841652,84.0459872158892,74.18006444816574,89.29318025983814,91.927025219729,77.50688160851904,100.61395105689816
602,72.06,84.0181203546223,64.00128293106579,65.35555360081568,81.56151350747658,69.66447867423605,83.71601547504268,85.70258501186119,74.87434862074339,102.684723394226
603,65.98,79.722867034337,64.64832893824915,65.35520947698218,79.43441240015284,64.14131982356037,77.02329442224779,78.21625704504494,72.10099729260126,104.22156609614026
604,57.13,74.80858512231238,65.03844348824619,65.35469329123194,77.5008379336932,57.95902044680312,68.80953885614,69.00161013995826,69.33384736270865,105.29974908197238
605,45.95,69.93552637784236,65.11078835499286,65.35454273705477,76.34466788409435,56.1569514694659,63.62817383384084,63.26993375392166,66.81848854023947,105.72391038374624
606,45.95,66.47868776239862,64.93218808540679,65.35520947698218,77.29146725799508,61.97840116056659,64.6093640833519,64.56004683646356,65.2983788597291,105.5023448196985
607,58.08,64.94749442675096,64.408539149519,65.35601960184022,80.01652654150283,70.59463822693779,67.98045134103558,68.61984059292357,64.92846724645707,104.59939255758276
608,66.22,65.812069712185,63.48129748015547,65.35667200327455,83.25088909858935,82.65032131666797,75.52107918107937,77.48021918066938,65.40971725835915,102.71725743498472
609,81.89,69.13364615332397,62.52340728187092,65.35754665135137,87.2042984057724,94.9407470455703,85.79612934060071,89.48267778415169,66.35247317721627,99.76456740486384
610,97.93,76.79167757456324,62.25859682274677,65.35855034586574,94.27258760735246,118.62008009056552,108.2215468287902,116.17111566022209,68.97821688852684,96.28042829862912
611,145.07,86.74895805083422,62.84030231704447,65.35872957702902,104.09623332828126,131.5846587477858,124.01531090613788,133.78623398807596,73.25374761160472,93.27917379250565
612,147.9,96.35475187741844,63.50233921872464,65.35685840368437,112.27228582688127,135.53637611278748,132.3695335195321,142.36287530585517,78.14439968706239,91.00086610659169
613,142.44,103.68638901183029,63.810623988814186,65.355625293281,116.74315701019567,132.78709911449724,134.16175912138195,143.81952281607107,82.64193329822643,89.45126214585183
614,132.33,107.31154002808776,63.75025176377467,65.35473630671112,117.494752139544,122.66961465523931,128.25690958538345,136.91579649936895,85.8926704143903,88.67202240187906
615,112.13,107.48239034217356,63.25001041781137,65.35469329123194,114.90193677755138,113.10456365669212,120.7242396089893,128.14889771714388,87.93500235072872,88.75968794846297
616,100.9,104.93350095367782,62.40074147372152,65.35507326129809,110.1922723307747,103.38644924470309,111.88358361845091,117.79309316469474,88.41767904269051,89.30575511825393
617,89.12,100.698956813019,61.390953099797365,65.3552596617079,104.40329215721395,95.01076907644088,103.58618445306324,108.13805378368748,87.43838864351022,90.04936370696646
618,81.32,96.19910753522537,60.51846655081612,65.3557184934859,98.77767043511388,90.82250242214114,98.84802225132488,102.67275792176537,85.52121741311406,90.88492505168858
619,82.7,92.28291378678594,60.10296211422872,65.35624184848268,94.5138901071007,88.39624299556212,96.06231831140944,99.54565446203262,83.11769166728557,91.7656096340783
620,83.47,89.27400969461362,60.09543082074767,65.35646409512515,91.66602163051294,86.99829010669743,94.53721883531334,97.91874451594649,80.65620256325208,92.7229836466126
621,84.34,87.29026484092842,60.236991178130125,65.35663615704189,89.7648808353606,87.32066244622085,94.4476892846313,97.95173021923668,78.61630817073426,93.80194091107008
622,86.98,86.35885067008371,60.47867006332125,65.35685123443784,88.64257830637528,88.78826456513647,95.77241548942598,99.59789676150572,76.95302146774864,94.76478505870772
623,91.03,86.26005128363678,60.87172758901936,65.35698028087539,88.22041005513711,89.97978616938084,97.35748571275585,101.5258362001918,75.68297510624767,95.59024493506736
624,93.28,85.64781196836256,61.24787644677355,65.35644975663209,87.38517849575541,84.5646606946843,93.43797260317244,97.14028621984562,74.28594705018551,96.30530558409252
625,79.53,83.80603970373537,61.39921924104788,65.35555360081568,85.01984332619881,77.18819426171267,87.19023951332466,90.05008063161958,72.57844043459525,96.96182216594364
