,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,_actual,Gru_predicted,cNN_biLSTM_1fea-Copy1_predicted,cNN_LSTM_1fea_predicted,gRU_biLSTM_1fea_predicted,cNN_1Fea_predicted,biLSTM_predicted,vANILLA_LSTM_predicted,sEQ2SEQ_predicted
138,138,138,138,138,138,138,138,54.49,81.36014328061458,80.16287623957307,87.33711488544523,85.27777832902892,110.49769362503952,105.47534741043164,81.15619259269002,94.20233237138231
139,139,139,139,139,139,139,139,106.27,94.8835138136035,86.46144319482116,91.08696494190175,85.31398871998555,161.5811022744745,138.20878102038895,113.60404011573208,136.83439518367254
140,140,140,140,140,140,140,140,174.58,112.09980043512437,96.02299768191295,97.40297039236265,85.35461646577394,189.68702521030207,158.83888586622209,139.4037611677823,164.3478115371736
141,141,141,141,141,141,141,141,195.32,126.2812227530787,103.37585985478552,103.33703480692172,85.38835373395796,179.21275433515214,164.87762594704785,150.58755010872872,171.73595295538055
142,142,142,142,142,142,142,142,186.13,132.83893125957115,106.9748047271237,107.1042712144362,85.40884638681163,152.45139077947016,161.98089895882788,150.99741806413195,167.13503580022132
143,143,143,143,143,143,143,143,169.87,128.02544473260815,105.33399205581472,107.54180536856664,85.39437265925994,103.33392105596104,135.38285089611708,130.7379240742696,137.92021526748263
144,144,144,144,144,144,144,144,111.27,117.29446073399647,101.04520981155126,105.44448551992902,85.37658405329319,88.41780249458569,122.97357002802865,118.66744612769708,123.65075871782179
145,145,145,145,145,145,145,145,107.93,107.08341355249864,97.94419692298274,103.0045711248018,85.35534648394176,90.6233438120194,114.32792017160548,110.95662178098594,115.93890638634373
146,146,146,146,146,146,146,146,104.55,99.20161597121924,94.66915664220508,100.50639681038396,85.33609039247439,84.8208242018016,103.7283841381904,98.42152451642409,101.37061168527231
147,147,147,147,147,147,147,147,80.82,96.5718968524601,92.4286265968711,98.5005303601776,85.32858908334184,102.31908406522348,109.58447069376284,100.54167605571836,107.39837914608593
148,148,148,148,148,148,148,148,106.3,96.27010138255338,91.30261081884132,97.28427539760791,85.32208596231631,101.10043792069597,107.14482446857484,96.33739713896196,102.91648474894045
149,149,149,149,149,149,149,149,91.23,95.66554205129286,89.47991933543672,96.0439745304902,85.31228286120565,94.72298430833398,102.41131217681244,91.72146246720769,97.90697344558914
150,150,150,150,150,150,150,150,84.69,96.8822141671013,89.12300004469499,95.58048748557742,85.31889771970584,114.11377157682644,114.45101017369709,100.8859913593178,111.70085295557841
151,151,151,151,151,151,151,151,118.0,103.76792430589204,92.85789962704126,97.61463841520413,85.34258606433495,159.28261772561396,138.4736733269961,123.71628157296568,141.58964413883987
152,152,152,152,152,152,152,152,169.56,113.04994142803054,97.3101388984105,101.18217760799632,85.36638614643871,173.47056551208877,146.46972620070355,134.0650936115612,151.3685652599811
153,153,153,153,153,153,153,153,163.21,119.72360363656595,98.723245494681,103.7920000071,85.37777591968963,160.67057594091975,142.1174174775102,134.45636845118008,148.5261426844486
154,154,154,154,154,154,154,154,148.28,119.19480231312868,96.7903659629262,104.1267058878782,85.36859109927211,124.86422769268982,123.57082917761102,122.48208902112968,131.0546774674515
