,Actual,Gru_predicted,cNN_biLSTM_1fea-Copy1_predicted,vANILLA_LSTM_predicted,cNN_1Fea_predicted,cNN_LSTM_1fea_predicted,sEQ2SEQ_predicted,biLSTM_predicted,gRU_biLSTM_1fea_predicted,sTACKED_LSTM_predicted
62,29.620003,50.28561114702231,46.738217583536574,38.88564438996946,51.48351664603469,43.56435755587579,38.53228631518533,30.58920480336172,43.46385525924128,50.25513232553361
63,31.2,48.04209737922722,45.36499870333951,37.39267277323525,50.89271252023728,41.69325854833988,37.419879644954776,29.9872097968352,42.27227802983975,51.58050948747266
64,30.78,45.79444601688164,43.84513897216987,33.71786379810828,49.65215292151208,39.65161814366657,34.51781957834778,26.34172961691703,40.84192971914592,52.59165134364399
65,23.0,43.50883128701378,41.9289795599333,30.53007845223221,47.58038995349113,37.24930074696043,32.52699595991744,23.45572304215741,39.43900703517053,53.439745723925725
66,20.22,41.16412145673056,40.31633645851869,27.3282052844274,45.14136859304207,34.90382839925248,30.70418555585157,20.7851370150939,38.13280218634879,54.11580492293477
67,16.6,39.75985811711908,40.24886304164568,27.877314707435698,45.08448916825834,33.420194495899615,31.27010473798913,22.2875307221376,37.196462039513406,54.52093293074275
68,23.68,38.59968160527301,40.70844854389251,26.02104103868194,44.92740745369572,32.35302010929742,30.30240449952665,21.165992593238947,36.65734659488312,54.81641468296248
69,17.53,37.64773797687369,40.53341016899214,24.899138838963705,44.35141304132341,31.157955300199244,29.8074619393158,21.29958939613464,36.41710673002684,54.85920941088888
70,17.55,37.34585295332921,40.85376436458606,25.835903995511227,45.08177348120064,30.54260373845457,30.45678615238864,23.39262472526228,36.282206772352026,54.41490550785047
71,22.22,38.07352583179147,42.524665047277445,28.59685927515336,47.31621516668447,30.95898200334852,32.29547191923136,26.821724960560623,36.378605850221575,53.56557359928928
72,28.679998,39.70287556497873,45.09961451389612,31.78953848286181,50.95853277433293,32.204732345690324,34.51944461548242,30.69399782304596,37.10961943002408,52.6765095327862
73,33.15,41.39095789029749,47.43336471873479,33.12434711032459,54.17109993651222,33.40631292868412,35.38761132944835,32.15964694041836,38.04306888580266,51.65773625222491
74,31.32,42.69130635529172,49.96753512848829,33.69311323251918,56.8424859818574,34.12763253696422,35.69876218973168,32.81676508159464,38.9576085344626,50.51185381702082
75,30.619999,43.47589928446608,51.39737717761324,33.83069762653756,58.51933680051869,34.515713280215586,35.67774295940942,33.5014963537741,39.94821867145206,49.383834290012096
76,30.000002,43.0364267418318,49.87126730361807,30.80161590728733,56.71790813505895,34.004767229299965,33.28321949080672,32.89559813305304,41.4255774314081,48.648329982589445
77,21.1,42.61880157344416,47.55259556834599,31.61920959058049,54.4755068926868,33.5018151110582,33.921649704934666,33.446060711983066,40.609315028536784,46.31195784283547
78,28.57,43.13772905674798,46.02175746130332,34.74078717350572,53.74680274065833,34.290101874642446,36.50916820877547,36.012528734787494,39.79671833443264,44.15483979931768
79,36.22,44.4195208476932,46.59140485363631,37.38691014155011,55.33358900120374,35.823174407745256,38.90511358487098,36.79537474904212,38.87950674971479,42.22346441437236
