,0,1,2,3,4,5
0,0,BiLSTM,12.093245659754066,16.295573266483952,259.7369342555475,342.7307230220398
1,0,LSTM,9.277061118204179,15.275633910009741,142.5998648164701,34.264264664847495
2,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,9.231699092313757,15.273522705485227,47.52513755822154,33.19409364343574
3,0,CNN,6.9482962493864875,14.9726264337365,23.533084977690716,506.4464203737537
4,0,RNN,42.15221233424579,16.350596877555738,459.2992062780465,33.62660163534979
5,1,BiLSTM,9.494666468472495,16.427521224427547,167.2129532172044,122.98547165233839
6,1,LSTM,10.096320712537832,14.78254379710395,119.4464737218725,35.60100157710012
7,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,16.869766740051617,16.241500481768302,459.2825136633086,32.567880773134945
8,1,CNN,5.071469857043916,15.319254251933907,22.196448182436875,72.53674597641965
9,1,RNN,9.061243128248195,14.787779851705857,54.723868739770595,37.682232962499874
10,2,BiLSTM,9.807432234849271,14.725471670623405,64.0164289479999,37.23537336275831
11,2,LSTM,11.94386810718391,14.630917946983752,296.7297881279654,35.479559437223074
12,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,22.58131274301776,15.502625874165114,274.9910861523977,33.32628970402391
13,2,CNN,6.270651770965717,15.766540776169611,47.69735830934109,539.358532714153
14,2,RNN,7.686005970132256,14.81668870438612,28.039654454130126,38.22925767296289
15,3,BiLSTM,10.16244312179753,14.789425990022226,98.39503374433968,38.68081532239024
16,3,LSTM,11.219887316896463,14.859844093653624,158.93809141695257,34.596378490591086
17,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,9.278692922535626,15.612140535616467,297.66707560903916,33.702594097083626
18,3,CNN,5.3771419832553455,15.387849244741492,22.703547031633285,37.11897538168385
19,3,RNN,6.320047342457132,14.796683747266652,25.31592364086438,37.82933899718465
20,4,BiLSTM,9.91062906668417,15.940138137536277,332.7520056227586,106.03534991987904
21,4,LSTM,11.183514803629809,14.703969454486469,44.39530475497116,35.81042337759071
22,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,10.397594577007581,15.360812567290786,219.8379133656164,33.49586221961963
23,4,CNN,6.684471691613898,15.600003316296688,24.798331867670296,554.2752711388782
24,4,RNN,15.870576386429029,15.437681800232742,169.49612268933092,34.578278459475136
25,5,BiLSTM,13.03786913486555,16.471549964777186,294.9453211482267,129.0628085091854
26,5,LSTM,14.346834422467921,14.833020017303204,91.66372751747659,34.92029294627837
27,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,12.454729427839814,14.704108299228265,207.32229593133087,33.83634545135326
28,5,CNN,6.137402184628099,14.914464981730868,23.635434591946876,228.85544391745825
29,5,RNN,34.24195080705972,15.878615815815012,416.9317332921439,35.93911218940668
30,6,BiLSTM,15.06720871804028,14.70556481276947,89.71919158039022,38.75297565080234
31,6,LSTM,34.92833451264443,14.697025823436126,380.60971693099646,34.402034272735364
32,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,14.775838666548639,15.155373878465964,163.11112963481847,33.25285368193454
33,6,CNN,4.339994350346034,16.79728709083996,21.66678973709617,32.843650567303364
34,6,RNN,5.1350440557764365,14.750256195950275,24.258718311559402,34.13718423152172
35,7,BiLSTM,9.066139446390508,16.445869688164198,100.69416353856614,93.66674425928738
36,7,LSTM,40.74626414024373,14.694175955060322,560.819988869774,34.17904017699099
37,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,18.420217397278275,14.988701033978872,497.16533605215255,33.93297407162041
38,7,CNN,5.621877331290009,15.691418641613042,33.97503474153915,154.40701429536355
39,7,RNN,28.840362095713594,16.50993207053042,964.1345555598505,34.40300109982902
40,8,BiLSTM,14.841294428416209,16.648602894310674,170.00458453211394,126.49734787990172
41,8,LSTM,16.669293423652018,14.79861775127629,206.2684762844414,33.28163526049673
42,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,20.575855403096444,14.714840398301071,483.30622037314913,33.659664444777654
43,8,CNN,8.954948206391736,17.148220939271276,28.334918627101608,33.10291284538017
44,8,RNN,24.55783410373783,15.373570721251447,344.06233311604336,35.985042170903675
45,9,BiLSTM,29.378637378253654,16.193533559717565,642.7873340623325,144.83970497801394
46,9,LSTM,13.008838445725031,14.756914455883615,60.5857016766737,33.70986633152667
47,<keras.engine.sequential.Sequential object at 0x7fe4b3fea0d0>,GRU,9.164607663418222,15.452517549188137,39.51685612451901,32.988868801634304
48,9,CNN,5.120180596291698,15.867847928895484,34.126940920872066,90.49669343760468
49,9,RNN,16.73895025339873,16.074580908768578,104.34108552476103,34.04076994422341
