,LSTM_LOSS,GRU_LOSS,CNN_LOSS,RNN_LOSS,BiLSTM_LOSS
0,0.4879710078239441,0.2512178122997284,0.24242112040519714,0.2423383593559265,0.2427504062652588
1,0.2750440835952759,0.239129900932312,0.2407791018486023,0.2341347485780716,0.2388864904642105
2,0.2572927176952362,0.23410920798778534,0.23840370774269104,0.23507727682590485,0.23949651420116425
3,0.25858035683631897,0.23170451819896698,0.23626360297203064,0.23328110575675964,0.2400410771369934
4,0.2574635446071625,0.22950173914432526,0.23482568562030792,0.23025953769683838,0.24024008214473724
5,0.25093430280685425,0.22888495028018951,0.2336163967847824,0.22840626537799835,0.2398432493209839
6,0.24700868129730225,0.22674018144607544,0.23330524563789368,0.2284102588891983,0.23953737318515778
7,0.24403426051139832,0.22629548609256744,0.23293042182922363,0.22609739005565643,0.23898625373840332
8,0.2442796528339386,0.22554367780685425,0.23221124708652496,0.2251981943845749,0.23817573487758636
9,0.24088114500045776,0.2252999097108841,0.23179671168327332,0.22354866564273834,0.2372998595237732
10,0.23683574795722961,0.22492392361164093,0.23154334723949432,0.2203921377658844,0.23596572875976562
11,0.23470835387706757,0.22464044392108917,0.23116225004196167,0.2203470766544342,0.2354154884815216
12,0.23188933730125427,0.2241920679807663,0.23122091591358185,0.21902966499328613,0.23473304510116577
13,0.23051387071609497,0.22373855113983154,0.23283468186855316,0.21451428532600403,0.23394732177257538
14,0.2523655891418457,0.2233676165342331,0.23123323917388916,0.21291258931159973,0.23333176970481873
15,0.23419813811779022,0.2229970544576645,0.23255236446857452,0.21570950746536255,0.2327544093132019
16,0.23027212917804718,0.22259460389614105,0.23116250336170197,0.2132168710231781,0.23227879405021667
17,0.22796323895454407,0.22227773070335388,0.23146387934684753,0.2069285660982132,0.23159365355968475
18,0.2265874743461609,0.2216600626707077,0.23048029839992523,0.20501264929771423,0.23100769519805908
19,0.22525911033153534,0.2209085375070572,0.23074442148208618,0.20592211186885834,0.23048262298107147
20,0.22479572892189026,0.2204159051179886,0.23108188807964325,0.20993581414222717,0.22995904088020325
21,0.22267410159111023,0.2192615419626236,0.23060379922389984,0.20073390007019043,0.22956642508506775
22,0.22194498777389526,0.218215212225914,0.23069621622562408,0.19826297461986542,0.22890137135982513
23,0.21991746127605438,0.21851906180381775,0.23069962859153748,,0.22842349112033844
24,0.21853746473789215,0.21612276136875153,0.2315351665019989,,0.22775481641292572
25,0.22004434466362,0.21518515050411224,0.23086385428905487,,0.22704178094863892
26,0.21781253814697266,0.21464480459690094,0.2307106852531433,,0.22635884582996368
27,0.21819867193698883,0.21286393702030182,0.23060910403728485,,0.22625161707401276
28,0.2153158187866211,0.21674677729606628,0.23069946467876434,,0.2259524166584015
29,0.2137778103351593,0.21288426220417023,0.23063693940639496,,0.22588127851486206
30,0.2123517096042633,0.2104170173406601,,,
31,0.21207772195339203,0.2091473489999771,,,
32,0.21034298837184906,0.2084415853023529,,,
33,0.20801091194152832,0.20870327949523926,,,
34,0.21092914044857025,0.20662882924079895,,,
35,0.2080354243516922,0.20570267736911774,,,
36,0.20669926702976227,0.20363633334636688,,,
37,0.20763249695301056,0.20684200525283813,,,
38,0.20409397780895233,0.2036864161491394,,,
39,0.19944794476032257,0.20104165375232697,,,
40,0.20009367167949677,0.19780518114566803,,,
41,0.19880911707878113,0.1958247721195221,,,
42,0.19726774096488953,0.19902268052101135,,,
43,0.19489498436450958,0.19508691132068634,,,
44,0.19353750348091125,0.1917254477739334,,,
45,0.19404007494449615,0.1916542500257492,,,
46,0.19338826835155487,0.19248634576797485,,,
47,0.18901769816875458,0.18811888992786407,,,
48,0.18574796617031097,0.18732331693172455,,,
49,0.18558932840824127,0.18631432950496674,,,
50,0.18579497933387756,0.18599700927734375,,,
51,0.18128716945648193,0.18637675046920776,,,
52,0.1802225559949875,0.1832890659570694,,,
53,0.17718449234962463,0.18541336059570312,,,
54,0.17699003219604492,0.1842108815908432,,,
55,0.1742740124464035,0.179768368601799,,,
56,0.17365659773349762,0.17890819907188416,,,
57,0.17307695746421814,0.17772583663463593,,,
58,0.16976206004619598,0.17731031775474548,,,
59,0.16985806822776794,0.1760893166065216,,,
60,0.16870197653770447,0.1780976802110672,,,
61,0.16580678522586823,0.17606286704540253,,,
62,0.1645592600107193,0.1733909547328949,,,
63,0.16509968042373657,0.17143478989601135,,,
64,0.16174739599227905,0.17365552484989166,,,
65,0.15953496098518372,0.18326261639595032,,,
66,,0.17471326887607574,,,
67,,0.17161548137664795,,,
68,,0.1688999980688095,,,
69,,0.16679969429969788,,,
70,,0.16595014929771423,,,
71,,0.16488701105117798,,,
72,,0.16347335278987885,,,
73,,0.1622515767812729,,,
74,,0.1609644591808319,,,
75,,0.16017848253250122,,,
76,,0.15751057863235474,,,
