,LSTM_LOSS,GRU_LOSS,CNN_LOSS,RNN_LOSS,BiLSTM_LOSS
0,2.781862258911133,0.5619917511940002,0.18043455481529236,0.49978166818618774,0.29821130633354187
1,0.2802426517009735,0.07581064850091934,0.02020351216197014,0.05113668739795685,0.04767037555575371
2,0.5550174713134766,0.027572082355618477,0.2445666790008545,0.015424065291881561,0.09465067833662033
3,0.520272433757782,0.01130936574190855,0.01673809066414833,0.01785033941268921,0.01821526326239109
4,0.24213789403438568,0.005263263825327158,0.010824523866176605,0.008964162319898605,0.011567399837076664
5,0.19820858538150787,0.005125793628394604,0.009980322793126106,0.008449582383036613,0.01655915379524231
6,0.48548397421836853,0.00505891814827919,0.009241144172847271,0.007994062267243862,0.027430010959506035
7,8.858882904052734,0.007276623044162989,0.008299067616462708,0.006701507605612278,0.007831091061234474
8,0.39534738659858704,0.0045500206761062145,0.04773778095841408,0.012487610802054405,0.008781268261373043
9,0.43313804268836975,0.002415688009932637,0.1217685267329216,0.01355627179145813,0.02324935793876648
10,0.37069541215896606,0.002836544532328844,0.007430777419358492,0.01192464679479599,0.02195289358496666
11,0.3341732919216156,0.0029606979805976152,0.00678916834294796,0.007422291673719883,0.00701324176043272
12,36.18622970581055,0.0025373322423547506,0.0062525225803256035,0.0033123637549579144,0.006535533349961042
13,0.7128420472145081,0.0020705757196992636,0.005752895027399063,0.004284857772290707,0.006022516638040543
14,0.2623331546783447,0.0018013052176684141,0.005238933954387903,0.00440180255100131,0.013128657825291157
15,0.17348825931549072,0.007076933979988098,0.030605079606175423,0.004206425044685602,0.020578594878315926
16,0.14326979219913483,0.004208150785416365,0.09007249027490616,0.004162860102951527,0.016077633947134018
17,,0.0029326591175049543,0.005534347612410784,0.003007387276738882,0.006059334613382816
18,,0.0025884201750159264,0.005034350790083408,0.002197237918153405,0.011280071921646595
19,,0.001797105767764151,0.0046586329117417336,0.006247576791793108,0.010246598161756992
20,,0.0029729767702519894,0.0043066758662462234,0.0039331926964223385,0.015474158339202404
21,,0.0058673047460615635,0.004006340634077787,0.004448008723556995,0.0067641534842550755
22,,0.012954381294548512,0.0062463367357850075,0.0055716088972985744,0.011165662668645382
23,,0.0029365266673266888,0.1141093522310257,0.006767521612346172,0.008073042146861553
24,,0.0013742460869252682,0.010064368136227131,0.0024318494834005833,0.013470745645463467
25,,0.0011378242634236813,0.00440586032345891,0.0018954654224216938,0.006685189437121153
26,,0.001222781604155898,0.004086197819560766,0.0044326260685920715,0.010452314279973507
27,,0.0011749957920983434,0.003796040080487728,0.016398850828409195,0.007001359947025776
28,,0.004755084402859211,0.0035402015782892704,0.18771658837795258,0.012236267328262329
29,,0.0025300097186118364,0.003278501331806183,0.47268176078796387,0.006187977734953165
30,,0.0013901713537052274,0.005463636480271816,0.06762707978487015,0.009493960067629814
31,,0.0011102104326710105,0.07590507715940475,0.005880891811102629,0.006210744380950928
32,,0.0017816941253840923,0.012195277027785778,0.004568596836179495,0.011387837119400501
33,,0.004492735490202904,0.0037577569019049406,0.0029118447564542294,0.00566496467217803
34,,0.002561096101999283,0.0034305178560316563,0.003657687921077013,0.008353530429303646
