,BiLSTM_RMSE_mean,BiLSTM_RMSE_best,BiLSTM_RMSE_improve,BiLSTM_MAPE_mean,BiLSTM_MAPE_best,BiLSTM_MAPE_improve,CNN_RMSE_mean,CNN_RMSE_best,CNN_RMSE_improve,CNN_MAPE_mean,CNN_MAPE_best,CNN_MAPE_improve,GRU_RMSE_mean,GRU_RMSE_best,GRU_RMSE_improve,GRU_MAPE_mean,GRU_MAPE_best,GRU_MAPE_improve,LSTM (1)_RMSE_mean,LSTM (1)_RMSE_best,LSTM (1)_RMSE_improve,LSTM (1)_MAPE_mean,LSTM (1)_MAPE_best,LSTM (1)_MAPE_improve,RNN_RMSE_mean,RNN_RMSE_best,RNN_RMSE_improve,RNN_MAPE_mean,RNN_MAPE_best,RNN_MAPE_improve
0,1.0670927103655725,0.6452776754245758,39.52937086380135,10.225273602019833,5.853940456426009,4.371333145593824,1.0704807118599426,0.6249621333407492,41.618552635582965,10.055753505826548,5.206263627538184,4.849489878288364,1.0584085545176793,0.6682767901366977,36.860224033125476,10.194130823911848,6.272090796427224,3.9220400274846243,1.0590548780913525,0.6856907432804312,35.254465328917114,10.153757730577704,5.862375702873894,4.2913820277038095,1.069268532241683,0.70036453031691,35.63728743899666,10.46076159442486,6.312401452335724,4.598385891550965
