,Test,BiLSTM-Tred_Pred,BiLSTM-GAB_Pred,CNN-Tred_Pred,CNN-GAB_Pred,GRU-Tred_Pred,GRU-GAB_Pred,LSTM (1)-Tred_Pred,LSTM (1)-GAB_Pred,RNN-Tred_Pred,RNN-GAB_Pred
41,9.58,10.439931869506836,9.23083078290203,10.382431983947754,9.658454223879867,10.595046997070312,9.292475877634509,10.472677230834961,9.835084845603431,10.215042114257812,9.433999187553146
42,10.31,9.01396656036377,9.75894741398901,9.2166109085083,10.125578445837087,8.654376983642578,9.429929264106086,8.979806900024414,9.86860850993547,8.655557632446289,9.791998362525721
43,8.36,10.82899284362793,10.532499332456288,10.395087242126465,9.501538185943547,10.759756088256836,10.162930737963903,10.539375305175781,10.096690926879749,10.629613876342773,10.259185428606969
44,8.18,7.428872108459473,7.971250368910801,7.904567241668701,8.250548218671723,7.230813980102539,8.241388408941178,7.665562629699707,8.256294682171964,7.403627395629883,8.39409507088884
45,8.54,8.495373725891113,8.363920321087402,8.327059745788574,8.46773780437286,8.515480995178223,8.695116526912317,8.375490188598633,8.511654298203016,8.321742057800293,8.354834339304917
46,7.51,8.385214805603027,7.748696408904106,8.635248184204102,7.730335506195832,8.500795364379883,8.161648913695618,8.604016304016113,7.770472214597948,8.285116195678711,8.487603036730189
47,5.43,7.484336853027344,6.600005212228834,7.427066802978516,6.609176674430382,7.16732931137085,6.166297701754831,7.219942092895508,6.543231327099789,7.145999431610107,6.740531511461202
48,4.94,5.254548072814941,5.29389079981889,5.317882537841797,5.444683196720775,4.979913711547852,5.352261242315268,5.154555320739746,5.354073416186483,4.923489570617676,4.677035282293386
49,4.94,5.159501075744629,5.443429862545157,5.286282539367676,5.428784712856399,4.989960193634033,5.613249524053362,5.116598129272461,5.346684734845479,4.870442867279053,5.19347261458296
50,4.27,5.0523881912231445,5.596103396114774,5.2118821144104,4.857709381120547,5.076528549194336,5.086014314512478,5.134943008422852,4.821273996280105,4.805585861206055,4.910344990109281
51,4.880000000000001,4.669591426849365,5.375885539579408,4.442324161529541,5.3868785310627185,4.2773213386535645,5.431573248278063,4.326710224151611,5.477771149916063,4.177168846130371,4.9631810076971545
52,5.49,5.290116786956787,5.441930632381027,5.324955940246582,5.845472590010894,5.210785865783691,5.787579438048149,5.384191513061523,5.864420183621596,5.129181861877441,5.9728780694820545
53,7.39,5.7337846755981445,6.244985486069711,5.719958305358887,6.867059345860442,5.628733158111572,6.684500134035165,5.718698501586914,6.786992392673203,5.495340824127197,6.998853152338716
54,7.93,7.824520587921143,8.029973761527767,7.763598918914795,7.781595484017471,7.893462657928467,7.944870015408962,7.893398761749268,7.726631816242681,7.6158342361450195,7.968962477392242
