iter	Passed	Remaining
418	2488	3450
419	2493	3443
420	2499	3438
421	2505	3432
422	2511	3425
423	2517	3419
424	2522	3413
425	2528	3406
426	2533	3400
427	2539	3394
428	2545	3388
429	2551	3382
430	2559	3378
431	2565	3373
432	2571	3367
433	2577	3361
434	2583	3355
435	2589	3349
436	2594	3343
437	2601	3337
438	2606	3331
439	2612	3325
440	2619	3319
441	2625	3314
442	2631	3308
443	2637	3302
444	2643	3296
445	2648	3289
446	2654	3283
447	2659	3277
448	2665	3270
449	2671	3264
450	2677	3258
451	2683	3253
452	2689	3247
453	2695	3241
454	2701	3236
455	2707	3230
456	2713	3224
457	2719	3218
458	2724	3211
459	2730	3205
460	2736	3198
461	2742	3193
462	2748	3187
463	2754	3181
464	2760	3176
465	2766	3170
466	2771	3163
467	2777	3157
468	2783	3151
469	2789	3145
470	2794	3138
471	2800	3132
472	2806	3126
473	2812	3121
474	2818	3114
475	2824	3109
476	2830	3103
477	2836	3097
478	2842	3091
479	2847	3085
480	2853	3078
481	2858	3072
482	2864	3066
483	2870	3060
484	2876	3054
485	2882	3048
486	2888	3042
487	2895	3037
488	2901	3031
489	2907	3025
490	2912	3019
491	2918	3013
492	2924	3007
493	2929	3000
494	2935	2994
495	2940	2988
496	2946	2981
497	2952	2975
498	2958	2970
499	2964	2964
500	2971	2959
501	2977	2953
502	2982	2947
503	2989	2941
504	2995	2936
505	3001	2930
506	3007	2924
507	3012	2917
508	3018	2911
509	3023	2905
510	3029	2899
511	3035	2892
512	3045	2890
513	3052	2886
514	3058	2880
515	3064	2874
516	3070	2868
517	3076	2862
518	3081	2856
519	3089	2851
520	3096	2846
521	3103	2842
522	3110	2837
523	3117	2831
524	3123	2825
525	3129	2819
526	3135	2814
527	3141	2807
528	3146	2801
529	3151	2795
530	3158	2789
531	3163	2783
532	3169	2776
533	3175	2770
534	3181	2765
535	3187	2759
536	3193	2753
537	3199	2747
538	3205	2741
539	3211	2735
540	3217	2729
541	3222	2723
542	3228	2717
543	3234	2711
544	3240	2705
545	3246	2699
546	3252	2693
547	3259	2688
548	3265	2682
549	3271	2676
550	3276	2670
551	3282	2664
552	3288	2658
553	3293	2651
554	3299	2645
555	3305	2639
556	3311	2633
557	3317	2628
558	3324	2622
559	3330	2616
560	3336	2610
561	3342	2604
562	3348	2598
563	3353	2592
564	3359	2586
565	3364	2580
566	3370	2574
567	3376	2568
568	3382	2561
569	3388	2555
570	3394	2550
571	3400	2544
572	3407	2539
573	3413	2533
574	3419	2527
575	3426	2522
576	3433	2517
577	3439	2511
578	3445	2505
579	3451	2499
580	3457	2493
581	3463	2487
582	3469	2481
583	3474	2475
584	3480	2469
585	3486	2463
586	3492	2457
587	3498	2451
588	3504	2445
589	3510	2439
590	3515	2433
591	3521	2427
592	3527	2421
593	3533	2415
594	3539	2409
595	3546	2403
596	3552	2397
597	3558	2391
598	3564	2386
599	3570	2380
600	3576	2374
601	3582	2368
602	3588	2362
603	3594	2356
604	3599	2350
605	3605	2344
606	3611	2338
607	3618	2332
608	3624	2326
609	3629	2320
610	3635	2314
611	3641	2308
612	3647	2302
613	3652	2296
614	3658	2290
615	3664	2284
616	3670	2278
617	3676	2272
618	3682	2266
619	3688	2260
620	3694	2255
621	3700	2248
622	3705	2242
623	3711	2236
624	3716	2230
625	3722	2224
626	3729	2218
627	3735	2212
628	3741	2206
629	3747	2200
630	3752	2194
631	3758	2188
632	3763	2182
633	3769	2176
634	3774	2169
635	3781	2163
636	3787	2158
637	3793	2152
638	3799	2146
639	3805	2140
640	3811	2134
641	3816	2128
642	3822	2122
643	3827	2116
644	3833	2109
645	3839	2103
646	3844	2097
647	3850	2091
648	3857	2085
649	3863	2080
650	3869	2074
651	3875	2068
652	3881	2062
653	3886	2056
654	3892	2050
655	3898	2044
656	3903	2037
657	3909	2031
658	3914	2025
659	3920	2019
660	3926	2013
661	3931	2007
662	3938	2001
663	3943	1995
664	3949	1989
665	3955	1983
666	3961	1977
667	3966	1971
668	3972	1965
669	3977	1959
670	3983	1952
671	3988	1946
672	3994	1940
673	4000	1934
674	4006	1929
675	4012	1923
676	4019	1917
677	4025	1911
678	4031	1905
679	4037	1900
680	4043	1894
681	4048	1887
682	4055	1882
683	4062	1876
684	4070	1871
685	4076	1866
686	4082	1860
687	4088	1854
688	4094	1848
689	4100	1842
690	4107	1836
691	4112	1830
692	4118	1824
693	4124	1818
694	4130	1812
695	4135	1806
696	4142	1800
697	4148	1795
698	4155	1789
699	4161	1783
700	4167	1777
701	4173	1771
702	4179	1765
703	4185	1759
704	4191	1753
705	4196	1747
706	4202	1741
707	4207	1735
708	4213	1729
709	4218	1723
710	4224	1717
711	4230	1711
712	4236	1705
713	4242	1699
714	4247	1693
715	4252	1686
716	4259	1681
717	4265	1675
718	4271	1669
719	4277	1663
720	4283	1657
721	4290	1651
722	4295	1645
723	4301	1639
724	4307	1633
725	4313	1627
726	4319	1621
727	4325	1616
728	4332	1610
729	4338	1604
730	4343	1598
731	4349	1592
732	4354	1586
733	4360	1580
734	4366	1574
735	4372	1568
736	4378	1562
737	4384	1556
738	4389	1550
739	4396	1544
740	4402	1538
741	4407	1532
742	4413	1526
743	4419	1520
744	4425	1514
745	4431	1508
746	4437	1502
747	4443	1497
748	4449	1491
749	4455	1485
750	4461	1479
751	4467	1473
752	4473	1467
753	4479	1461
754	4485	1455
755	4492	1449
756	4498	1444
757	4504	1438
758	4510	1432
759	4517	1426
760	4524	1421
761	4531	1415
762	4537	1409
763	4544	1403
764	4550	1397
765	4556	1392
766	4564	1386
767	4570	1380
768	4576	1374
769	4583	1368
770	4589	1363
771	4595	1357
772	4602	1351
773	4608	1345
774	4614	1339
775	4621	1333
776	4627	1328
777	4633	1322
778	4639	1316
779	4646	1310
780	4652	1304
781	4658	1298
782	4664	1292
783	4670	1286
784	4676	1280
785	4682	1274
786	4688	1268
787	4694	1262
788	4700	1257
789	4706	1251
790	4713	1245
791	4719	1239
792	4726	1233
793	4732	1227
794	4738	1222
795	4745	1216
796	4751	1210
797	4758	1204
798	4764	1198
799	4770	1192
800	4776	1186
801	4782	1180
802	4788	1174
803	4794	1168
804	4800	1162
805	4806	1156
806	4811	1150
807	4817	1144
808	4823	1138
809	4830	1133
810	4836	1127
811	4843	1121
812	4849	1115
813	4855	1109
814	4861	1103
815	4867	1097
816	4873	1091
817	4879	1085
818	4885	1079
819	4892	1073
820	4899	1068
821	4906	1062
822	4912	1056
823	4918	1050
824	4924	1044
825	4931	1038
826	4937	1032
827	4943	1026
828	4949	1021
829	4955	1015
830	4962	1009
831	4968	1003
832	4974	997
833	4980	991
834	4986	985
835	4992	979
836	4999	973
837	5005	967
838	5011	961
839	5018	955
840	5024	949
841	5030	943
842	5036	938
843	5042	932
844	5050	926
845	5057	920
846	5063	914
847	5070	908
848	5076	902
849	5082	896
850	5088	890
851	5094	884
852	5100	878
853	5107	873
854	5113	867
855	5120	861
856	5126	855
857	5132	849
858	5138	843
859	5144	837
860	5150	831
861	5157	825
862	5163	819
863	5169	813
864	5175	807
865	5181	801
866	5187	795
867	5194	789
868	5199	783
869	5205	777
870	5212	771
871	5218	765
872	5224	759
873	5230	754
874	5236	748
875	5242	742
876	5249	736
877	5255	730
878	5261	724
879	5267	718
880	5273	712
881	5279	706
882	5285	700
883	5291	694
884	5297	688
885	5303	682
886	5310	676
887	5316	670
888	5322	664
889	5328	658
890	5334	652
891	5340	646
892	5347	640
893	5353	634
894	5359	628
895	5365	622
896	5371	616
897	5378	610
898	5384	604
899	5391	599
900	5397	593
901	5403	587
902	5408	581
903	5415	575
904	5421	569
905	5428	563
906	5434	557
907	5440	551
908	5446	545
909	5452	539
910	5459	533
911	5464	527
912	5472	521
913	5478	515
914	5485	509
915	5491	503
916	5497	497
917	5504	491
918	5511	485
919	5517	479
920	5523	473
921	5530	467
922	5536	461
923	5541	455
924	5548	449
925	5554	443
926	5560	437
927	5566	431
928	5572	425
929	5578	419
930	5584	413
931	5590	407
932	5596	401
933	5602	395
934	5608	389
935	5614	383
936	5620	377
937	5627	371
938	5632	365
939	5638	359
940	5644	353
941	5650	347
942	5657	341
943	5663	335
944	5669	329
945	5675	323
946	5681	317
947	5687	311
948	5693	305
949	5699	299
950	5705	293
951	5712	288
952	5718	282
953	5724	276
954	5730	270
955	5735	263
956	5741	257
957	5747	251
958	5753	245
959	5759	239
960	5765	233
961	5771	227
962	5777	221
963	5783	215
964	5790	210
965	5795	203
966	5802	198
967	5808	192
968	5814	186
969	5819	179
970	5825	173
971	5831	167
972	5837	161
973	5843	155
974	5849	149
975	5856	144
976	5862	138
977	5868	132
978	5873	125
979	5879	119
980	5886	114
981	5891	107
982	5897	101
983	5903	95
984	5909	89
985	5916	84
986	5922	78
987	5928	72
988	5934	66
989	5940	60
990	5946	54
991	5952	48
992	5959	42
993	5965	36
994	5971	30
995	5977	24
996	5983	18
997	5990	12
998	5996	6
999	6002	0
