,PM,Date
2090,49.11,2020-10-02
2091,48.57,2020-10-03
2092,49.69,2020-10-04
2093,48.13,2020-10-05
2094,81.34,2020-10-06
2095,87.84,2020-10-07
2096,72.4,2020-10-08
2097,66.17,2020-10-09
2098,68.68,2020-10-10
2099,66.34,2020-10-11
2100,76.18,2020-10-12
2101,82.64,2020-10-13
2102,87.53,2020-10-14
2103,167.78,2020-10-15
2104,137.75,2020-10-16
2105,113.02,2020-10-17
2106,91.52,2020-10-18
2107,84.78,2020-10-19
2108,81.47,2020-10-20
2109,80.91,2020-10-21
2110,86.08,2020-10-22
2111,76.83,2020-10-23
2112,66.16,2020-10-24
2113,61.52,2020-10-25
2114,63.73,2020-10-26
2115,58.38,2020-10-27
2116,59.02,2020-10-28
2117,68.56,2020-10-29
2118,62.91,2020-10-30
2119,69.21,2020-10-31
2120,69.41,2020-11-01
2121,61.81,2020-11-02
2122,59.88,2020-11-03
2123,67.21,2020-11-04
2124,61.9,2020-11-05
2125,63.31,2020-11-06
2126,60.75,2020-11-07
2127,62.24,2020-11-08
2128,82.7,2020-11-09
2129,81.61,2020-11-10
2130,69.92,2020-11-11
2131,64.8,2020-11-12
2132,66.81,2020-11-13
2133,70.29,2020-11-14
2134,60.64,2020-11-15
2135,77.13,2020-11-16
2136,80.52,2020-11-17
2137,82.8,2020-11-18
2138,92.65,2020-11-19
2139,89.81,2020-11-20
2140,77.38,2020-11-21
2141,73.3,2020-11-22
2142,65.54,2020-11-23
2143,73.15,2020-11-24
2144,104.7,2020-11-25
2145,90.34,2020-11-26
2146,91.17,2020-11-27
2147,91.62,2020-11-28
2148,84.84,2020-11-29
2149,80.82,2020-11-30
2150,78.58,2020-12-01
2151,80.49,2020-12-02
2152,102.07,2020-12-03
2153,124.36,2020-12-04
2154,116.6,2020-12-05
2155,107.23,2020-12-06
2156,119.53,2020-12-07
2157,123.65,2020-12-08
2158,107.15,2020-12-09
2159,104.77,2020-12-10
2160,106.78,2020-12-11
2161,118.33,2020-12-12
2162,106.7,2020-12-13
2163,92.91,2020-12-14
2164,91.07,2020-12-15
2165,111.41,2020-12-16
2166,103.83,2020-12-17
2167,83.72,2020-12-18
2168,76.38,2020-12-19
2169,72.41,2020-12-20
2170,107.17,2020-12-21
2171,104.09,2020-12-22
2172,87.18,2020-12-23
2173,85.84,2020-12-24
2174,77.83,2020-12-25
2175,71.56,2020-12-26
2176,65.73,2020-12-27
2177,53.27,2020-12-28
2178,55.02,2020-12-29
2179,58.02,2020-12-30
2180,64.09,2020-12-31
2181,63.4,2021-01-01
2182,77.98,2021-01-02
2183,74.65,2021-01-03
2184,73.74,2021-01-04
2185,56.74,2021-01-05
2186,61.19,2021-01-06
2187,63.88,2021-01-07
2188,56.78,2021-01-08
2189,35.03,2021-01-09
2190,41.84,2021-01-10
2191,61.38,2021-01-11
2192,69.91,2021-01-12
2193,77.62,2021-01-13
2194,84.7,2021-01-14
2195,98,2021-01-15
2196,90.5,2021-01-16
2197,85.74,2021-01-17
2198,85.27,2021-01-18
2199,69.46,2021-01-19
2200,60.01,2021-01-20
2201,56.17,2021-01-21
2202,69.99,2021-01-22
2203,78.95,2021-01-23
2204,79.22,2021-01-24
2205,80.49,2021-01-25
2206,88.35,2021-01-26
2207,78.96,2021-01-27
2208,76.31,2021-01-28
2209,74.09,2021-01-29
2210,73.69,2021-01-30
2211,77.56,2021-01-31
2212,93.17,2021-02-01
2213,88.82,2021-02-02
2214,93.74,2021-02-03
2215,78.01,2021-02-04
2216,65.53,2021-02-05
2217,71.4,2021-02-06
2218,74.11,2021-02-07
2219,74.19,2021-02-08
2220,76.97,2021-02-09
2221,80.8,2021-02-10
2222,82.31,2021-02-11
2223,87.84,2021-02-12
2224,87.84,2021-02-13
2225,85.5,2021-02-14
2226,87.05,2021-02-15
2227,86.54,2021-02-16
2228,83.33,2021-02-17
2229,84.09,2021-02-18
2230,88.08,2021-02-19
2231,85.72,2021-02-20
2232,88.35,2021-02-21
2233,89.93,2021-02-22
2234,99.52,2021-02-23
2235,103.35,2021-02-24
2236,112.4,2021-02-25
2237,124,2021-02-26
2238,125.28,2021-02-27
2239,110.88,2021-02-28
2240,109.55,2021-03-01
2241,110.77,2021-03-02
2242,115.51,2021-03-03
2243,124.45,2021-03-04
2244,128.05,2021-03-05
2245,110.7,2021-03-06
2246,100.29,2021-03-07
2247,73.72,2021-03-08
2248,50.1,2021-03-09
2249,48.79,2021-03-10
2250,46.31,2021-03-11
2251,42.73,2021-03-12
2252,40.38,2021-03-13
2253,39.62,2021-03-14
2254,39.67,2021-03-15
2255,43.24,2021-03-16
2256,49.18,2021-03-17
2257,50.57,2021-03-18
2258,51.03,2021-03-19
2259,49.71,2021-03-20
2260,43.33,2021-03-21
2261,45.84,2021-03-22
2262,39.31,2021-03-23
2263,47,2021-03-24
2264,46.11,2021-03-25
2265,48.95,2021-03-26
2266,56.48,2021-03-27
2267,49.95,2021-03-28
2268,43.28,2021-03-29
2269,46.03,2021-03-30
2270,32.43,2021-03-31
2271,30.75,2021-04-01
2272,27.75,2021-04-02
2273,25.11,2021-04-03
2274,24.87,2021-04-04
2275,29.94,2021-04-05
2276,40.26,2021-04-06
2277,43.59,2021-04-07
2278,41.47,2021-04-08
2279,35.06,2021-04-09
2280,28.19,2021-04-10
2281,23.25,2021-04-11
2282,24.77,2021-04-12
2283,24.41,2021-04-13
2284,29.91,2021-04-14
2285,53.21,2021-04-15
2286,82.28,2021-04-16
2287,85.18,2021-04-17
2288,78.95,2021-04-18
2289,70.08,2021-04-19
2290,61.13,2021-04-20
2291,75.31,2021-04-21
2292,71.31,2021-04-22
2293,63.63,2021-04-23
2294,43.68,2021-04-24
2295,35.16,2021-04-25
2296,53.07,2021-04-26
2297,58.61,2021-04-27
2298,52.16,2021-04-28
2299,48.74,2021-04-29
2300,45.09,2021-04-30
2301,43.3,2021-05-01
2302,42.31,2021-05-02
2303,51.78,2021-05-03
2304,50.18,2021-05-04
2305,48.28,2021-05-05
2306,49.43,2021-05-06
2307,43.1,2021-05-07
2308,59.09,2021-05-08
2309,57.13,2021-05-09
2310,46.48,2021-05-10
2311,47.28,2021-05-11
2312,54.71,2021-05-12
2313,50.92,2021-05-13
2314,53.7,2021-05-14
2315,52.74,2021-05-15
2316,49.55,2021-05-16
2317,46.35,2021-05-17
2318,47.44,2021-05-18
2319,47.29,2021-05-19
2320,40.06,2021-05-20
2321,52.85,2021-05-21
2322,41.79,2021-05-22
2323,44.82,2021-05-23
2324,44.68,2021-05-24
2325,44.47,2021-05-25
2326,55.74,2021-05-26
2327,71.58,2021-05-27
2328,83.29,2021-05-28
2329,87.84,2021-05-29
2330,95.8,2021-05-30
2331,106.62,2021-05-31
2332,112.17,2021-06-01
2333,103.19,2021-06-02
2334,98.99,2021-06-03
2335,122.05,2021-06-04
2336,130.49,2021-06-05
2337,133.03,2021-06-06
2338,133.34,2021-06-07
2339,135.13,2021-06-08
2340,136.73,2021-06-09
2341,133.38,2021-06-10
2342,92.09,2021-06-11
2343,138.99,2021-06-12
2344,121.01,2021-06-13
2345,116.66,2021-06-14
2346,140.06,2021-06-15
2347,136.03,2021-06-16
2348,133.4,2021-06-17
2349,125.03,2021-06-18
2350,109.14,2021-06-19
2351,90.36,2021-06-20
2352,85.41,2021-06-21
2353,87.48,2021-06-22
2354,116.11,2021-06-23
2355,93.03,2021-06-24
2356,105.73,2021-06-25
2357,85.72,2021-06-26
2358,70,2021-06-27
2359,88.09,2021-06-28
2360,98.1,2021-06-29
2361,104.75,2021-06-30
2362,110.96,2021-07-01
2363,115.73,2021-07-02
2364,100.12,2021-07-03
2365,85.74,2021-07-04
2366,100.72,2021-07-05
2367,89.74,2021-07-06
2368,82.11,2021-07-07
2369,92.77,2021-07-08
2370,75.31,2021-07-09
2371,57.92,2021-07-10
2372,58.86,2021-07-11
2373,64.24,2021-07-12
2374,70.79,2021-07-13
2375,63.35,2021-07-14
2376,73.05,2021-07-15
2377,72.09,2021-07-16
2378,73.27,2021-07-17
2379,78.62,2021-07-18
2380,79.02,2021-07-19
2381,56.4,2021-07-20
2382,61.96,2021-07-21
2383,75.01,2021-07-22
2384,74.36,2021-07-23
2385,78.88,2021-07-24
2386,80.8,2021-07-25
2387,73.57,2021-07-26
2388,92.77,2021-07-27
2389,86.19,2021-07-28
2390,75.21,2021-07-29
2391,72.25,2021-07-30
2392,69.95,2021-07-31
2393,73.28,2021-08-01
2394,81.78,2021-08-02
2395,72.94,2021-08-03
2396,74.8,2021-08-04
2397,69.85,2021-08-05
2398,98.55,2021-08-06
2399,128.71,2021-08-07
2400,106.06,2021-08-08
2401,87.66,2021-08-09
2402,86.25,2021-08-10
2403,82.47,2021-08-11
2404,81.98,2021-08-12
2405,70.61,2021-08-13
2406,55.24,2021-08-14
2407,46.13,2021-08-15
2408,47.71,2021-08-16
2409,60.05,2021-08-17
2410,67.77,2021-08-18
2411,80.08,2021-08-19
2412,83.3,2021-08-20
2413,79.01,2021-08-21
2414,None,2021-08-22
2415,48.32,2021-08-23
2416,34.93,2021-08-24
2417,35.04,2021-08-25
2418,34.93,2021-08-26
2419,37.02,2021-08-27
2420,36.25,2021-08-28
2421,35.5,2021-08-29
2422,34.99,2021-08-30
2423,36.04,2021-08-31
2424,37.2,2021-09-01
2425,34.82,2021-09-02
2426,36.62,2021-09-03
2427,35.27,2021-09-04
2428,35,2021-09-05
2429,34.87,2021-09-06
2430,35.23,2021-09-07
2431,35.25,2021-09-08
2432,34.44,2021-09-09
2433,35.26,2021-09-10
2434,34.32,2021-09-11
2435,34.42,2021-09-12
2436,34.72,2021-09-13
2437,35.71,2021-09-14
2438,34.82,2021-09-15
2439,34.42,2021-09-16
2440,35.45,2021-09-17
2441,35.73,2021-09-18
2442,34.29,2021-09-19
2443,35.46,2021-09-20
2444,34.96,2021-09-21
2445,35.28,2021-09-22
2446,34.56,2021-09-23
2447,35.03,2021-09-24
2448,35.67,2021-09-25
2449,34.01,2021-09-26
2450,34.77,2021-09-27
2451,34.91,2021-09-28
2452,34.87,2021-09-29
2453,34.8,2021-09-30
2454,36.22,2021-10-01
2455,34.91,2021-10-02
2456,35.08,2021-10-03
2457,35.04,2021-10-04
2458,34.92,2021-10-05
2459,34.73,2021-10-06
2460,34.95,2021-10-07
2461,35.51,2021-10-08
2462,36.82,2021-10-09
2463,35.38,2021-10-10
2464,35.05,2021-10-11
2465,34.88,2021-10-12
2466,34.58,2021-10-13
2467,35.26,2021-10-14
2468,35.31,2021-10-15
2469,35.49,2021-10-16
2470,33.85,2021-10-17
2471,34.7,2021-10-18
2472,29.38,2021-10-19
2473,39.91,2021-10-20
2474,39.98,2021-10-21
2475,31.55,2021-10-22
2476,30.76,2021-10-23
2477,30.58,2021-10-24
2478,34.02,2021-10-25
2479,35.29,2021-10-26
2480,33.52,2021-10-27
2481,24.76,2021-10-28
2482,16.36,2021-10-29
2483,16.29,2021-10-30
2484,16.27,2021-10-31
2485,28.08,2021-11-01
2486,23.34,2021-11-02
2487,8.58,2021-11-03
2488,10.45,2021-11-04
2489,20.79,2021-11-05
2490,20.19,2021-11-06
2491,20.58,2021-11-07
2492,20.67,2021-11-08
2493,20.41,2021-11-09
2494,20.07,2021-11-10
2495,19.73,2021-11-11
2496,20.76,2021-11-12
2497,20.57,2021-11-13
2498,20.84,2021-11-14
2499,20.85,2021-11-15
2500,20.94,2021-11-16
2501,19.81,2021-11-17
2502,20.61,2021-11-18
2503,20.27,2021-11-19
2504,19.41,2021-11-20
2505,18.81,2021-11-21
2506,18.48,2021-11-22
2507,18.51,2021-11-23
2508,18.52,2021-11-24
2509,18.6,2021-11-25
2510,17.72,2021-11-26
2511,18.4,2021-11-27
2512,18.68,2021-11-28
2513,18.49,2021-11-29
2514,19.35,2021-11-30
2515,18.81,2021-12-01
2516,18.52,2021-12-02
2517,19.08,2021-12-03
2518,17.86,2021-12-04
2519,18.46,2021-12-05
2520,19.21,2021-12-06
2521,19.77,2021-12-07
2522,18.99,2021-12-08
2523,18.23,2021-12-09
2524,19.04,2021-12-10
2525,18.23,2021-12-11
2526,18.12,2021-12-12
2527,18.31,2021-12-13
2528,18,2021-12-14
2529,18.97,2021-12-15
2530,18.57,2021-12-16
2531,18.69,2021-12-17
2532,27.14,2021-12-18
2533,26.75,2021-12-19
2534,23.24,2021-12-20
2535,26.7,2021-12-21
2536,27.3,2021-12-22
2537,34.9,2021-12-23
2538,16.78,2021-12-24
2539,14.48,2021-12-25
2540,15.66,2021-12-26
2541,14.04,2021-12-27
2542,15.85,2021-12-28
2543,25.56,2021-12-29
2544,26.82,2021-12-30
2545,18.79,2021-12-31
2546,18.95,2022-01-01
2547,18.47,2022-01-02
2548,18.19,2022-01-03
2549,18.81,2022-01-04
2550,18.41,2022-01-05
2551,18.4,2022-01-06
2552,20.43,2022-01-07
2553,29.04,2022-01-08
2554,52.37,2022-01-09
2555,54.06,2022-01-10
2556,48.54,2022-01-11
2557,47.03,2022-01-12
2558,46.05,2022-01-13
2559,47.08,2022-01-14
2560,49.64,2022-01-15
2561,55.92,2022-01-16
2562,61.04,2022-01-17
2563,58.56,2022-01-18
2564,68.23,2022-01-19
2565,64.7,2022-01-20
2566,35.68,2022-01-21
2567,18.4,2022-01-22
2568,17.82,2022-01-23
2569,18.36,2022-01-24
2570,18.81,2022-01-25
2571,18.19,2022-01-26
2572,18.18,2022-01-27
2573,18.69,2022-01-28
2574,18.55,2022-01-29
2575,18.39,2022-01-30
2576,19.93,2022-01-31
2577,18.59,2022-02-01
2578,17.98,2022-02-02
2579,18.01,2022-02-03
2580,20.11,2022-02-04
2581,18.43,2022-02-05
2582,24.85,2022-02-06
2583,49.45,2022-02-07
2584,51.18,2022-02-08
2585,46.88,2022-02-09
2586,44.35,2022-02-10
2587,40.09,2022-02-11
2588,38.99,2022-02-12
2589,72.07,2022-02-13
2590,41.3,2022-02-14
2591,43.38,2022-02-15
2592,42.71,2022-02-16
2593,38.39,2022-02-17
2594,43.55,2022-02-18
2595,35.18,2022-02-19
2596,29.21,2022-02-20
2597,28.12,2022-02-21
2598,30.86,2022-02-22
2599,23.88,2022-02-23
2600,19.1,2022-02-24
2601,18.89,2022-02-25
2602,17.9,2022-02-26
2603,17.67,2022-02-27
2604,21.12,2022-02-28
2605,28.13,2022-03-01
2606,27.25,2022-03-02
2607,25.8,2022-03-03
2608,18.3,2022-03-04
2609,18.87,2022-03-05
2610,19.21,2022-03-06
2611,19.52,2022-03-07
2612,18.17,2022-03-08
2613,17.32,2022-03-09
2614,18.21,2022-03-10
2615,18.29,2022-03-11
2616,18.32,2022-03-12
2617,18.13,2022-03-13
2618,18.19,2022-03-14
2619,19.08,2022-03-15
2620,17.44,2022-03-16
2621,18.95,2022-03-17
2622,17.94,2022-03-18
2623,18.24,2022-03-19
2624,17.78,2022-03-20
2625,18.71,2022-03-21
2626,17.99,2022-03-22
2627,18.97,2022-03-23
2628,17.5,2022-03-24
2629,18.13,2022-03-25
2630,18.33,2022-03-26
2631,18.58,2022-03-27
2632,18.94,2022-03-28
2633,19.17,2022-03-29
2634,19.18,2022-03-30
2635,19.76,2022-03-31
2636,18.87,2022-04-01
2637,18.84,2022-04-02
2638,19.1,2022-04-03
2639,18.33,2022-04-04
2640,17.89,2022-04-05
2641,17.88,2022-04-06
2642,18.63,2022-04-07
2643,19.02,2022-04-08
2644,19.11,2022-04-09
2645,18.84,2022-04-10
2646,18.43,2022-04-11
2647,17.81,2022-04-12
2648,18.27,2022-04-13
2649,17.71,2022-04-14
2650,18.2,2022-04-15
2651,29.07,2022-04-16
2652,18.32,2022-04-17
2653,18.3,2022-04-18
2654,18.87,2022-04-19
2655,18.56,2022-04-20
2656,18.23,2022-04-21
2657,19,2022-04-22
2658,18.25,2022-04-23
2659,18.62,2022-04-24
2660,18.89,2022-04-25
2661,17.86,2022-04-26
2662,23.71,2022-04-27
2663,22.63,2022-04-28
2664,25.81,2022-04-29
2665,33.39,2022-04-30
2666,44.91,2022-05-01
2667,33.44,2022-05-02
2668,33.18,2022-05-03
2669,31.51,2022-05-04
2670,38.51,2022-05-05
2671,29.13,2022-05-06
2672,17.92,2022-05-07
2673,17.79,2022-05-08
2674,18.73,2022-05-09
2675,18.82,2022-05-10
2676,19.71,2022-05-11
2677,18.3,2022-05-12
2678,18.76,2022-05-13
2679,19.25,2022-05-14
2680,18.79,2022-05-15
2681,27.18,2022-05-16
2682,22.57,2022-05-17
2683,21.6,2022-05-18
2684,21.17,2022-05-19
2685,24.54,2022-05-20
2686,17.64,2022-05-21
2687,18.7,2022-05-22
2688,18.27,2022-05-23
2689,19.77,2022-05-24
2690,19,2022-05-25
2691,18.59,2022-05-26
2692,18.08,2022-05-27
2693,19.18,2022-05-28
2694,18.12,2022-05-29
2695,18.6,2022-05-30
2696,18.69,2022-05-31
2697,18.91,2022-06-01
2698,18.98,2022-06-02
2699,18.45,2022-06-03
2700,18.1,2022-06-04
2701,18.55,2022-06-05
2702,18.92,2022-06-06
2703,17.8,2022-06-07
2704,18.6,2022-06-08
2705,17.84,2022-06-09
2706,18.71,2022-06-10
2707,19.07,2022-06-11
2708,17.85,2022-06-12
2709,18.01,2022-06-13
2710,18.93,2022-06-14
2711,18.37,2022-06-15
2712,18.71,2022-06-16
2713,18.99,2022-06-17
2714,10.81,2022-06-18
2715,8.97,2022-06-19
2716,14.9,2022-06-20
2717,17.94,2022-06-21
2718,18.43,2022-06-22
2719,19.17,2022-06-23
2720,19.01,2022-06-24
2721,17.01,2022-06-25
2722,18.45,2022-06-26
2723,18.6,2022-06-27
2724,18.5,2022-06-28
2725,18.87,2022-06-29
2726,19.17,2022-06-30
2727,18.42,2022-07-01
2728,19.27,2022-07-02
2729,18.55,2022-07-03
2730,18.4,2022-07-04
2731,19.6,2022-07-05
2732,18.62,2022-07-06
2733,18.73,2022-07-07
2734,19.26,2022-07-08
2735,18.92,2022-07-09
2736,18.96,2022-07-10
2737,18.63,2022-07-11
2738,17.88,2022-07-12
2739,18.43,2022-07-13
2740,17.52,2022-07-14
2741,17.75,2022-07-15
2742,18.81,2022-07-16
2743,18.96,2022-07-17
2744,19.16,2022-07-18
2745,17.74,2022-07-19
2746,18.52,2022-07-20
2747,19.11,2022-07-21
2748,18.69,2022-07-22
2749,17.44,2022-07-23
2750,19.67,2022-07-24
2751,19.08,2022-07-25
2752,17.09,2022-07-26
2753,18.33,2022-07-27
2754,19.64,2022-07-28
2755,19.01,2022-07-29
2756,17.73,2022-07-30
2757,18.75,2022-07-31
2758,18.39,2022-08-01
2759,18.58,2022-08-02
2760,18.35,2022-08-03
2761,18.55,2022-08-04
2762,18.45,2022-08-05
2763,19.17,2022-08-06
2764,18.19,2022-08-07
2765,17.74,2022-08-08
2766,18.28,2022-08-09
2767,19.18,2022-08-10
2768,18.9,2022-08-11
2769,18.66,2022-08-12
2770,18.99,2022-08-13
2771,18.82,2022-08-14
2772,19.05,2022-08-15
2773,18.82,2022-08-16
2774,18.04,2022-08-17
2775,18.32,2022-08-18
2776,19.49,2022-08-19
2777,19.08,2022-08-20
2778,18.77,2022-08-21
2779,18.83,2022-08-22
2780,18.97,2022-08-23
2781,17.87,2022-08-24
2782,19.57,2022-08-25
2783,17.87,2022-08-26
2784,19.19,2022-08-27
2785,18.33,2022-08-28
2786,18.72,2022-08-29
2787,17.86,2022-08-30
2788,19.21,2022-08-31
2789,19.18,2022-09-01
2790,18.53,2022-09-02
2791,18.12,2022-09-03
2792,18.14,2022-09-04
2793,19.22,2022-09-05
2794,18.52,2022-09-06
2795,18.7,2022-09-07
2796,17.63,2022-09-08
2797,17.84,2022-09-09
2798,17.69,2022-09-10
2799,18.86,2022-09-11
2800,18.32,2022-09-12
2801,18.03,2022-09-13
2802,18.04,2022-09-14
2803,18.18,2022-09-15
2804,18.57,2022-09-16
2805,19.19,2022-09-17
2806,18.67,2022-09-18
2807,18.51,2022-09-19
2808,19.35,2022-09-20
2809,18.11,2022-09-21
2810,18.96,2022-09-22
2811,17.63,2022-09-23
2812,19.63,2022-09-24
2813,18.22,2022-09-25
2814,17.83,2022-09-26
2815,18.92,2022-09-27
2816,18.02,2022-09-28
2817,18.92,2022-09-29
2818,18.69,2022-09-30
2819,17.95,2022-10-01
2820,18.85,2022-10-02
2821,29.64,2022-10-03
2822,45.5,2022-10-04
2823,45.72,2022-10-05
2824,45.62,2022-10-06
2825,49.06,2022-10-07
2826,53.05,2022-10-08
2827,53.18,2022-10-09
2828,52.87,2022-10-10
2829,53.19,2022-10-11
2830,48.33,2022-10-12
2831,41.48,2022-10-13
2832,53.33,2022-10-14
2833,52.98,2022-10-15
2834,35.51,2022-10-16
2835,30.33,2022-10-17
2836,23.82,2022-10-18
2837,13.07,2022-10-19
2838,12.83,2022-10-20
2839,34.06,2022-10-21
2840,10.64,2022-10-22
2841,13.57,2022-10-23
2842,11.33,2022-10-24
2843,24.89,2022-10-25
2844,23.64,2022-10-26
2845,31.33,2022-10-27
2846,17.32,2022-10-28
2847,14.96,2022-10-29
2848,18,2022-10-30
2849,30.49,2022-10-31
2850,14.67,2022-11-01
2851,27.6,2022-11-02
2852,29.58,2022-11-03
2853,17.98,2022-11-04
2854,14.47,2022-11-05
2855,16.92,2022-11-06
2856,22.32,2022-11-07
2857,28.71,2022-11-08
2858,27.66,2022-11-09
2859,17.85,2022-11-10
2860,16.62,2022-11-11
2861,13.85,2022-11-12
2862,26.51,2022-11-13
2863,29.11,2022-11-14
2864,22.2,2022-11-15
2865,14.86,2022-11-16
2866,20.01,2022-11-17
2867,21.19,2022-11-18
2868,21.05,2022-11-19
2869,28.92,2022-11-20
2870,22.21,2022-11-21
2871,13.88,2022-11-22
2872,13.08,2022-11-23
2873,13.14,2022-11-24
2874,13.66,2022-11-25
2875,19.64,2022-11-26
2876,28.43,2022-11-27
2877,19.73,2022-11-28
2878,12.41,2022-11-29
2879,,
2880,0-5,
2881,,
2882,,
2883,Toluene,
2884,None,2019-01-01
2885,None,2019-01-02
2886,None,2019-01-03
2887,None,2019-01-04
2888,None,2019-01-05
2889,None,2019-01-06
2890,None,2019-01-07
2891,None,2019-01-08
2892,None,2019-01-09
2893,2.17,2019-01-10
2894,2.31,2019-01-11
2895,4.12,2019-01-12
2896,3.78,2019-01-13
2897,1.72,2019-01-14
2898,1.67,2019-01-15
2899,1.81,2019-01-16
2900,1.97,2019-01-17
2901,1.99,2019-01-18
2902,3.71,2019-01-19
2903,4.08,2019-01-20
2904,2.93,2019-01-21
2905,2.41,2019-01-22
2906,2.31,2019-01-23
2907,1.86,2019-01-24
2908,1.67,2019-01-25
2909,1.4,2019-01-26
2910,1.67,2019-01-27
2911,1.78,2019-01-28
2912,1.52,2019-01-29
2913,6.51,2019-01-30
2914,8.46,2019-01-31
2915,9.95,2019-02-01
2916,7.24,2019-02-02
2917,7.61,2019-02-03
2918,10.58,2019-02-04
2919,7.87,2019-02-05
2920,11.2,2019-02-06
2921,4.65,2019-02-07
2922,3.98,2019-02-08
2923,3.5,2019-02-09
2924,5.01,2019-02-10
2925,6.38,2019-02-11
2926,6.6,2019-02-12
2927,7.96,2019-02-13
2928,6.03,2019-02-14
2929,7.8,2019-02-15
2930,4.3,2019-02-16
2931,4.99,2019-02-17
2932,4.3,2019-02-18
2933,4.38,2019-02-19
2934,4.27,2019-02-20
2935,3.52,2019-02-21
2936,2.82,2019-02-22
2937,2.85,2019-02-23
2938,3.96,2019-02-24
2939,3.21,2019-02-25
2940,2.16,2019-02-26
2941,1.73,2019-02-27
2942,4.04,2019-02-28
2943,3.69,2019-03-01
2944,3.28,2019-03-02
2945,3.57,2019-03-03
2946,3.2,2019-03-04
2947,3.2,2019-03-05
2948,1.47,2019-03-06
2949,2.82,2019-03-07
2950,7.48,2019-03-08
2951,1.14,2019-03-09
2952,1.22,2019-03-10
2953,1.18,2019-03-11
2954,1.17,2019-03-12
2955,1.15,2019-03-13
2956,1.16,2019-03-14
2957,1.14,2019-03-15
2958,1.13,2019-03-16
2959,1.15,2019-03-17
2960,1.14,2019-03-18
2961,1.14,2019-03-19
2962,1.14,2019-03-20
2963,1.15,2019-03-21
2964,1.12,2019-03-22
2965,1.12,2019-03-23
2966,1.14,2019-03-24
2967,1.14,2019-03-25
2968,1.14,2019-03-26
2969,1.17,2019-03-27
2970,1.23,2019-03-28
2971,1.19,2019-03-29
2972,1.19,2019-03-30
2973,1.14,2019-03-31
2974,1.15,2019-04-01
2975,0.8,2019-04-02
2976,0.18,2019-04-03
2977,0.14,2019-04-04
2978,0.13,2019-04-05
2979,0.12,2019-04-06
2980,0.17,2019-04-07
2981,0.13,2019-04-08
2982,0.13,2019-04-09
2983,0.11,2019-04-10
2984,0.12,2019-04-11
2985,0.12,2019-04-12
2986,0.13,2019-04-13
2987,0.12,2019-04-14
2988,0.14,2019-04-15
2989,0.1,2019-04-16
2990,0.11,2019-04-17
2991,0.1,2019-04-18
2992,0.1,2019-04-19
2993,0.13,2019-04-20
2994,0.15,2019-04-21
2995,0.12,2019-04-22
2996,0.15,2019-04-23
2997,0.18,2019-04-24
2998,3.3,2019-04-25
2999,0.21,2019-04-26
3000,0.12,2019-04-27
3001,0.11,2019-04-28
3002,0.11,2019-04-29
3003,0.09,2019-04-30
3004,0.1,2019-05-01
3005,0.11,2019-05-02
3006,0.1,2019-05-03
3007,0.1,2019-05-04
3008,0.12,2019-05-05
3009,17.11,2019-05-06
3010,26.02,2019-05-07
3011,0.19,2019-05-08
3012,0.16,2019-05-09
3013,0.13,2019-05-10
3014,0.16,2019-05-11
3015,0.15,2019-05-12
3016,0.15,2019-05-13
3017,0.14,2019-05-14
3018,0.13,2019-05-15
3019,0.14,2019-05-16
3020,0.12,2019-05-17
3021,0.09,2019-05-18
3022,0.1,2019-05-19
3023,0.24,2019-05-20
3024,0.57,2019-05-21
3025,0.28,2019-05-22
3026,0.4,2019-05-23
3027,0.52,2019-05-24
3028,0.61,2019-05-25
3029,0.46,2019-05-26
3030,0.37,2019-05-27
3031,0.3,2019-05-28
3032,0.54,2019-05-29
3033,0.58,2019-05-30
3034,0.44,2019-05-31
3035,0.23,2019-06-01
3036,0.27,2019-06-02
3037,0.31,2019-06-03
3038,0.34,2019-06-04
3039,0.27,2019-06-05
3040,0.23,2019-06-06
3041,0.27,2019-06-07
3042,0.22,2019-06-08
3043,0.2,2019-06-09
3044,0.21,2019-06-10
3045,0.28,2019-06-11
3046,0.33,2019-06-12
3047,0.36,2019-06-13
3048,0.27,2019-06-14
3049,0.26,2019-06-15
3050,0.33,2019-06-16
3051,0.27,2019-06-17
3052,0.34,2019-06-18
3053,0.35,2019-06-19
3054,0.23,2019-06-20
3055,0.25,2019-06-21
3056,0.3,2019-06-22
3057,0.28,2019-06-23
3058,0.2,2019-06-24
3059,0.29,2019-06-25
3060,0.31,2019-06-26
3061,0.35,2019-06-27
3062,0.32,2019-06-28
3063,0.31,2019-06-29
3064,0.31,2019-06-30
3065,0.35,2019-07-01
3066,0.26,2019-07-02
3067,0.25,2019-07-03
3068,0.26,2019-07-04
3069,0.17,2019-07-05
3070,0.22,2019-07-06
3071,0.27,2019-07-07
3072,0.25,2019-07-08
3073,0.2,2019-07-09
3074,0.2,2019-07-10
3075,0.19,2019-07-11
3076,0.18,2019-07-12
3077,0.17,2019-07-13
3078,0.17,2019-07-14
3079,0.15,2019-07-15
3080,0.14,2019-07-16
3081,3.74,2019-07-17
3082,5.36,2019-07-18
3083,3.75,2019-07-19
3084,0.28,2019-07-20
3085,0.29,2019-07-21
3086,0.25,2019-07-22
3087,0.27,2019-07-23
3088,0.26,2019-07-24
3089,0.18,2019-07-25
3090,0.17,2019-07-26
3091,0.14,2019-07-27
3092,0.16,2019-07-28
3093,0.14,2019-07-29
