,PM,Date
1086,63.36,2021-12-06
1087,107.19,2021-12-07
1088,92.87,2021-12-08
1089,120.79,2021-12-09
1090,114.17,2021-12-10
1091,114.23,2021-12-11
1092,142.42,2021-12-12
1093,136.05,2021-12-13
1094,151.43,2021-12-14
1095,145.04,2021-12-15
1096,168.91,2021-12-16
1097,142.72,2021-12-17
1098,115.04,2021-12-18
1099,123.69,2021-12-19
1100,143.12,2021-12-20
1101,159.04,2021-12-21
1102,167.09,2021-12-22
1103,192.6,2021-12-23
1104,221.16,2021-12-24
1105,244.64,2021-12-25
1106,276.02,2021-12-26
1107,95.63,2021-12-27
1108,96.96,2021-12-28
1109,90.61,2021-12-29
1110,92.6,2021-12-30
1111,117.8,2021-12-31
1112,183.65,2022-01-01
1113,200.28,2022-01-02
1114,184.31,2022-01-03
1115,169.79,2022-01-04
1116,178.04,2022-01-05
1117,81.24,2022-01-06
1118,64.91,2022-01-07
1119,31.09,2022-01-08
1120,31.76,2022-01-09
1121,67.91,2022-01-10
1122,58.92,2022-01-11
1123,81.04,2022-01-12
1124,95.43,2022-01-13
1125,90.58,2022-01-14
1126,87.44,2022-01-15
1127,79.62,2022-01-16
1128,147.96,2022-01-17
1129,134.63,2022-01-18
1130,146.3,2022-01-19
1131,130.02,2022-01-20
1132,139.37,2022-01-21
1133,79.75,2022-01-22
1134,58.08,2022-01-23
1135,57.17,2022-01-24
1136,70.78,2022-01-25
1137,85.73,2022-01-26
1138,93.9,2022-01-27
1139,75.63,2022-01-28
1140,114.88,2022-01-29
1141,108.13,2022-01-30
1142,128.15,2022-01-31
1143,102.65,2022-02-01
1144,83.13,2022-02-02
1145,56.89,2022-02-03
1146,26.48,2022-02-04
1147,49.37,2022-02-05
1148,67.47,2022-02-06
1149,71.18,2022-02-07
1150,81.33,2022-02-08
1151,62.43,2022-02-09
1152,70.24,2022-02-10
1153,61.49,2022-02-11
1154,67.14,2022-02-12
1155,78.23,2022-02-13
1156,85.78,2022-02-14
1157,86.57,2022-02-15
1158,89.13,2022-02-16
1159,91.11,2022-02-17
1160,65.86,2022-02-18
1161,63.38,2022-02-19
1162,59.3,2022-02-20
1163,58.48,2022-02-21
1164,63.44,2022-02-22
1165,85.62,2022-02-23
1166,108.02,2022-02-24
1167,85.94,2022-02-25
1168,19.82,2022-02-26
1169,22.24,2022-02-27
1170,29.65,2022-02-28
1171,47.63,2022-03-01
1172,50.61,2022-03-02
1173,46.49,2022-03-03
1174,32.55,2022-03-04
1175,34.61,2022-03-05
1176,60.73,2022-03-06
1177,73.98,2022-03-07
1178,69.47,2022-03-08
1179,42.6,2022-03-09
1180,38.42,2022-03-10
1181,44.02,2022-03-11
1182,43.11,2022-03-12
1183,53.25,2022-03-13
1184,74.9,2022-03-14
1185,80.4,2022-03-15
1186,59.69,2022-03-16
1187,69.36,2022-03-17
1188,104.44,2022-03-18
1189,86.91,2022-03-19
1190,90.58,2022-03-20
1191,88.98,2022-03-21
1192,60.87,2022-03-22
1193,68.35,2022-03-23
1194,70.58,2022-03-24
1195,58.9,2022-03-25
1196,55.62,2022-03-26
1197,64.91,2022-03-27
1198,84.86,2022-03-28
1199,73.31,2022-03-29
1200,67.21,2022-03-30
1201,90.97,2022-03-31
1202,62.24,2022-04-01
1203,68.98,2022-04-02
1204,89.33,2022-04-03
1205,69.41,2022-04-04
1206,58.82,2022-04-05
1207,63.15,2022-04-06
1208,96.52,2022-04-07
1209,97.53,2022-04-08
1210,83.59,2022-04-09
1211,75.01,2022-04-10
1212,87.65,2022-04-11
1213,77.44,2022-04-12
1214,101.35,2022-04-13
1215,84.48,2022-04-14
1216,56.16,2022-04-15
1217,64.15,2022-04-16
1218,67.62,2022-04-17
1219,96.45,2022-04-18
1220,103.33,2022-04-19
1221,76.57,2022-04-20
1222,91.33,2022-04-21
1223,54.11,2022-04-22
1224,87.65,2022-04-23
1225,86.54,2022-04-24
1226,97.47,2022-04-25
1227,101.3,2022-04-26
1228,140.14,2022-04-27
1229,170.29,2022-04-28
1230,122.31,2022-04-29
1231,133.21,2022-04-30
1232,88.23,2022-05-01
1233,86.92,2022-05-02
1234,110.53,2022-05-03
1235,118.51,2022-05-04
1236,147.02,2022-05-05
1237,137.55,2022-05-06
1238,147.12,2022-05-07
1239,122.01,2022-05-08
1240,95.81,2022-05-09
1241,74.48,2022-05-10
1242,87.37,2022-05-11
1243,80.03,2022-05-12
1244,81.01,2022-05-13
1245,100.96,2022-05-14
1246,112.71,2022-05-15
1247,126.58,2022-05-16
1248,90.28,2022-05-17
1249,102.87,2022-05-18
1250,100.64,2022-05-19
1251,156.83,2022-05-20
1252,146.86,2022-05-21
1253,64.72,2022-05-22
1254,36.91,2022-05-23
1255,45.83,2022-05-24
1256,37.88,2022-05-25
1257,50.51,2022-05-26
1258,72.31,2022-05-27
1259,66.66,2022-05-28
1260,61.88,2022-05-29
1261,79.62,2022-05-30
1262,91.29,2022-05-31
1263,93.02,2022-06-01
1264,82.46,2022-06-02
1265,78.72,2022-06-03
1266,77.13,2022-06-04
1267,80.12,2022-06-05
1268,72.93,2022-06-06
1269,85.74,2022-06-07
1270,98.79,2022-06-08
1271,86.92,2022-06-09
1272,103,2022-06-10
1273,106.31,2022-06-11
1274,88.87,2022-06-12
1275,78.74,2022-06-13
1276,103.56,2022-06-14
1277,43.9,2022-06-15
1278,47.44,2022-06-16
1279,27.79,2022-06-17
1280,27.24,2022-06-18
1281,35.05,2022-06-19
1282,43.15,2022-06-20
1283,32.19,2022-06-21
1284,36.35,2022-06-22
1285,42.66,2022-06-23
1286,45.12,2022-06-24
1287,55.18,2022-06-25
1288,65.67,2022-06-26
1289,53.04,2022-06-27
1290,66.94,2022-06-28
1291,86.46,2022-06-29
1292,42.62,2022-06-30
1293,33.19,2022-07-01
1294,43.13,2022-07-02
1295,34.61,2022-07-03
1296,31.81,2022-07-04
1297,76.43,2022-07-05
1298,48.95,2022-07-06
1299,46.26,2022-07-07
1300,40.19,2022-07-08
1301,41.2,2022-07-09
1302,29.45,2022-07-10
1303,34.54,2022-07-11
1304,44.63,2022-07-12
1305,40.75,2022-07-13
1306,27.76,2022-07-14
1307,17.29,2022-07-15
1308,25.59,2022-07-16
1309,21.11,2022-07-17
1310,32.95,2022-07-18
1311,44.85,2022-07-19
1312,37.41,2022-07-20
1313,17.13,2022-07-21
1314,40.83,2022-07-22
1315,57.1,2022-07-23
1316,24.66,2022-07-24
1317,21.97,2022-07-25
1318,26.79,2022-07-26
1319,35.63,2022-07-27
1320,24.75,2022-07-28
1321,10.6,2022-07-29
1322,14.48,2022-07-30
1323,16.71,2022-07-31
1324,22.35,2022-08-01
1325,42.04,2022-08-02
1326,44.88,2022-08-03
1327,40.81,2022-08-04
1328,29.76,2022-08-05
1329,38.16,2022-08-06
1330,40.71,2022-08-07
1331,38.07,2022-08-08
1332,42.81,2022-08-09
1333,18.27,2022-08-10
1334,17.28,2022-08-11
1335,17.02,2022-08-12
1336,32.48,2022-08-13
1337,34.7,2022-08-14
1338,24.46,2022-08-15
1339,21.22,2022-08-16
1340,15.05,2022-08-17
1341,21.36,2022-08-18
1342,19.84,2022-08-19
1343,30.21,2022-08-20
1344,34.1,2022-08-21
1345,40.41,2022-08-22
1346,30.31,2022-08-23
1347,21.74,2022-08-24
1348,27.65,2022-08-25
1349,29.08,2022-08-26
1350,29.81,2022-08-27
1351,36.71,2022-08-28
1352,42.09,2022-08-29
1353,45.38,2022-08-30
1354,43.27,2022-08-31
1355,35.87,2022-09-01
1356,35.68,2022-09-02
1357,30.81,2022-09-03
1358,51.27,2022-09-04
1359,21.86,2022-09-05
1360,29.78,2022-09-06
1361,44.03,2022-09-07
1362,63.16,2022-09-08
1363,67.46,2022-09-09
1364,61.75,2022-09-10
1365,40.66,2022-09-11
1366,36.97,2022-09-12
1367,25.27,2022-09-13
1368,25.12,2022-09-14
1369,13.63,2022-09-15
1370,8.35,2022-09-16
1371,27.91,2022-09-17
1372,42.63,2022-09-18
1373,44.13,2022-09-19
1374,62.07,2022-09-20
1375,26.02,2022-09-21
1376,11.18,2022-09-22
1377,17.09,2022-09-23
1378,19.61,2022-09-24
1379,11.8,2022-09-25
1380,29.36,2022-09-26
1381,29.74,2022-09-27
1382,40.97,2022-09-28
1383,59.03,2022-09-29
1384,75.53,2022-09-30
1385,68.67,2022-10-01
1386,59.81,2022-10-02
1387,41.34,2022-10-03
1388,50.96,2022-10-04
1389,58.87,2022-10-05
1390,41.06,2022-10-06
1391,13.63,2022-10-07
1392,17.67,2022-10-08
1393,9.48,2022-10-09
1394,7.63,2022-10-10
1395,19.96,2022-10-11
1396,25.95,2022-10-12
1397,41.98,2022-10-13
1398,73.47,2022-10-14
1399,83.34,2022-10-15
1400,83.39,2022-10-16
1401,109.88,2022-10-17
1402,97.6,2022-10-18
1403,75.06,2022-10-19
1404,82.37,2022-10-20
1405,99.72,2022-10-21
1406,96.84,2022-10-22
1407,119.04,2022-10-23
1408,160.81,2022-10-24
1409,122.87,2022-10-25
1410,163.88,2022-10-26
1411,165.68,2022-10-27
1412,164.34,2022-10-28
1413,156.59,2022-10-29
1414,133.52,2022-10-30
1415,247.36,2022-10-31
1416,118.11,2022-11-01
1417,237.09,2022-11-02
1418,319.74,2022-11-03
1419,295.57,2022-11-04
1420,131.11,2022-11-05
1421,102.79,2022-11-06
1422,185.56,2022-11-07
1423,136.81,2022-11-08
1424,107.72,2022-11-09
1425,241.18,2022-11-10
1426,203.89,2022-11-11
1427,156.94,2022-11-12
1428,171.93,2022-11-13
1429,139.62,2022-11-14
1430,80.74,2022-11-15
1431,119.78,2022-11-16
1432,132.85,2022-11-17
1433,160.1,2022-11-18
1434,153.49,2022-11-19
1435,127.72,2022-11-20
1436,112.15,2022-11-21
1437,101.78,2022-11-22
1438,97.56,2022-11-23
1439,101.77,2022-11-24
1440,131.29,2022-11-25
1441,162.68,2022-11-26
1442,156.42,2022-11-27
1443,158.17,2022-11-28
1444,178.69,2022-11-29
1445,,
1446,0-200,
1447,,
1448,,
1449,NH3,
1450,None,2019-01-01
1451,None,2019-01-02
1452,None,2019-01-03
1453,None,2019-01-04
1454,None,2019-01-05
1455,None,2019-01-06
1456,None,2019-01-07
1457,None,2019-01-08
1458,None,2019-01-09
1459,14.12,2019-01-10
1460,13.63,2019-01-11
1461,13.84,2019-01-12
1462,14.27,2019-01-13
1463,26.1,2019-01-14
1464,61.22,2019-01-15
1465,60.66,2019-01-16
1466,52.77,2019-01-17
1467,43.29,2019-01-18
1468,37.35,2019-01-19
1469,37.59,2019-01-20
1470,37.25,2019-01-21
1471,34.57,2019-01-22
1472,27.99,2019-01-23
1473,25.76,2019-01-24
1474,25.42,2019-01-25
1475,25.03,2019-01-26
1476,26.35,2019-01-27
1477,28.97,2019-01-28
1478,32.98,2019-01-29
1479,71.22,2019-01-30
1480,65.34,2019-01-31
1481,61.02,2019-02-01
1482,47.44,2019-02-02
1483,41.45,2019-02-03
1484,72.47,2019-02-04
1485,95.38,2019-02-05
1486,105.75,2019-02-06
1487,64.86,2019-02-07
1488,68.09,2019-02-08
1489,64.34,2019-02-09
1490,80.83,2019-02-10
1491,101.44,2019-02-11
1492,105.94,2019-02-12
1493,97.49,2019-02-13
1494,73.43,2019-02-14
1495,77.81,2019-02-15
1496,57.06,2019-02-16
1497,65.58,2019-02-17
1498,74.12,2019-02-18
1499,60.51,2019-02-19
1500,61.48,2019-02-20
1501,61.4,2019-02-21
1502,54.93,2019-02-22
1503,58.44,2019-02-23
1504,62.62,2019-02-24
1505,59.82,2019-02-25
1506,51.89,2019-02-26
1507,48.24,2019-02-27
1508,70.35,2019-02-28
1509,67.82,2019-03-01
1510,60.76,2019-03-02
1511,52.36,2019-03-03
1512,56.41,2019-03-04
1513,56.62,2019-03-05
1514,61.57,2019-03-06
1515,70.64,2019-03-07
1516,57.5,2019-03-08
1517,54.22,2019-03-09
1518,55.5,2019-03-10
1519,60.05,2019-03-11
1520,73.45,2019-03-12
1521,69.7,2019-03-13
1522,65.33,2019-03-14
1523,63.03,2019-03-15
1524,58.68,2019-03-16
1525,59.88,2019-03-17
1526,66.9,2019-03-18
1527,61.61,2019-03-19
1528,69.39,2019-03-20
1529,55.29,2019-03-21
1530,52.99,2019-03-22
1531,55.9,2019-03-23
1532,51.06,2019-03-24
1533,72.94,2019-03-25
1534,78.62,2019-03-26
1535,89.55,2019-03-27
1536,119.8,2019-03-28
1537,82.37,2019-03-29
1538,60.59,2019-03-30
1539,42.36,2019-03-31
1540,47.07,2019-04-01
1541,51.61,2019-04-02
1542,54.95,2019-04-03
1543,55.02,2019-04-04
1544,39.37,2019-04-05
1545,19.91,2019-04-06
1546,20.32,2019-04-07
1547,18.24,2019-04-08
1548,26.24,2019-04-09
1549,19.03,2019-04-10
1550,21.28,2019-04-11
1551,20.05,2019-04-12
1552,21.19,2019-04-13
1553,17.92,2019-04-14
1554,20.26,2019-04-15
1555,18.95,2019-04-16
1556,17.31,2019-04-17
1557,18.59,2019-04-18
1558,22.68,2019-04-19
1559,32.51,2019-04-20
1560,37.79,2019-04-21
1561,30.91,2019-04-22
1562,29.68,2019-04-23
1563,24.19,2019-04-24
1564,24.86,2019-04-25
1565,24.72,2019-04-26
1566,25.29,2019-04-27
1567,24.98,2019-04-28
1568,28.62,2019-04-29
1569,28.21,2019-04-30
1570,22.95,2019-05-01
1571,20.12,2019-05-02
1572,21.29,2019-05-03
1573,28.72,2019-05-04
1574,38.28,2019-05-05
1575,50.35,2019-05-06
1576,55.11,2019-05-07
1577,47.5,2019-05-08
1578,45.44,2019-05-09
1579,25.59,2019-05-10
1580,28.76,2019-05-11
1581,29,2019-05-12
1582,29.27,2019-05-13
1583,25.24,2019-05-14
1584,27.58,2019-05-15
1585,26.51,2019-05-16
1586,22.66,2019-05-17
1587,16.44,2019-05-18
1588,21.52,2019-05-19
1589,25.4,2019-05-20
1590,29.22,2019-05-21
1591,28.94,2019-05-22
1592,30.63,2019-05-23
1593,16.17,2019-05-24
1594,15.37,2019-05-25
1595,18.17,2019-05-26
1596,21.9,2019-05-27
1597,24.84,2019-05-28
1598,31.4,2019-05-29
1599,38.53,2019-05-30
1600,28.37,2019-05-31
1601,27.28,2019-06-01
1602,16.06,2019-06-02
1603,15.88,2019-06-03
1604,14.17,2019-06-04
1605,17.75,2019-06-05
1606,15.55,2019-06-06
1607,17.02,2019-06-07
1608,22.22,2019-06-08
1609,27.06,2019-06-09
1610,27.19,2019-06-10
1611,20.87,2019-06-11
1612,20.46,2019-06-12
1613,41.01,2019-06-13
1614,24.59,2019-06-14
1615,25.43,2019-06-15
1616,24.27,2019-06-16
1617,28.56,2019-06-17
1618,19.79,2019-06-18
1619,34.3,2019-06-19
1620,24.94,2019-06-20
1621,30.19,2019-06-21
1622,31.38,2019-06-22
1623,26.88,2019-06-23
1624,20.12,2019-06-24
1625,19.99,2019-06-25
1626,25.49,2019-06-26
1627,44.18,2019-06-27
1628,29.87,2019-06-28
1629,19.01,2019-06-29
1630,27.03,2019-06-30
1631,20.49,2019-07-01
1632,22.26,2019-07-02
1633,46.51,2019-07-03
1634,20.48,2019-07-04
1635,15.42,2019-07-05
1636,19.84,2019-07-06
1637,44.28,2019-07-07
1638,44.33,2019-07-08
1639,28.61,2019-07-09
1640,34.03,2019-07-10
1641,48.05,2019-07-11
1642,48.86,2019-07-12
1643,47.6,2019-07-13
1644,55.18,2019-07-14
1645,37.16,2019-07-15
1646,32.86,2019-07-16
1647,23.4,2019-07-17
1648,23.01,2019-07-18
1649,20.57,2019-07-19
1650,43.51,2019-07-20
1651,51.57,2019-07-21
1652,57.04,2019-07-22
1653,59.24,2019-07-23
1654,61.62,2019-07-24
1655,39.1,2019-07-25
1656,44.17,2019-07-26
1657,57.8,2019-07-27
1658,37.68,2019-07-28
1659,46.02,2019-07-29
1660,61,2019-07-30
1661,49.19,2019-07-31
1662,96.24,2019-08-01
1663,61.1,2019-08-02
1664,64.27,2019-08-03
1665,51.34,2019-08-04
1666,70.72,2019-08-05
1667,72.92,2019-08-06
1668,60.13,2019-08-07
1669,59.42,2019-08-08
1670,56.33,2019-08-09
1671,31.17,2019-08-10
1672,32.66,2019-08-11
1673,39.45,2019-08-12
1674,32.02,2019-08-13
1675,41.38,2019-08-14
1676,36.43,2019-08-15
1677,42.67,2019-08-16
1678,31.18,2019-08-17
1679,22.57,2019-08-18
1680,34.8,2019-08-19
1681,26.02,2019-08-20
1682,27.84,2019-08-21
1683,32.25,2019-08-22
1684,29.5,2019-08-23
1685,30.85,2019-08-24
1686,45.13,2019-08-25
1687,31.66,2019-08-26
1688,29.81,2019-08-27
1689,28.07,2019-08-28
1690,27.96,2019-08-29
1691,29.01,2019-08-30
1692,30.93,2019-08-31
1693,30.97,2019-09-01
1694,30.74,2019-09-02
1695,25.37,2019-09-03
1696,30.62,2019-09-04
1697,24.25,2019-09-05
1698,39.93,2019-09-06
1699,44.86,2019-09-07
1700,45.66,2019-09-08
1701,63.52,2019-09-09
1702,67.27,2019-09-10
1703,48.2,2019-09-11
1704,44.62,2019-09-12
1705,40.71,2019-09-13
1706,40.38,2019-09-14
1707,28.6,2019-09-15
1708,28.45,2019-09-16
1709,29.49,2019-09-17
1710,34.98,2019-09-18
1711,30.15,2019-09-19
1712,26.8,2019-09-20
1713,33.91,2019-09-21
1714,27.97,2019-09-22
1715,25.46,2019-09-23
1716,23.69,2019-09-24
1717,25.15,2019-09-25
1718,27.1,2019-09-26
1719,24.03,2019-09-27
1720,29.05,2019-09-28
1721,24.4,2019-09-29
1722,31.69,2019-09-30
1723,34.84,2019-10-01
1724,29.37,2019-10-02
1725,14.94,2019-10-03
1726,18.61,2019-10-04
1727,43.66,2019-10-05
1728,46.93,2019-10-06
1729,29.38,2019-10-07
1730,19.96,2019-10-08
1731,22.33,2019-10-09
1732,21.78,2019-10-10
1733,33.49,2019-10-11
1734,43.67,2019-10-12
1735,42.92,2019-10-13
1736,38.52,2019-10-14
1737,45.66,2019-10-15
1738,47.29,2019-10-16
1739,41.96,2019-10-17
1740,45.6,2019-10-18
1741,48.09,2019-10-19
1742,48.85,2019-10-20
1743,43.4,2019-10-21
1744,44.81,2019-10-22
1745,53.67,2019-10-23
1746,60.57,2019-10-24
1747,57.91,2019-10-25
1748,63.29,2019-10-26
1749,58.79,2019-10-27
1750,44.02,2019-10-28
1751,35.71,2019-10-29
1752,36.06,2019-10-30
1753,39.87,2019-10-31
1754,36.85,2019-11-01
1755,38.36,2019-11-02
1756,38.55,2019-11-03
1757,31.4,2019-11-04
1758,34.64,2019-11-05
1759,42.2,2019-11-06
1760,39.7,2019-11-07
1761,40.53,2019-11-08
1762,39.53,2019-11-09
1763,35.66,2019-11-10
1764,42.56,2019-11-11
1765,43.62,2019-11-12
1766,45.28,2019-11-13
1767,46.32,2019-11-14
1768,43.69,2019-11-15
1769,37.59,2019-11-16
1770,32.19,2019-11-17
1771,34.76,2019-11-18
1772,40.86,2019-11-19
1773,49.06,2019-11-20
1774,53.39,2019-11-21
1775,58.43,2019-11-22
1776,67.23,2019-11-23
1777,61.64,2019-11-24
1778,58.66,2019-11-25
1779,56.92,2019-11-26
1780,54.95,2019-11-27
1781,56.11,2019-11-28
1782,57.74,2019-11-29
1783,58.18,2019-11-30
1784,54.72,2019-12-01
1785,57.65,2019-12-02
1786,58.79,2019-12-03
1787,49.99,2019-12-04
1788,52.8,2019-12-05
1789,53.99,2019-12-06
1790,54.34,2019-12-07
1791,53.38,2019-12-08
1792,49.33,2019-12-09
1793,53.27,2019-12-10
1794,51.8,2019-12-11
1795,41.52,2019-12-12
1796,36.01,2019-12-13
1797,42.24,2019-12-14
1798,37.68,2019-12-15
1799,32.44,2019-12-16
1800,23.71,2019-12-17
1801,16.58,2019-12-18
1802,18.46,2019-12-19
1803,25.49,2019-12-20
1804,27.36,2019-12-21
1805,26.71,2019-12-22
1806,21.79,2019-12-23
1807,14.08,2019-12-24
1808,6.3,2019-12-25
1809,18.47,2019-12-26
1810,7.96,2019-12-27
1811,3.96,2019-12-28
1812,11.2,2019-12-29
1813,23.28,2019-12-30
1814,19.71,2019-12-31
1815,21.26,2020-01-01
1816,20.69,2020-01-02
1817,20.96,2020-01-03
1818,21.07,2020-01-04
1819,18.16,2020-01-05
1820,18.77,2020-01-06
1821,16.97,2020-01-07
1822,16.39,2020-01-08
1823,14.1,2020-01-09
1824,22.67,2020-01-10
1825,41.68,2020-01-11
1826,40.55,2020-01-12
1827,48.78,2020-01-13
1828,44.35,2020-01-14
1829,38.54,2020-01-15
1830,34.59,2020-01-16
1831,31.05,2020-01-17
1832,33.3,2020-01-18
1833,25.81,2020-01-19
1834,24.32,2020-01-20
1835,19.86,2020-01-21
1836,32.03,2020-01-22
1837,39.35,2020-01-23
1838,37.59,2020-01-24
1839,38.36,2020-01-25
1840,45.08,2020-01-26
1841,51.03,2020-01-27
1842,41.11,2020-01-28
1843,35.6,2020-01-29
1844,34.92,2020-01-30
1845,30.99,2020-01-31
1846,36.14,2020-02-01
1847,38.38,2020-02-02
1848,36.81,2020-02-03
1849,45.22,2020-02-04
1850,38.7,2020-02-05
1851,35.79,2020-02-06
1852,37.21,2020-02-07
1853,35.02,2020-02-08
1854,35.19,2020-02-09
1855,35.04,2020-02-10
1856,34.79,2020-02-11
1857,36.73,2020-02-12
1858,34.67,2020-02-13
1859,32.38,2020-02-14
1860,28.59,2020-02-15
1861,32.14,2020-02-16
1862,39.62,2020-02-17
1863,34.97,2020-02-18
1864,35.29,2020-02-19
1865,34.25,2020-02-20
1866,30.81,2020-02-21
1867,28.74,2020-02-22
1868,31.69,2020-02-23
1869,32.67,2020-02-24
1870,34.41,2020-02-25
1871,39.83,2020-02-26
1872,57.09,2020-02-27
1873,78.21,2020-02-28
1874,101.08,2020-02-29
1875,95.82,2020-03-01
1876,96.53,2020-03-02
1877,104.93,2020-03-03
1878,108.82,2020-03-04
1879,107.7,2020-03-05
1880,98.18,2020-03-06
1881,61.5,2020-03-07
1882,67.75,2020-03-08
1883,65.97,2020-03-09
1884,63.44,2020-03-10
1885,68.16,2020-03-11
1886,54.2,2020-03-12
1887,37.81,2020-03-13
1888,41.69,2020-03-14
1889,45.15,2020-03-15
1890,47.98,2020-03-16
1891,49.17,2020-03-17
1892,48.93,2020-03-18
1893,50.9,2020-03-19
1894,56.64,2020-03-20
1895,53.89,2020-03-21
1896,48.11,2020-03-22
1897,46.67,2020-03-23
1898,48.31,2020-03-24
1899,40.02,2020-03-25
1900,39.32,2020-03-26
1901,38.88,2020-03-27
1902,33.95,2020-03-28
1903,32.03,2020-03-29
1904,30.44,2020-03-30
1905,30.74,2020-03-31
1906,30.04,2020-04-01
1907,29.52,2020-04-02
1908,26.16,2020-04-03
1909,26.5,2020-04-04
1910,27.14,2020-04-05
1911,27.16,2020-04-06
1912,24.82,2020-04-07
1913,23.71,2020-04-08
1914,24.74,2020-04-09
1915,24.89,2020-04-10
1916,25.53,2020-04-11
1917,23.03,2020-04-12
1918,23.61,2020-04-13
1919,24.02,2020-04-14
1920,22.79,2020-04-15
1921,20.88,2020-04-16
1922,20.99,2020-04-17
1923,23.13,2020-04-18
1924,23.13,2020-04-19
1925,22.99,2020-04-20
1926,23.16,2020-04-21
1927,22.21,2020-04-22
1928,22.42,2020-04-23
1929,21.81,2020-04-24
1930,21.2,2020-04-25
1931,22.6,2020-04-26
1932,21.36,2020-04-27
1933,21.13,2020-04-28
1934,25.29,2020-04-29
1935,24.7,2020-04-30
1936,23.13,2020-05-01
1937,22.79,2020-05-02
1938,25.51,2020-05-03
1939,32.07,2020-05-04
1940,26.93,2020-05-05
1941,22.41,2020-05-06
1942,30.16,2020-05-07
1943,33.29,2020-05-08
1944,34.64,2020-05-09
1945,32.83,2020-05-10
1946,27.8,2020-05-11
1947,27.86,2020-05-12
1948,30.06,2020-05-13
1949,32.21,2020-05-14
1950,26.15,2020-05-15
1951,26.11,2020-05-16
1952,25.65,2020-05-17
1953,28.72,2020-05-18
1954,25.46,2020-05-19
1955,24.22,2020-05-20
1956,24,2020-05-21
1957,32.89,2020-05-22
1958,34.38,2020-05-23
1959,32.88,2020-05-24
1960,30.91,2020-05-25
1961,29.95,2020-05-26
1962,27.26,2020-05-27
1963,37.23,2020-05-28
1964,35.38,2020-05-29
1965,35.02,2020-05-30
1966,32.67,2020-05-31
1967,29.33,2020-06-01
1968,32.98,2020-06-02
1969,33.62,2020-06-03
1970,38.17,2020-06-04
1971,38.86,2020-06-05
1972,34.27,2020-06-06
1973,30.48,2020-06-07
1974,34.18,2020-06-08
1975,36.12,2020-06-09
1976,35.86,2020-06-10
1977,36.31,2020-06-11
1978,37.22,2020-06-12
1979,35.64,2020-06-13
1980,38.89,2020-06-14
1981,35.97,2020-06-15
1982,42.94,2020-06-16
1983,37.48,2020-06-17
1984,32.69,2020-06-18
1985,31.49,2020-06-19
1986,31.73,2020-06-20
1987,30.72,2020-06-21
1988,31.42,2020-06-22
1989,31.81,2020-06-23
1990,33.31,2020-06-24
1991,29.84,2020-06-25
1992,29.93,2020-06-26
1993,29,2020-06-27
1994,32.35,2020-06-28
1995,42.1,2020-06-29
1996,34.94,2020-06-30
1997,35.88,2020-07-01
1998,37.91,2020-07-02
1999,38.86,2020-07-03
2000,35.31,2020-07-04
2001,36.73,2020-07-05
2002,41.42,2020-07-06
2003,37.71,2020-07-07
2004,33.76,2020-07-08
2005,32.91,2020-07-09
2006,46.23,2020-07-10
2007,36.87,2020-07-11
2008,40.44,2020-07-12
2009,37.56,2020-07-13
2010,60.22,2020-07-14
2011,77.7,2020-07-15
2012,64.41,2020-07-16
2013,45.33,2020-07-17
2014,54.61,2020-07-18
2015,48.55,2020-07-19
2016,42.06,2020-07-20
2017,48.46,2020-07-21
2018,36.79,2020-07-22
2019,45.44,2020-07-23
2020,62.7,2020-07-24
2021,74.75,2020-07-25
2022,79.62,2020-07-26
2023,83.57,2020-07-27
2024,72.24,2020-07-28
2025,71.66,2020-07-29
2026,53.6,2020-07-30
2027,40.22,2020-07-31
2028,58.79,2020-08-01
2029,64.1,2020-08-02
2030,75.26,2020-08-03
2031,67.62,2020-08-04
2032,75.65,2020-08-05
2033,69.6,2020-08-06
2034,42.79,2020-08-07
2035,51.92,2020-08-08
2036,43.59,2020-08-09
2037,45.21,2020-08-10
2038,45.72,2020-08-11
2039,48.67,2020-08-12
2040,44.35,2020-08-13
2041,44.25,2020-08-14
2042,31.18,2020-08-15
2043,31.72,2020-08-16
2044,34.18,2020-08-17
2045,42.81,2020-08-18
2046,50.36,2020-08-19
2047,44.72,2020-08-20
2048,53.66,2020-08-21
2049,60.04,2020-08-22
2050,60.26,2020-08-23
2051,60.05,2020-08-24
2052,60.31,2020-08-25
2053,60.29,2020-08-26
2054,60.47,2020-08-27
2055,60.33,2020-08-28
2056,71.88,2020-08-29
2057,52.74,2020-08-30
2058,55.48,2020-08-31
2059,30.23,2020-09-01
2060,34.76,2020-09-02
2061,34.96,2020-09-03
2062,35.14,2020-09-04
2063,35.53,2020-09-05
2064,34.65,2020-09-06
2065,35.12,2020-09-07
2066,56.1,2020-09-08
2067,55.81,2020-09-09
2068,53.69,2020-09-10
2069,56.31,2020-09-11
2070,49.66,2020-09-12
2071,43.03,2020-09-13
2072,39.59,2020-09-14
2073,36.62,2020-09-15
2074,43.14,2020-09-16
2075,45.37,2020-09-17
2076,43.87,2020-09-18
2077,35.25,2020-09-19
2078,31.35,2020-09-20
2079,68.51,2020-09-21
2080,99.33,2020-09-22
2081,78.75,2020-09-23
2082,66.39,2020-09-24
2083,63.78,2020-09-25
2084,60.84,2020-09-26
2085,51.74,2020-09-27
2086,46.26,2020-09-28
2087,57.46,2020-09-29
2088,51.21,2020-09-30
2089,52.35,2020-10-01
