,actual,predicted,gru_actual,gru_P_train,1d_cnn_actual,1d_cnn_P_train
170,102.25,95.83107431422361,102.25,95.83107431422361,102.25,95.83107431422361
171,87.0,84.24845190164807,87.0,84.24845190164807,87.0,84.24845190164807
172,74.25,83.0797403633629,74.25,83.0797403633629,74.25,83.0797403633629
173,73.25,87.10032787035594,73.25,87.10032787035594,73.25,87.10032787035594
174,76.0,89.669650210479,76.0,89.669650210479,76.0,89.669650210479
175,74.0,93.78156084631823,74.0,93.78156084631823,74.0,93.78156084631823
176,87.25,119.83504360905013,87.25,119.83504360905013,87.25,119.83504360905013
177,158.5,184.01853361702908,158.5,184.01853361702908,158.5,184.01853361702908
178,282.75,219.6631093115181,282.75,219.6631093115181,282.75,219.6631093115181
179,249.25,176.70205939268322,249.25,176.70205939268322,249.25,176.70205939268322
180,119.0,123.64149463026313,119.0,123.64149463026313,119.0,123.64149463026313
181,118.25,109.87071223529628,118.25,109.87071223529628,118.25,109.87071223529628
182,153.0,111.83320203233765,153.0,111.83320203233765,153.0,111.83320203233765
183,125.25001,112.4489709914983,125.25001,112.4489709914983,125.25001,112.4489709914983
184,107.0,104.46507561653384,107.0,104.46507561653384,107.0,104.46507561653384
185,84.75,95.10128901198675,84.75,95.10128901198675,84.75,95.10128901198675
186,79.0,88.40863239083981,79.0,88.40863239083981,79.0,88.40863239083981
187,74.25,86.85657941799573,74.25,86.85657941799573,74.25,86.85657941799573
188,77.5,89.13113209277584,77.5,89.13113209277584,77.5,89.13113209277584
189,82.25,99.63804625952659,82.25,99.63804625952659,82.25,99.63804625952659
190,107.75,112.7802567018535,107.75,112.7802567018535,107.75,112.7802567018535
191,122.75,113.96505085429716,122.75,113.96505085429716,122.75,113.96505085429716
192,106.25,108.29246631877253,106.25,108.29246631877253,106.25,108.29246631877253
193,104.75,101.85761576345644,104.75,101.85761576345644,104.75,101.85761576345644
194,101.75,92.19929427625485,101.75,92.19929427625485,101.75,92.19929427625485
195,82.75,81.28754872199345,82.75,81.28754872199345,82.75,81.28754872199345
196,68.5,69.7515893687464,68.5,69.7515893687464,68.5,69.7515893687464
197,51.25,60.6414047525152,51.25,60.6414047525152,51.25,60.6414047525152
198,41.75,59.86572677164632,41.75,59.86572677164632,41.75,59.86572677164632
199,50.0,70.35178930087952,50.0,70.35178930087952,50.0,70.35178930087952
200,72.5,99.61280712051872,72.5,99.61280712051872,72.5,99.61280712051872
201,131.25,142.36060098865522,131.25,142.36060098865522,131.25,142.36060098865522
202,192.25,169.08441767473425,192.25,169.08441767473425,192.25,169.08441767473425
203,194.25,160.91877848803617,194.25,160.91877848803617,194.25,160.91877848803617
204,155.5,156.65345203921603,155.5,156.65345203921603,155.5,156.65345203921603
205,196.25,166.0177448939351,196.25,166.0177448939351,196.25,166.0177448939351
206,218.0,176.54443216522833,218.0,176.54443216522833,218.0,176.54443216522833
207,216.0,168.72687298806827,216.0,168.72687298806827,216.0,168.72687298806827
208,176.0,139.65679952676615,176.0,139.65679952676615,176.0,139.65679952676615
209,122.75,118.9486435797023,122.75,118.9486435797023,122.75,118.9486435797023
210,124.75001,114.42788823977182,124.75001,114.42788823977182,124.75001,114.42788823977182
211,125.75001,123.65399680842283,125.75001,123.65399680842283,125.75001,123.65399680842283
212,138.75,151.55379595916983,138.75,151.55379595916983,138.75,151.55379595916983
213,191.5,193.657507543311,191.5,193.657507543311,191.5,193.657507543311
214,252.5,194.39909801260123,252.5,194.39909801260123,252.5,194.39909801260123
215,180.75,174.48130863835212,180.75,174.48130863835212,180.75,174.48130863835212
216,177.5,121.5445037005787,177.5,121.5445037005787,177.5,121.5445037005787
217,72.5,83.76316342159083,72.5,83.76316342159083,72.5,83.76316342159083
218,75.0,70.30946972128727,75.0,70.30946972128727,75.0,70.30946972128727
219,66.25,69.43748681640177,66.25,69.43748681640177,66.25,69.43748681640177
220,54.0,69.09399974320644,54.0,69.09399974320644,54.0,69.09399974320644
221,41.75,68.55632537578987,41.75,68.55632537578987,41.75,68.55632537578987
222,43.25,70.50747957115475,43.25,70.50747957115475,43.25,70.50747957115475
223,52.75,79.16436484862936,52.75,79.16436484862936,52.75,79.16436484862936
224,75.5,109.18070058787384,75.5,109.18070058787384,75.5,109.18070058787384
225,146.5,155.82260012656255,146.5,155.82260012656255,146.5,155.82260012656255
226,215.25,177.29460687656484,215.25,177.29460687656484,215.25,177.29460687656484
227,193.5,187.09927868521694,193.5,187.09927868521694,193.5,187.09927868521694
228,227.0,164.215729064446,227.0,164.215729064446,227.0,164.215729064446
229,157.5,143.9114873850161,157.5,143.9114873850161,157.5,143.9114873850161
230,168.0,134.07915524088153,168.0,134.07915524088153,168.0,134.07915524088153
231,157.5,147.44305923677283,157.5,147.44305923677283,157.5,147.44305923677283
232,194.25,177.14585736951676,194.25,177.14585736951676,194.25,177.14585736951676
233,230.5,188.5976324550382,230.5,188.5976324550382,230.5,188.5976324550382
234,201.75,173.64832900758458,201.75,173.64832900758458,201.75,173.64832900758458
235,166.5,149.44713491750505,166.5,149.44713491750505,166.5,149.44713491750505
236,147.0,138.60679264836708,147.0,138.60679264836708,147.0,138.60679264836708
237,157.0,161.44761181984097,157.0,161.44761181984097,157.0,161.44761181984097
238,220.5,233.59102002072692,220.5,233.59102002072692,220.5,233.59102002072692
239,355.75,236.76099718444198,355.75,236.76099718444198,355.75,236.76099718444198
240,206.25,187.84742839586562,206.25,187.84742839586562,206.25,187.84742839586562
241,155.25,124.82284774892926,155.25,124.82284774892926,155.25,124.82284774892926
242,94.5,86.42784421801774,94.5,86.42784421801774,94.5,86.42784421801774
243,80.75,78.57352687619799,80.75,78.57352687619799,80.75,78.57352687619799
244,80.0,87.17158441629905,80.0,87.17158441629905,80.0,87.17158441629905
245,81.0,99.95189201830571,81.0,99.95189201830571,81.0,99.95189201830571
246,89.75,113.70265918908261,89.75,113.70265918908261,89.75,113.70265918908261
247,110.5,132.09367141429055,110.5,132.09367141429055,110.5,132.09367141429055
248,147.0,164.1165333785779,147.0,164.1165333785779,147.0,164.1165333785779
249,211.75,195.87558764456102,211.75,195.87558764456102,211.75,195.87558764456102
250,244.25,201.54315370012014,244.25,201.54315370012014,244.25,201.54315370012014
251,220.0,185.71882984674926,220.0,185.71882984674926,220.0,185.71882984674926
252,199.75,171.2923727725451,199.75,171.2923727725451,199.75,171.2923727725451
253,202.0,166.1525395049387,202.0,166.1525395049387,202.0,166.1525395049387
254,200.25,167.31333446444785,200.25,167.31333446444785,200.25,167.31333446444785
255,196.5,173.14193209644432,196.5,173.14193209644432,196.5,173.14193209644432
256,202.25,179.27542439722296,202.25,179.27542439722296,202.25,179.27542439722296
257,204.5,180.94255757220026,204.5,180.94255757220026,204.5,180.94255757220026
258,199.5,180.73861945944955,199.5,180.73861945944955,199.5,180.73861945944955
259,201.5,181.25069517686657,201.5,181.25069517686657,201.5,181.25069517686657
260,204.75,174.46158689252272,204.75,174.46158689252272,204.75,174.46158689252272
261,183.25,192.31456523932243,183.25,192.31456523932243,183.25,192.31456523932243
262,253.5,269.6669208617258,253.5,269.6669208617258,253.5,269.6669208617258
263,419.0,287.40087905940186,419.0,287.40087905940186,419.0,287.40087905940186
264,292.0,258.5657496996432,292.0,258.5657496996432,292.0,258.5657496996432
265,268.75,193.7584934471785,268.75,193.7584934471785,268.75,193.7584934471785
266,170.25,139.7301397690692,170.25,139.7301397690692,170.25,139.7301397690692
267,137.75,121.73156680759742,137.75,121.73156680759742,137.75,121.73156680759742
268,141.0,132.5722612507681,141.0,132.5722612507681,141.0,132.5722612507681
269,153.0,146.27671753624915,153.0,146.27671753624915,153.0,146.27671753624915
270,145.0,144.65325394132267,145.0,144.65325394132267,145.0,144.65325394132267
271,122.0,151.32583664260756,122.0,151.32583664260756,122.0,151.32583664260756
272,166.25,209.47845639553546,166.25,209.47845639553546,166.25,209.47845639553546
273,316.75,280.2947407760668,316.75,280.2947407760668,316.75,280.2947407760668
274,377.25,298.1371979236406,377.25,298.1371979236406,377.25,298.1371979236406
275,325.5,281.6099347010648,325.5,281.6099347010648,325.5,281.6099347010648
276,323.75,234.91360960041087,323.75,234.91360960041087,323.75,234.91360960041087
277,246.99998,198.35825316177076,246.99998,198.35825316177076,246.99998,198.35825316177076
278,233.75,187.63559571521594,233.75,187.63559571521594,233.75,187.63559571521594
279,232.5,197.77624155103314,232.5,197.77624155103314,232.5,197.77624155103314
280,241.75,213.71848500967562,241.75,213.71848500967562,241.75,213.71848500967562
281,247.75,222.15846776782192,247.75,222.15846776782192,247.75,222.15846776782192
282,244.0,215.7973096288416,244.0,215.7973096288416,244.0,215.7973096288416
283,224.5,204.65172051688876,224.5,204.65172051688876,224.5,204.65172051688876
284,219.75,198.01947641626236,219.75,198.01947641626236,219.75,198.01947641626236
285,221.5,203.31002549593256,221.5,203.31002549593256,221.5,203.31002549593256
286,241.0,229.19414189678733,241.0,229.19414189678733,241.0,229.19414189678733
287,294.75,268.6781042215028,294.75,268.6781042215028,294.75,268.6781042215028
288,348.5,280.0869874446289,348.5,280.0869874446289,348.5,280.0869874446289
289,314.0,233.24495033795867,314.0,233.24495033795867,314.0,233.24495033795867
290,203.0,181.09296523198546,203.0,181.09296523198546,203.0,181.09296523198546
291,182.75,143.4462067921898,182.75,143.4462067921898,182.75,143.4462067921898
292,143.5,127.81691398332676,143.5,127.81691398332676,143.5,127.81691398332676
293,131.25,134.20766941496922,131.25,134.20766941496922,131.25,134.20766941496922
294,146.0,146.98135907994535,146.0,146.98135907994535,146.0,146.98135907994535
295,149.75,164.44379109843447,149.75,164.44379109843447,149.75,164.44379109843447
296,179.25,214.2380297513688,179.25,214.2380297513688,179.25,214.2380297513688
297,297.0,253.55296321432175,297.0,253.55296321432175,297.0,253.55296321432175
298,303.25,240.94483936645358,303.25,240.94483936645358,303.25,240.94483936645358
299,234.5,207.78620147289453,234.5,207.78620147289453,234.5,207.78620147289453
300,221.25,195.15738740060712,221.25,195.15738740060712,221.25,195.15738740060712
301,248.00002,206.448556453314,248.00002,206.448556453314,248.00002,206.448556453314
302,268.25,215.53844704091273,268.25,215.53844704091273,268.25,215.53844704091273
303,249.50002,209.755074424278,249.50002,209.755074424278,249.50002,209.755074424278
304,224.0,197.7816122050313,224.0,197.7816122050313,224.0,197.7816122050313
305,213.75,189.77229426708365,213.75,189.77229426708365,213.75,189.77229426708365
306,211.75,189.42820556324918,211.75,189.42820556324918,211.75,189.42820556324918
307,215.75,191.03768491429514,215.75,191.03768491429514,215.75,191.03768491429514
308,212.0,192.07083146088024,212.0,192.07083146088024,212.0,192.07083146088024
309,211.75,200.43581582398636,211.75,200.43581582398636,211.75,200.43581582398636
310,236.0,240.16220594843952,236.0,240.16220594843952,236.0,240.16220594843952
311,330.0,289.45440584388786,330.0,289.45440584388786,330.0,289.45440584388786
312,378.5,297.95835221071746,378.5,297.95835221071746,378.5,297.95835221071746
313,329.5,253.3273370507259,329.5,253.3273370507259,329.5,253.3273370507259
314,243.75,194.4895186954887,243.75,194.4895186954887,243.75,194.4895186954887
315,192.75,156.61949659289965,192.75,156.61949659289965,192.75,156.61949659289965
316,171.75,138.285066995607,171.75,138.285066995607,171.75,138.285066995607
317,141.75,123.24342058200428,141.75,123.24342058200428,141.75,123.24342058200428
318,100.75,119.93153195704211,100.75,119.93153195704211,100.75,119.93153195704211
319,110.75,131.09512596641508,110.75,131.09512596641508,110.75,131.09512596641508
320,135.5,158.4033020901162,135.5,158.4033020901162,135.5,158.4033020901162
321,185.75,195.0162536570155,185.75,195.0162536570155,185.75,195.0162536570155
322,238.75,213.11183589056927,238.75,213.11183589056927,238.75,213.11183589056927
323,234.0,213.82161330557517,234.0,213.82161330557517,234.0,213.82161330557517
324,239.0,199.272805102855,239.0,199.272805102855,239.0,199.272805102855
325,217.25,195.54441198859104,217.25,195.54441198859104,217.25,195.54441198859104
326,243.25,192.49533323550722,243.25,192.49533323550722,243.25,192.49533323550722
327,223.0,166.32017434448858,223.0,166.32017434448858,223.0,166.32017434448858
328,150.5,146.80205847556334,150.5,146.80205847556334,150.5,146.80205847556334
329,157.0,148.72057054027533,157.0,148.72057054027533,157.0,148.72057054027533
330,177.0,153.5783124077148,177.0,153.5783124077148,177.0,153.5783124077148
331,161.5,153.15987096123334,161.5,153.15987096123334,161.5,153.15987096123334
332,152.75,153.30267753148013,152.75,153.30267753148013,152.75,153.30267753148013
333,161.75,162.41060236433503,161.75,162.41060236433503,161.75,162.41060236433503
334,188.0,182.24853627667673,188.0,182.24853627667673,188.0,182.24853627667673
335,223.0,182.53318093858047,223.0,182.53318093858047,223.0,182.53318093858047
336,185.0,160.94230077863477,185.0,160.94230077863477,185.0,160.94230077863477
337,149.25,126.19110256151582,149.25,126.19110256151582,149.25,126.19110256151582
338,103.75,92.69426020525142,103.75,92.69426020525142,103.75,92.69426020525142
339,68.75,71.91726890871905,68.75,71.91726890871905,68.75,71.91726890871905
340,52.75,63.25525509689371,52.75,63.25525509689371,52.75,63.25525509689371
341,42.0,62.633176352981096,42.0,62.633176352981096,42.0,62.633176352981096
342,40.25,66.50702467969589,40.25,66.50702467969589,40.25,66.50702467969589
343,46.0,72.01932600860259,46.0,72.01932600860259,46.0,72.01932600860259
344,54.75,88.12639425149261,54.75,88.12639425149261,54.75,88.12639425149261
345,96.25,125.3004397589809,96.25,125.3004397589809,96.25,125.3004397589809
346,172.0,126.43122655612315,172.0,126.43122655612315,172.0,126.43122655612315
347,97.25,107.97915615800142,97.25,107.97915615800142,97.25,107.97915615800142
348,93.0,99.61609407815696,93.0,99.61609407815696,93.0,99.61609407815696
349,115.75,113.17365710722048,115.75,113.17365710722048,115.75,113.17365710722048
350,151.75,132.30336170290818,151.75,132.30336170290818,151.75,132.30336170290818
351,160.25,139.4523184790484,160.25,139.4523184790484,160.25,139.4523184790484
352,148.0,132.38355466493024,148.0,132.38355466493024,148.0,132.38355466493024
353,131.75,119.25364096591065,131.75,119.25364096591065,131.75,119.25364096591065
354,118.5,111.8632909012537,118.5,111.8632909012537,118.5,111.8632909012537
355,120.25,115.69492236580244,120.25,115.69492236580244,120.25,115.69492236580244
356,133.0,130.69338343864928,133.0,130.69338343864928,133.0,130.69338343864928
357,157.0,158.15352265744656,157.0,158.15352265744656,157.0,158.15352265744656
358,202.25,178.0413332171648,202.25,178.0413332171648,202.25,178.0413332171648
359,206.0,185.10364050735072,206.0,185.10364050735072,206.0,185.10364050735072
360,209.5,168.9161665306272,209.5,168.9161665306272,209.5,168.9161665306272
361,167.5,122.48231380173702,167.5,122.48231380173702,167.5,122.48231380173702
362,82.0,78.65034483707366,82.0,78.65034483707366,82.0,78.65034483707366
363,53.0,57.93646606197896,53.0,57.93646606197896,53.0,57.93646606197896
