,actual,predicted,gru_actual,gru_P_train,1d_cnn_actual,1d_cnn_P_train
1289,86.0,82.11363161128791,86.0,82.11363161128791,86.0,82.11363161128791
1290,69.25,79.69137861459872,69.25,79.69137861459872,69.25,79.69137861459872
1291,85.0,94.08800361345232,85.0,94.08800361345232,85.0,94.08800361345232
1292,120.5,133.04131304052754,120.5,133.04131304052754,120.5,133.04131304052754
1293,192.5,160.02195263992957,192.5,160.02195263992957,192.5,160.02195263992957
1294,184.25,184.23327173344828,184.25,184.23327173344828,184.25,184.23327173344828
1295,234.25,187.81645175490888,234.25,187.81645175490888,234.25,187.81645175490888
1296,211.0,133.02721140530278,211.0,133.02721140530278,211.0,133.02721140530278
1297,71.5,81.10411740968662,71.5,81.10411740968662,71.5,81.10411740968662
1298,64.75,64.07118363491291,64.75,64.07118363491291,64.75,64.07118363491291
1299,75.75,61.502022707888145,75.75,61.502022707888145,75.75,61.502022707888145
1300,47.0,63.25258444381265,47.0,63.25258444381265,47.0,63.25258444381265
1301,41.0,62.64711657510753,41.0,62.64711657510753,41.0,62.64711657510753
1302,33.25,61.88878316534754,33.25,61.88878316534754,33.25,61.88878316534754
1303,37.25,60.796801544429876,37.25,60.796801544429876,37.25,60.796801544429876
1304,37.75,59.718606069499344,37.75,59.718606069499344,37.75,59.718606069499344
1305,39.75,62.89107046232013,39.75,62.89107046232013,39.75,62.89107046232013
1306,53.75,70.50058282968166,53.75,70.50058282968166,53.75,70.50058282968166
1307,68.5,75.2441689518237,68.5,75.2441689518237,68.5,75.2441689518237
1308,67.75,82.907343837413,67.75,82.907343837413,67.75,82.907343837413
1309,89.0,89.9397603565762,89.0,89.9397603565762,89.0,89.9397603565762
1310,94.75,94.63203178737493,94.75,94.63203178737493,94.75,94.63203178737493
1311,99.5,92.04674422443757,99.5,92.04674422443757,99.5,92.04674422443757
1312,87.5,84.46627887781212,87.5,84.46627887781212,87.5,84.46627887781212
1313,77.25,74.53516191751424,77.25,74.53516191751424,77.25,74.53516191751424
1314,63.5,72.39990874657227,63.5,72.39990874657227,63.5,72.39990874657227
1315,73.25,78.58772389188991,73.25,78.58772389188991,73.25,78.58772389188991
1316,83.5,106.49324587066775,83.5,106.49324587066775,83.5,106.49324587066775
1317,146.75,176.2516288049011,146.75,176.2516288049011,146.75,176.2516288049011
1318,283.5,262.073608499867,283.5,262.073608499867,283.5,262.073608499867
1319,380.0,221.56144473894182,380.0,221.56144473894182,380.0,221.56144473894182
1320,131.0,140.06447031741519,131.0,140.06447031741519,131.0,140.06447031741519
1321,110.25,76.41660766528793,110.25,76.41660766528793,110.25,76.41660766528793
1322,68.25,47.954093106009886,68.25,47.954093106009886,68.25,47.954093106009886
1323,45.25,45.58377110522116,45.25,45.58377110522116,45.25,45.58377110522116
1324,35.0,53.40713381696121,35.0,53.40713381696121,35.0,53.40713381696121
1325,30.75,61.97106716068858,30.75,61.97106716068858,30.75,61.97106716068858
1326,34.75,65.0706755505012,34.75,65.0706755505012,34.75,65.0706755505012
1327,33.75,68.4054628245458,33.75,68.4054628245458,33.75,68.4054628245458
1328,50.0,82.32070994249658,50.0,82.32070994249658,50.0,82.32070994249658
1329,89.5,116.92721599090217,89.5,116.92721599090217,89.5,116.92721599090217
1330,161.25,163.13837000284306,161.25,163.13837000284306,161.25,163.13837000284306
1331,223.25,178.64406440015773,223.25,178.64406440015773,223.25,178.64406440015773
1332,191.0,175.90448792611681,191.0,175.90448792611681,191.0,175.90448792611681
1333,202.25,149.7593518713831,202.25,149.7593518713831,202.25,149.7593518713831
1334,147.5,120.11632060676651,147.5,120.11632060676651,147.5,120.11632060676651
1335,122.25,104.38129488155397,122.25,104.38129488155397,122.25,104.38129488155397
1336,116.5,105.95929867843026,116.5,105.95929867843026,116.5,105.95929867843026
1337,122.5,112.55005227583297,122.5,112.55005227583297,122.5,112.55005227583297
1338,116.75,116.39153727633739,116.75,116.39153727633739,116.75,116.39153727633739
1339,113.0,118.01676907838623,113.0,118.01676907838623,113.0,118.01676907838623
1340,116.25,122.74398644496821,116.25,122.74398644496821,116.25,122.74398644496821
1341,131.0,143.76653842273723,131.0,143.76653842273723,131.0,143.76653842273723
1342,182.75,184.33566633344645,182.75,184.33566633344645,182.75,184.33566633344645
1343,251.50002,169.51694608252245,251.50002,169.51694608252245,251.50002,169.51694608252245
1344,129.0,134.27449443766795,129.0,134.27449443766795,129.0,134.27449443766795
1345,120.5,96.08733961866156,120.5,96.08733961866156,120.5,96.08733961866156
1346,76.25,75.17988985390281,76.25,75.17988985390281,76.25,75.17988985390281
1347,69.75,67.24700835496208,69.75,67.24700835496208,69.75,67.24700835496208
1348,53.75,64.46350550730486,53.75,64.46350550730486,53.75,64.46350550730486
1349,42.5,63.510427194438584,42.5,63.510427194438584,42.5,63.510427194438584
1350,39.5,64.72353467171693,39.5,64.72353467171693,39.5,64.72353467171693
1351,44.5,68.30660463879234,44.5,68.30660463879234,44.5,68.30660463879234
1352,53.25,87.14473114630813,53.25,87.14473114630813,53.25,87.14473114630813
1353,104.0,121.86013967735722,104.0,121.86013967735722,104.0,121.86013967735722
1354,161.75,115.78467538541963,161.75,115.78467538541963,161.75,115.78467538541963
1355,76.25,97.2533438190706,76.25,97.2533438190706,76.25,97.2533438190706
1356,87.0,90.5586108385227,87.0,90.5586108385227,87.0,90.5586108385227
1357,104.75,99.37026926639581,104.75,99.37026926639581,104.75,99.37026926639581
1358,123.0,108.87857928959895,123.0,108.87857928959895,123.0,108.87857928959895
1359,118.75,108.97012986417455,118.75,108.97012986417455,118.75,108.97012986417455
1360,105.25,113.64342058200427,105.25,113.64342058200427,105.25,113.64342058200427
1361,130.0,119.6760737180957,130.0,119.6760737180957,130.0,119.6760737180957
1362,132.75,123.35583746801544,132.75,123.35583746801544,132.75,123.35583746801544
1363,133.0,116.34751552225391,133.0,116.34751552225391,133.0,116.34751552225391
1364,109.75,122.85830360336399,109.75,122.85830360336399,109.75,122.85830360336399
1365,151.75,173.71321707310364,151.75,173.71321707310364,151.75,173.71321707310364
1366,271.75,209.51056292818035,271.75,209.51056292818035,271.75,209.51056292818035
1367,246.75,193.86625870117484,246.75,193.86625870117484,246.75,193.86625870117484
1368,176.5,173.44199904619532,176.5,173.44199904619532,176.5,173.44199904619532
1369,200.25,150.334642827664,200.25,150.334642827664,200.25,150.334642827664
1370,158.75,127.5466644350083,158.75,127.5466644350083,158.75,127.5466644350083
1371,125.50001,109.74449452937993,125.50001,109.74449452937993,125.50001,109.74449452937993
1372,103.0,97.10458697506351,103.0,97.10458697506351,103.0,97.10458697506351
1373,83.5,88.10713473408109,83.5,88.10713473408109,83.5,88.10713473408109
1374,68.75,75.90354879536304,68.75,75.90354879536304,68.75,75.90354879536304
1375,42.5,72.04567302842155,42.5,72.04567302842155,42.5,72.04567302842155
1376,55.5,76.2277396663518,55.5,76.2277396663518,55.5,76.2277396663518
1377,65.0,91.89241862853893,65.0,91.89241862853893,65.0,91.89241862853893
1378,99.0,104.1740111154929,99.0,104.1740111154929,99.0,104.1740111154929
1379,101.25,107.1769330594202,101.25,107.1769330594202,101.25,107.1769330594202
1380,100.75,109.41228436218898,100.75,109.41228436218898,100.75,109.41228436218898
1381,116.5,121.78319698817832,116.5,121.78319698817832,116.5,121.78319698817832
1382,150.5,134.42733796784577,150.5,134.42733796784577,150.5,134.42733796784577
1383,156.75,138.8838362207324,156.75,138.8838362207324,156.75,138.8838362207324
1384,152.25,136.3484473160487,152.25,136.3484473160487,152.25,136.3484473160487
1385,148.0,131.3961467208379,148.0,131.3961467208379,148.0,131.3961467208379
1386,143.5,131.18917110705542,143.5,131.18917110705542,143.5,131.18917110705542
1387,150.5,136.3020924089988,150.5,136.3020924089988,150.5,136.3020924089988
1388,157.75,144.5819093518714,157.75,144.5819093518714,157.75,144.5819093518714
1389,167.0,167.26488118711998,167.0,167.26488118711998,167.0,167.26488118711998
1390,216.75,193.09715463558243,216.75,193.09715463558243,216.75,193.09715463558243
1391,240.5,166.8534098517017,240.5,166.8534098517017,240.5,166.8534098517017
1392,125.75001,122.98080147106029,125.75001,122.98080147106029,125.75001,122.98080147106029
1393,100.0,98.12086585287562,100.0,98.12086585287562,100.0,98.12086585287562
1394,103.5,99.92242679090585,103.5,99.92242679090585,103.5,99.92242679090585
1395,117.5,104.3862179810523,117.5,104.3862179810523,117.5,104.3862179810523
1396,96.0,101.54255940644002,96.0,101.54255940644002,96.0,101.54255940644002
1397,81.5,98.10774737015875,81.5,98.10774737015875,81.5,98.10774737015875
1398,86.25,97.20025358364592,86.25,97.20025358364592,86.25,97.20025358364592
1399,90.0,96.06694287260288,90.0,96.06694287260288,90.0,96.06694287260288
1400,86.75,114.88979383145171,86.75,114.88979383145171,86.75,114.88979383145171
1401,146.75,145.59342654328347,146.75,145.59342654328347,146.75,145.59342654328347
1402,185.25,153.12553399304824,185.25,153.12553399304824,185.25,153.12553399304824
1403,151.5,136.4750245329567,151.5,136.4750245329567,151.5,136.4750245329567
1404,124.25001,119.17409365628181,124.25001,119.17409365628181,124.25001,119.17409365628181
1405,124.75001,124.604382457331,124.75001,124.604382457331,124.75001,124.604382457331
1406,162.25,132.06898988416776,162.25,132.06898988416776,162.25,132.06898988416776
1407,146.0,139.23110916477893,146.0,139.23110916477893,146.0,139.23110916477893
1408,155.5,141.62187193338042,155.5,141.62187193338042,155.5,141.62187193338042
1409,151.75,143.42199482744388,151.75,143.42199482744388,151.75,143.42199482744388
1410,158.75,140.07983390959032,158.75,140.07983390959032,158.75,140.07983390959032
1411,146.0,136.53146042169172,146.0,136.53146042169172,146.0,136.53146042169172
1412,146.5,139.17553903720756,146.5,139.17553903720756,146.5,139.17553903720756
1413,158.5,154.79372369012353,158.5,154.79372369012353,158.5,154.79372369012353
1414,192.0,172.2671904949696,192.0,172.2671904949696,192.0,172.2671904949696
1415,204.5,176.97713666003284,204.5,176.97713666003284,204.5,176.97713666003284
1416,192.5,141.01981575061677,192.5,141.01981575061677,192.5,141.01981575061677
1417,97.75,105.73915322321781,97.75,105.73915322321781,97.75,105.73915322321781
1418,94.25,87.57695140181774,94.25,87.57695140181774,94.25,87.57695140181774
1419,84.75,85.1219829048855,84.75,85.1219829048855,84.75,85.1219829048855
1420,82.0,90.12045498317084,82.0,90.12045498317084,82.0,90.12045498317084
1421,82.75,92.9728005172556,82.75,92.9728005172556,82.75,92.9728005172556
1422,77.25,93.804114658327,77.25,93.804114658327,77.25,93.804114658327
1423,81.0,97.42498463824207,81.0,97.42498463824207,81.0,97.42498463824207
1424,95.0,112.28987637224061,95.0,112.28987637224061,95.0,112.28987637224061
1425,132.0,112.11508066069315,132.0,112.11508066069315,132.0,112.11508066069315
1426,97.5,84.78187083283656,97.5,84.78187083283656,97.5,84.78187083283656
1427,39.75,60.81271540853105,39.75,60.81271540853105,39.75,60.81271540853105
1428,42.5,53.96386960389592,42.5,53.96386960389592,42.5,53.96386960389592
1429,50.0,63.8458362757596,50.0,63.8458362757596,50.0,63.8458362757596
1430,68.25,76.9840260645469,68.25,76.9840260645469,68.25,76.9840260645469
1431,73.5,86.92661069178352,73.5,86.92661069178352,73.5,86.92661069178352
1432,82.25,84.29542311325514,82.25,84.29542311325514,82.25,84.29542311325514
1433,65.25,75.50485844254703,65.25,75.50485844254703,65.25,75.50485844254703
1434,60.0,72.52945009492191,60.0,72.52945009492191,60.0,72.52945009492191
1435,71.25,77.42404550748829,71.25,77.42404550748829,71.25,77.42404550748829
1436,82.25,87.55318699157166,82.25,87.55318699157166,82.25,87.55318699157166
1437,95.75,100.06520401331657,95.75,100.06520401331657,95.75,100.06520401331657
1438,112.0,122.69218751433,112.0,122.69218751433,112.0,122.69218751433
1439,157.75,135.0538555719618,157.75,135.0538555719618,157.75,135.0538555719618
1440,147.75,112.3702894430331,147.75,112.3702894430331,147.75,112.3702894430331
1441,77.5,79.05593193136275,77.5,79.05593193136275,77.5,79.05593193136275
1442,54.75,57.09917229931124,54.75,57.09917229931124,54.75,57.09917229931124
1443,46.0,52.672308023881804,46.0,52.672308023881804,46.0,52.672308023881804
1444,48.25,57.37800242119648,48.25,57.37800242119648,48.25,57.37800242119648
1445,47.0,63.45212038115502,47.0,63.45212038115502,47.0,63.45212038115502
1446,48.5,65.68164613846676,48.5,65.68164613846676,48.5,65.68164613846676
1447,46.25,67.18939855278484,46.25,67.18939855278484,46.25,67.18939855278484
1448,54.0,68.51586204682815,54.0,68.51586204682815,54.0,68.51586204682815
1449,57.75,69.36584141163091,57.75,69.36584141163091,57.75,69.36584141163091
1450,60.0,68.84402221264341,60.0,68.84402221264341,60.0,68.84402221264341
1451,59.0,69.67053064556067,59.0,69.67053064556067,59.0,69.67053064556067
1452,64.75,80.37034813870521,64.75,80.37034813870521,64.75,80.37034813870521
1453,93.75,92.55604657134734,93.75,92.55604657134734,93.75,92.55604657134734
1454,101.25,97.28961040747636,101.25,97.28961040747636,101.25,97.28961040747636
1455,96.5,93.30013160670231,96.5,93.30013160670231,96.5,93.30013160670231
1456,87.25,86.21404523235232,87.25,86.21404523235232,87.25,86.21404523235232
1457,81.75,81.85283940313839,81.75,81.85283940313839,81.75,81.85283940313839
1458,81.25,80.46238295257574,81.25,80.46238295257574,81.25,80.46238295257574
1459,78.75,77.07534919339307,78.75,77.07534919339307,78.75,77.07534919339307
1460,66.5,73.47034905582508,66.5,73.47034905582508,66.5,73.47034905582508
1461,63.25,79.68301448132286,63.25,79.68301448132286,63.25,79.68301448132286
1462,86.75,96.91329044269376,86.75,96.91329044269376,86.75,96.91329044269376
1463,115.75,101.58191485459065,115.75,101.58191485459065,115.75,101.58191485459065
1464,91.25,82.00661472711099,91.25,82.00661472711099,91.25,82.00661472711099
1465,44.75,62.17587837156195,44.75,62.17587837156195,44.75,62.17587837156195
1466,44.5,60.44047479296019,44.5,60.44047479296019,44.5,60.44047479296019
1467,65.75,69.43125040123995,65.75,69.43125040123995,65.75,69.43125040123995
1468,71.5,77.76808285260967,71.5,77.76808285260967,71.5,77.76808285260967
1469,71.5,80.46341012683767,71.5,80.46341012683767,71.5,80.46341012683767
1470,69.75,82.09178214734447,69.75,82.09178214734447,69.75,82.09178214734447
1471,78.25,82.6357076038409,78.25,82.6357076038409,78.25,82.6357076038409
1472,78.5,87.56979786677917,78.5,87.56979786677917,78.5,87.56979786677917
1473,94.0,111.55408943753038,94.0,111.55408943753038,94.0,111.55408943753038
1474,152.0,130.97440364280016,152.0,130.97440364280016,152.0,130.97440364280016
1475,149.5,114.52596870786981,149.5,114.52596870786981,149.5,114.52596870786981
1476,81.25,97.71059777873566,81.25,97.71059777873566,81.25,97.71059777873566
1477,100.25,103.3822872052606,100.25,103.3822872052606,100.25,103.3822872052606
1478,135.75,114.5494323027963,135.75,114.5494323027963,135.75,114.5494323027963
1479,130.0,117.90755110650512,130.0,117.90755110650512,130.0,117.90755110650512
1480,118.5,110.62256711024698,118.5,110.62256711024698,118.5,110.62256711024698
1481,102.0,102.44984775810046,102.0,102.44984775810046,102.0,102.44984775810046
1482,100.25,96.5740074470134,100.25,96.5740074470134,100.25,96.5740074470134
1483,94.0,94.01482478424755,94.0,94.01482478424755,94.0,94.01482478424755
1484,91.75,98.7458720434348,91.75,98.7458720434348,91.75,98.7458720434348
1485,105.5,116.04361134293863,105.5,116.04361134293863,105.5,116.04361134293863
1486,140.75,132.71682869117822,140.75,132.71682869117822,140.75,132.71682869117822
1487,149.5,137.40326723956088,149.5,137.40326723956088,149.5,137.40326723956088
1488,142.0,105.88581903390592,142.0,105.88581903390592,142.0,105.88581903390592
1489,58.5,73.39706017223511,58.5,73.39706017223511,58.5,73.39706017223511
1490,52.75,59.4926130579528,52.75,59.4926130579528,52.75,59.4926130579528
1491,55.25,60.553097113823746,55.25,60.553097113823746,55.25,60.553097113823746
1492,54.75,75.61824380714803,54.75,75.61824380714803,54.75,75.61824380714803
1493,81.25,91.82202050680044,81.25,91.82202050680044,81.25,91.82202050680044
1494,91.25,99.80066995606995,91.25,99.80066995606995,91.25,99.80066995606995
1495,92.5,100.28043370598971,92.5,100.28043370598971,92.5,100.28043370598971
1496,94.5,100.39661445197501,94.5,100.39661445197501,94.5,100.39661445197501
1497,104.0,107.98978007465355,104.0,107.98978007465355,104.0,107.98978007465355
1498,126.5,110.49775810046131,126.5,110.49775810046131,126.5,110.49775810046131
1499,113.25,98.56469317754524,113.25,98.56469317754524,113.25,98.56469317754524
1500,81.75,87.17024908975853,81.75,87.17024908975853,81.75,87.17024908975853
1501,82.75,98.52647495804176,82.75,98.52647495804176,82.75,98.52647495804176
1502,129.5,108.6582797582472,129.5,108.6582797582472,129.5,108.6582797582472
1503,112.5,110.53348909085906,112.5,110.53348909085906,112.5,110.53348909085906
1504,107.5,121.18198455570128,107.5,121.18198455570128,107.5,121.18198455570128
1505,146.25,125.37838761154471,146.25,125.37838761154471,146.25,125.37838761154471
1506,130.25,121.21282913139576,130.25,121.21282913139576,130.25,121.21282913139576
1507,121.25,115.93894962260516,121.25,115.93894962260516,121.25,115.93894962260516
1508,121.25,136.200959765951,121.25,136.200959765951,121.25,136.200959765951
1509,188.0,184.56270119317296,188.0,184.56270119317296,188.0,184.56270119317296
1510,266.25,200.4075685317828,266.25,200.4075685317828,266.25,200.4075685317828
1511,210.0,191.14468712455405,210.0,191.14468712455405,210.0,191.14468712455405
1512,205.5,150.00295358456304,205.5,150.00295358456304,205.5,150.00295358456304
1513,125.00001,103.44727798820584,125.00001,103.44727798820584,125.00001,103.44727798820584
1514,81.5,75.6781867622917,81.5,75.6781867622917,81.5,75.6781867622917
1515,67.25,70.25726725790328,67.25,70.25726725790328,67.25,70.25726725790328
1516,65.75,75.68578785183011,65.75,75.68578785183011,65.75,75.68578785183011
1517,63.0,77.59052844447298,63.0,77.59052844447298,63.0,77.59052844447298
1518,50.25,79.26355319753846,50.25,79.26355319753846,50.25,79.26355319753846
1519,60.5,89.96630547428855,60.5,89.96630547428855,60.5,89.96630547428855
1520,92.5,122.47641488668984,92.5,122.47641488668984,92.5,122.47641488668984
1521,164.25,157.97869759806304,164.25,157.97869759806304,164.25,157.97869759806304
1522,196.5,179.6374299549694,196.5,179.6374299549694,196.5,179.6374299549694
1523,209.75,168.6680892724488,209.75,168.6680892724488,209.75,168.6680892724488
1524,166.25,165.17775113035026,166.25,165.17775113035026,166.25,165.17775113035026
1525,210.25,172.11775131377422,210.25,172.11775131377422,210.25,172.11775131377422
1526,219.5,156.67882324348616,219.5,156.67882324348616,219.5,156.67882324348616
1527,150.25,139.2013944807726,150.25,139.2013944807726,150.25,139.2013944807726
1528,147.75,140.77897273402607,147.75,140.77897273402607,147.75,140.77897273402607
1529,173.75,139.01874822308025,173.75,139.01874822308025,173.75,139.01874822308025
1530,139.75,129.3088259031338,139.75,129.3088259031338,139.75,129.3088259031338
1531,119.5,119.86328356429469,119.5,119.86328356429469,119.5,119.86328356429469
1532,115.0,119.95291185560865,115.0,119.95291185560865,115.0,119.95291185560865
1533,127.75,151.3838279666535,127.75,151.3838279666535,127.75,151.3838279666535
1534,208.5,204.7105482542623,208.5,204.7105482542623,208.5,204.7105482542623
1535,280.75,181.1188206755505,280.75,181.1188206755505,280.75,181.1188206755505
1536,115.25,130.19100718104863,115.25,130.19100718104863,115.25,130.19100718104863
1537,101.25,82.78900602547759,101.25,82.78900602547759,101.25,82.78900602547759
1538,58.25,61.764429047020734,58.25,61.764429047020734,58.25,61.764429047020734
1539,56.5,56.87924695286921,56.5,56.87924695286921,56.5,56.87924695286921
1540,39.75,61.00996221466108,39.75,61.00996221466108,39.75,61.00996221466108
1541,42.25,69.4102887093372,42.25,69.4102887093372,42.25,69.4102887093372
1542,52.75,76.42000467731137,52.75,76.42000467731137,52.75,76.42000467731137
1543,59.0,82.46618716582445,59.0,82.46618716582445,59.0,82.46618716582445
1544,72.0,84.57942212276566,72.0,84.57942212276566,72.0,84.57942212276566
1545,73.5,82.54105349560241,73.5,82.54105349560241,73.5,82.54105349560241
1546,72.0,81.68810999935802,72.0,81.68810999935802,72.0,81.68810999935802
1547,79.25,80.28357392444767,79.25,80.28357392444767,79.25,80.28357392444767
1548,75.25,81.42265148527564,75.25,81.42265148527564,75.25,81.42265148527564
1549,82.0,85.77566193127103,82.0,85.77566193127103,82.0,85.77566193127103
1550,89.75,88.9378325705953,89.75,88.9378325705953,89.75,88.9378325705953
1551,88.5,93.17761172812898,88.5,93.17761172812898,88.5,93.17761172812898
1552,98.0,97.40484468574887,98.0,97.40484468574887,98.0,97.40484468574887
1553,102.25,98.42284774892926,102.25,98.42284774892926,102.25,98.42284774892926
1554,98.75,96.32291469868026,98.75,96.32291469868026,98.75,96.32291469868026
1555,94.75,85.69576978456854,94.75,85.69576978456854,94.75,85.69576978456854
1556,69.5,80.55225336353715,69.5,80.55225336353715,69.5,80.55225336353715
1557,80.0,84.56207021469777,80.0,84.56207021469777,80.0,84.56207021469777
1558,90.75,94.39269284738208,90.75,94.39269284738208,90.75,94.39269284738208
1559,102.5,105.70453011363115,102.5,105.70453011363115,102.5,105.70453011363115
1560,115.0,105.08873180663444,115.0,105.08873180663444,115.0,105.08873180663444
1561,95.5,100.3115937709218,95.5,100.3115937709218,95.5,100.3115937709218
1562,98.0,92.3875899923879,98.0,92.3875899923879,98.0,92.3875899923879
1563,85.25,78.28659308308188,85.25,78.28659308308188,85.25,78.28659308308188
1564,58.5,61.45768546456707,58.5,61.45768546456707,58.5,61.45768546456707
1565,36.75,50.09436475691738,36.75,50.09436475691738,36.75,50.09436475691738
1566,30.5,48.27195218136963,30.5,48.27195218136963,30.5,48.27195218136963
1567,34.75,53.506615644230855,34.75,53.506615644230855,34.75,53.506615644230855
1568,42.0,59.29110347863569,42.0,59.29110347863569,42.0,59.29110347863569
1569,44.5,92.9919353063639,44.5,92.9919353063639,44.5,92.9919353063639
1570,138.0,180.80328741619817,138.0,180.80328741619817,138.0,180.80328741619817
1571,312.0,187.8047566422407,312.0,187.8047566422407,312.0,187.8047566422407
1572,138.75,147.42608151361463,138.75,147.42608151361463,138.75,147.42608151361463
1573,124.50001,100.69445096618578,124.50001,100.69445096618578,124.50001,100.69445096618578
1574,92.0,67.5345364417583,92.0,67.5345364417583,92.0,67.5345364417583
1575,60.75,56.728421086420205,60.75,56.728421086420205,60.75,56.728421086420205
1576,56.75,61.572347460036504,56.75,61.572347460036504,56.75,61.572347460036504
1577,57.75,71.28459559599035,57.75,71.28459559599035,57.75,71.28459559599035
1578,60.5,75.16008006456524,60.5,75.16008006456524,60.5,75.16008006456524
1579,53.25,75.89483982501353,53.25,75.89483982501353,53.25,75.89483982501353
1580,59.25,78.84400387024588,59.25,78.84400387024588,59.25,78.84400387024588
1581,72.25,77.25837697295414,72.25,77.25837697295414,72.25,77.25837697295414
1582,62.000004,75.66118702825646,62.000004,75.66118702825646,62.000004,75.66118702825646
1583,67.75,85.23787750946926,67.75,85.23787750946926,67.75,85.23787750946926
1584,99.25,88.49527453983511,99.25,88.49527453983511,99.25,88.49527453983511
1585,80.75,78.25636481194456,80.75,78.25636481194456,80.75,78.25636481194456
1586,55.75,64.34901959885177,55.75,64.34901959885177,55.75,64.34901959885177
1587,46.25,57.7711056797234,46.25,57.7711056797234,46.25,57.7711056797234
1588,50.0,60.5942060951787,50.0,60.5942060951787,50.0,60.5942060951787
1589,58.0,63.543707640525696,58.0,63.543707640525696,58.0,63.543707640525696
1590,51.25,60.62610719297119,51.25,60.62610719297119,51.25,60.62610719297119
1591,39.5,56.43901473811642,39.5,56.43901473811642,39.5,56.43901473811642
1592,39.5,60.734231957959224,39.5,60.734231957959224,39.5,60.734231957959224
1593,60.0,83.83469877197649,60.0,83.83469877197649,60.0,83.83469877197649
1594,111.75,110.04136990195988,111.75,110.04136990195988,111.75,110.04136990195988
1595,132.0,131.73628814072288,132.0,131.73628814072288,132.0,131.73628814072288
1596,156.25,135.69895035630108,156.25,135.69895035630108,156.25,135.69895035630108
1597,142.5,119.33448691728496,142.5,119.33448691728496,142.5,119.33448691728496
1598,110.25,86.84563267514697,110.25,86.84563267514697,110.25,86.84563267514697
1599,60.5,62.5567105661381,60.5,62.5567105661381,60.5,62.5567105661381
1600,52.0,54.02486174417858,52.0,54.02486174417858,52.0,54.02486174417858
1601,48.0,55.609219347560916,48.0,55.609219347560916,48.0,55.609219347560916
1602,44.75,59.78655364692719,44.75,59.78655364692719,44.75,59.78655364692719
1603,43.25,62.915627264139694,43.25,62.915627264139694,43.25,62.915627264139694
1604,44.75,68.77111485092216,44.75,68.77111485092216,44.75,68.77111485092216
1605,60.5,79.7895104414098,60.5,79.7895104414098,60.5,79.7895104414098
1606,82.5,95.90545640470665,82.5,95.90545640470665,82.5,95.90545640470665
1607,109.25,104.76873767620165,109.25,104.76873767620165,109.25,104.76873767620165
1608,107.0,98.37516485229784,107.0,98.37516485229784,107.0,98.37516485229784
1609,86.0,85.46746563093262,86.0,85.46746563093262,86.0,85.46746563093262
1610,76.0,71.98092436512377,76.0,71.98092436512377,76.0,71.98092436512377
1611,60.75,61.893830993149116,60.75,61.893830993149116,60.75,61.893830993149116
1612,49.75,56.873612168346526,49.75,56.873612168346526,49.75,56.873612168346526
1613,44.5,54.17505296367288,44.5,54.17505296367288,44.5,54.17505296367288
1614,37.25,51.114466190375744,37.25,51.114466190375744,37.25,51.114466190375744
1615,29.75,50.82022478608179,29.75,50.82022478608179,29.75,50.82022478608179
1616,34.75,55.284892742830415,34.75,55.284892742830415,34.75,55.284892742830415
1617,45.75,62.55047415097627,45.75,62.55047415097627,45.75,62.55047415097627
1618,56.0,68.25270000091712,56.0,68.25270000091712,56.0,68.25270000091712
1619,60.25,67.77821886148739,60.25,67.77821886148739,60.25,67.77821886148739
1620,53.75,62.73494731146308,53.75,62.73494731146308,53.75,62.73494731146308
1621,48.0,60.72781211882205,48.0,60.72781211882205,48.0,60.72781211882205
1622,55.0,71.74887836239076,55.0,71.74887836239076,55.0,71.74887836239076
1623,86.25,76.7606450104093,86.25,76.7606450104093,86.25,76.7606450104093
1624,67.75,81.22398864605593,67.75,81.22398864605593,67.75,81.22398864605593
1625,83.0,84.67329117638967,83.0,84.67329117638967,83.0,84.67329117638967
1626,86.0,86.1668905967699,86.0,86.1668905967699,86.0,86.1668905967699
1627,86.0,86.88352073149481,86.0,86.88352073149481,86.0,86.88352073149481
1628,87.75,91.27403037501031,87.75,91.27403037501031,87.75,91.27403037501031
1629,99.75,110.76394297348607,99.75,110.76394297348607,99.75,110.76394297348607
1630,145.25,144.25710217632547,145.25,144.25710217632547,145.25,144.25710217632547
1631,195.25,133.12014132817302,195.25,133.12014132817302,195.25,133.12014132817302
1632,97.25,86.29694553225052,97.25,86.29694553225052,97.25,86.29694553225052
1633,34.25,49.645309848950355,34.25,49.645309848950355,34.25,49.645309848950355
1634,31.75,37.450726358942376,31.75,37.450726358942376,31.75,37.450726358942376
1635,30.75,41.353537331364585,30.75,41.353537331364585,30.75,41.353537331364585
1636,29.75,48.82662628282143,29.75,48.82662628282143,29.75,48.82662628282143
1637,28.5,52.714297440318425,28.5,52.714297440318425,28.5,52.714297440318425
1638,27.25,53.19991608353128,27.25,53.19991608353128,27.25,53.19991608353128
1639,29.75,52.97211818006732,29.75,52.97211818006732,29.75,52.97211818006732
1640,34.5,54.71662692480534,34.5,54.71662692480534,34.5,54.71662692480534
1641,42.75,65.4938786833827,42.75,65.4938786833827,42.75,65.4938786833827
1642,71.5,74.74727340260645,71.5,74.74727340260645,71.5,74.74727340260645
1643,72.5,83.51656822913323,72.5,83.51656822913323,72.5,83.51656822913323
1644,88.75,97.17475765107257,88.75,97.17475765107257,88.75,97.17475765107257
1645,116.75,109.80772444216184,116.75,109.80772444216184,116.75,109.80772444216184
