,BiLSTM-Tred_RMSE,BiLSTM-GAB_RMSE,LSTM-Tred_RMSE,LSTM-GAB_RMSE,GRU-Tred_RMSE,GRU-GAB_RMSE,CNN-Tred_RMSE,CNN-GAB_RMSE,RNN-Tred_RMSE,RNN-GAB_RMSE
0,1.1566316701373325,0.3244105912715885,1.1606295138002982,0.3220148538005746,1.1679235047309071,0.2764510319705258,1.1763313620001736,0.2653098095580014,1.1641016660248895,0.2713796582847338
1,1.1627887202780116,0.2719460683470053,1.161278938102081,0.2918578723538533,1.164095644638851,0.292383712322886,1.1746752630732864,0.2631566442318365,1.1640814513900783,0.2853633278209265
2,1.1609799289844736,0.2640696089250694,1.157677623499994,0.3663163806543353,1.1644567155910956,0.3016366993197831,1.169097195180782,0.2300654533976505,1.1635541399692857,0.2840410514745221
3,1.163443791309832,0.2733229843230274,1.1677343611662143,0.3806573546429245,1.1604123598812583,0.2878524214598219,1.1774911042760403,0.2809676867318665,1.16228375353159,0.2851130982987658
4,1.1643078699752376,0.2888123311439534,1.1592776067181498,0.2824113715559319,1.1540363120495414,0.3359962743359525,1.1767125655576918,0.2447437624933661,1.2327685527254495,0.3762484424215127
5,1.163335322380261,0.2675411410163695,1.1574373967110927,0.3351260281705323,1.1601651017291608,0.3426764972997906,1.1963470150360342,0.3530218702177102,1.2834068592295904,0.3864166329483688
6,1.160067070499755,0.2640152442315588,1.1549263814782944,0.2829695073199325,1.1615720365925968,0.2879340760985763,1.1712449173226631,0.2337403642576067,1.1767710617941618,0.3400532044897075
7,1.1639779697862596,0.2752221961957192,1.1604299016795263,0.33564173080574,1.1659894562608488,0.2761776099979354,1.1721950031477049,0.259211921810649,1.176524426872234,0.3362185814874078
8,1.163578569662689,0.2763079872752886,1.161310830673093,0.2997753449210747,1.156583543017628,0.33698316781739,1.172048215313498,0.260567562331152,1.183419299317794,0.3926922674405722
9,1.1616881614091807,0.2741216305762667,1.2340940438549044,0.3512311396971463,1.1617346516946514,0.2967293564966057,1.1692350523612642,0.2397147120074838,1.1684575178350605,0.3162989056325387
