,BiLSTM-Tred_RMSE,BiLSTM-GAB_RMSE,LSTM-Tred_RMSE,LSTM-GAB_RMSE,GRU-Tred_RMSE,GRU-GAB_RMSE,CNN-Tred_RMSE,CNN-GAB_RMSE,RNN-Tred_RMSE,RNN-GAB_RMSE
0,0.0115691119351886,0.0070198078048645,0.0095302292338736,0.0045516678310909,0.0096192308125985,0.0052830151723616,0.0178171341499124,0.0165495545641399,0.0095700249314758,0.0048190372821115
1,0.0112260070788808,0.006526415446784,0.0100704957167913,0.0048290039898729,0.0095699419667646,0.0054014132052578,0.0194554996286688,0.0163824853445401,0.0099658465287362,0.0054409073453747
2,0.0110276312638439,0.0056599041038559,0.0098834187106392,0.0053404173271201,0.00944874885527,0.0051575967436115,0.0202971983894686,0.016999142688332,0.0097203446543813,0.0050550880593845
3,0.0102144100301697,0.0052243940600693,0.0095153285379251,0.0042447344129833,0.0110918778136509,0.0069997065937639,0.0204852870414827,0.0168945972774157,0.0101052146505941,0.0050395438128012
4,0.0097042639506312,0.0039403197392126,0.0111056718831819,0.0067362918681966,0.0103854310160605,0.0054033165065684,0.0176288298064634,0.0158704706302517,0.0098328073579846,0.0045796238489655
5,0.0107941498833191,0.0060836171829849,0.0096773337933623,0.0042848436633836,0.0105280076743555,0.0061046072349074,0.0179170399538078,0.0154234759700179,0.012106181681284,0.0085252862028111
6,0.010404502791803,0.00499200601282,0.0098573846030478,0.0043337750199706,0.0108993230952021,0.0065744391603196,0.0103312484853217,0.0039114174779501,0.01116780291294,0.0065020506814908
7,0.0112576077762081,0.0063974687462944,0.0096807256739386,0.0065278051893046,0.0108404144410373,0.0064388681431559,0.0182823326632219,0.0162514524010041,0.0104998019067999,0.0058942097692059
8,0.010429159617454,0.0051245416892436,0.0094796155726691,0.0047860267395228,0.0096957638609364,0.0042338847634068,0.0185161113417199,0.016249281373699,0.0104637157065181,0.005734494956993
9,0.0102168453033064,0.0049150907378192,0.0096138085813048,0.0039584476792644,0.0092984453091508,0.0051587049524901,0.0166309789125097,0.013137555915456,0.0123665009720667,0.0071846351058006
