,BiLSTM-Tred_RMSE,BiLSTM-GAB_RMSE,LSTM-Tred_RMSE,LSTM-GAB_RMSE,GRU-Tred_RMSE,GRU-GAB_RMSE,CNN-Tred_RMSE,CNN-GAB_RMSE,RNN-Tred_RMSE,RNN-GAB_RMSE
0,1.0676578149863238,0.3555893008663829,1.0574574736977076,0.2859576150716569,1.066285424429176,0.2234885793629694,1.0740215584483512,0.1785155192830499,1.0611008084290854,0.2348043397406294
1,1.0660729753481866,0.350836285558148,1.0645500876192904,0.2688289441907778,1.057521951736394,0.3032156696284759,1.081748495796681,0.2495912936802868,1.0642754520639668,0.2616058328198226
2,1.064938385285911,0.3218322330320833,1.0634625031067444,0.2353250525432151,1.0670753472605392,0.2026569713121739,1.078568059440594,0.2364472998433513,1.0582788618722356,0.2598791104925905
3,1.1109353641736626,0.2648526975994392,1.0576486084559942,0.2746233619496596,1.064750943675416,0.2361620434854021,1.0715198760107407,0.1387342237188494,1.0736367325742402,0.2675015667762752
4,1.0621015106030285,0.333168886451082,1.0602464999465115,0.2650324044726218,1.0676646282859852,0.2163106296000607,1.0805798768284158,0.2360802914082794,1.0708932387378889,0.2451203498055414
5,1.0721395148762007,0.3023063741922037,1.0729662749462658,0.2265155651157542,1.0553976886064913,0.2885498382913755,1.072940274767345,0.2068040813417314,1.0681046794876097,0.2292888208645915
6,1.0704380007757484,0.3735962804444653,1.0613223054593095,0.2498858071339733,1.0639415760785231,0.2366629193372472,1.0844362291693064,0.2587345102333823,1.0637710459752625,0.2363777470375253
7,1.069416669842905,0.2715118347422028,1.0614915413906585,0.2624590920497779,1.0538987582971295,0.3159647660476875,1.0862401604558425,0.1987073496558162,1.0735473129057684,0.2486913188966725
8,1.0657223082256448,0.3308314049991213,1.0597229611117958,0.2578769494137335,1.0599554305459105,0.274053982197241,1.0712315002984965,0.1397470608828271,1.0599052631511063,0.3227891004873236
9,1.0646113804806254,0.3151126603564402,1.0831919433025388,0.2331799446517822,1.054674957886545,0.2727879310929551,1.0765402796618575,0.2193064428372208,1.068259541834589,0.2727285774189447
