,BiLSTM-Tred_MAPE,BiLSTM-GAB_MAPE,LSTM-Tred_MAPE,LSTM-GAB_MAPE,GRU-Tred_MAPE,GRU-GAB_MAPE,CNN-Tred_MAPE,CNN-GAB_MAPE,RNN-Tred_MAPE,RNN-GAB_MAPE
0,3.8896426716986574,1.145282130546092,3.935808018873371,1.1580617242021272,3.9736603075845376,0.979907177376562,3.9608654957199994,0.9519215540050922,3.928579346031909,0.9767045049099858
1,3.941292757839542,0.9784785534617771,3.9472219823754178,1.06351481110061,3.9481537186566897,1.041849826002586,3.9586946121101168,0.9402391364438496,3.90925018020786,0.9764441985995528
2,3.937059856427042,0.9476071246914446,3.940806571659535,1.1902207942392788,3.954742263043767,1.0674113315668063,3.95383357486584,0.8047885379144952,3.942459219948737,0.9361920112837604
3,3.961380037361751,0.9799607886997952,3.982738716664085,1.3794575919117695,3.944506815943285,1.0329155513903845,3.964204712231129,1.0072587925859806,3.9601839309757048,0.904408306746998
4,3.929822973739261,1.0518072737759891,3.942831279730492,1.0113038729348605,3.912812864525175,1.1880200386095283,4.001756611038831,0.8604165252486291,4.514861479263009,1.469687830178836
5,3.9468213156776457,0.957842649747698,3.923125954765485,1.1026293359477757,3.972159158664823,1.204307112767606,4.019353991620613,1.305762751709303,4.805141984340016,1.564379065253873
6,3.916467130390186,0.9387005044139064,3.8730709071806255,0.984423947921185,3.949666151644331,1.016694741719195,3.9522915392519913,0.8311756282129377,3.930151734691259,1.208576022949069
7,3.927443864601431,1.0138974603069917,3.96006675176973,1.1424185956929316,4.002194796189185,0.989247320308404,3.9555424002751143,0.9255066010501958,4.011636219102725,1.212073050362546
8,3.9486259094715273,0.9899580598595876,3.958474937824607,1.039635439538834,3.940319098131046,1.2303569617329206,3.9587521267518166,0.923537716037902,4.135278398754522,1.5109293622421198
9,3.930327314675535,0.986123926224306,4.096204515111329,1.255915910173085,3.944739061623773,1.0472431204053274,3.951006845140196,0.8485376303107469,3.9652564530844,1.112653079273538
