,BiLSTM-Tred_MAPE,BiLSTM-GAB_MAPE,LSTM-Tred_MAPE,LSTM-GAB_MAPE,GRU-Tred_MAPE,GRU-GAB_MAPE,CNN-Tred_MAPE,CNN-GAB_MAPE,RNN-Tred_MAPE,RNN-GAB_MAPE
0,15.038389975138388,7.508110493222301,14.60884185402307,9.431842251296173,16.74802110591173,5.857858785935799,15.829560127713648,3.859471739939149,14.773577006448738,13.277582966653254
1,14.777154533291409,4.67354618977514,15.040235425160311,9.15703486414204,15.434656882704765,14.56275391522416,63.18328652788049,3.599153177572544,15.208947903630596,4.613999147116726
2,14.882252993580632,5.904648504314745,15.037671519228702,7.132606936008165,16.763617892086955,6.189232677523053,16.181132269557168,4.043782834519587,15.246970114028544,8.523797250758113
3,14.982956109338884,3.888248895238221,23.360524709099582,8.352022754096804,15.403735148382143,8.243210600146096,15.819016230890522,3.946321353387066,15.693259773194828,8.897711149560498
4,15.48533709723544,5.895979485281935,15.014652164833269,7.143894715652601,16.61223915933219,6.905341333491831,16.21138034639894,5.490495167903253,15.05436108773025,7.074733671798534
5,15.163030750210782,9.167161232082467,16.632454013651614,8.222081021256937,16.2914869288828,11.205532104795072,16.02954968474479,10.852848131747646,16.034937452827926,6.879614371489855
6,14.829413788469129,7.587062093591958,15.09242180091742,8.726124406655893,14.922883404672575,8.131278798714996,16.205762305421693,3.92305266021072,15.982294615022818,6.0247022749634525
7,15.787531330345288,5.886408028684794,15.533332176474335,7.960701197399644,17.071855622360697,5.160428076926422,15.883548301757694,3.0149161676990697,15.045703967866295,8.715244409282139
8,15.11249544622045,6.081454464037506,17.42204305269795,6.16833183735185,15.17044505247131,6.685797755329519,15.7159334535624,2.9235496438448707,14.985832046315018,10.010306371403384
9,16.22740977545365,7.200439203650554,15.469829349228464,10.869474936633749,16.794850040793104,6.807847302344676,16.387222760387335,5.7937066059288,14.915696392564124,8.582628627398982
