,BiLSTM-Tred_RMSE,BiLSTM-GAB_RMSE,LSTM-Tred_RMSE,LSTM-GAB_RMSE,GRU-Tred_RMSE,GRU-GAB_RMSE,CNN-Tred_RMSE,CNN-GAB_RMSE,RNN-Tred_RMSE,RNN-GAB_RMSE
0,21.571203522738145,13.002862208374994,21.458528561331544,35.807393611154986,21.379591442527524,49.86304303870465,22.897576345083223,7.588357853222262,21.596689974817224,12.831853862201312
1,23.53928698710924,12.77699510965972,21.285868797846337,9.622843244265791,21.18254457283974,13.81229284749216,22.049761246321285,6.216208398881363,21.913831362462503,11.68144015754876
2,22.140626781971104,12.215316439785068,21.34310381834779,9.603023260698082,21.63264333605814,13.505818336081363,22.40371399311988,7.025288747480654,21.29050200925042,11.29512802550336
3,21.399507303765542,10.952631433902742,21.20070236370516,11.496051463421493,21.305757095496237,9.708765582516376,22.431685514749358,6.802208690468589,21.78652167691621,13.086063526597885
4,21.38701523206289,10.12852462187863,22.29377406351501,12.74155801573166,21.445913807441976,13.880970945905531,22.29252102492024,6.600850489775959,21.57799816154573,8.613514442260746
5,21.289425972168004,13.660675218246771,21.19654127850026,14.379550113040716,21.217974409331056,9.384543089588492,22.588178006239392,7.128025441183738,21.645466766730117,9.405362062724862
6,21.3780223567426,12.704730720862166,21.124739103700936,10.446931428333016,21.288544689647264,12.127022499693249,22.35903632042575,6.225099007016627,21.244277088472757,10.426648405720131
7,21.45072233753562,13.273645264769709,21.75953895028696,11.508283781518832,21.34554709778557,11.881483282872386,22.640216189180848,6.7576648586176535,21.956862862105748,10.749043663896863
8,22.103107488073245,10.240315133146126,21.80399633812226,17.243966353175566,21.16163317537164,11.430563055246267,22.830977056950054,6.784103350275525,21.350978402298253,10.403584598922992
9,21.48921578026438,13.2810186644331,23.25121934602152,21.270698881615345,21.676736176929666,12.993902020370276,22.872657576301176,7.354860003477285,21.322435333383066,13.99126214022483
