,BiLSTM-Tred_MAPE,BiLSTM-GAB_MAPE,LSTM-Tred_MAPE,LSTM-GAB_MAPE,GRU-Tred_MAPE,GRU-GAB_MAPE,CNN-Tred_MAPE,CNN-GAB_MAPE,RNN-Tred_MAPE,RNN-GAB_MAPE
0,22.96362339663432,13.071594116691651,23.177265254149912,14.22986716509654,23.25773770501777,13.816835552449684,22.963920421072952,13.579728677571325,23.640917902760297,15.217999740465752
1,22.94129659864503,13.269483625729904,23.28196137692011,13.99136938938897,23.138110396564475,14.132779520058891,23.39654450596853,13.03937383155189,23.938556623839386,15.734230690491152
2,23.002284447849203,13.216704959492043,23.21102374373025,14.05240008653091,23.052129243429363,14.420646485226168,22.96412759226569,13.55851123006015,24.17480109429711,14.141323289554242
3,23.103730796706227,13.039840387608436,23.324024953994748,13.092250330756608,22.94114860552759,13.85276960764197,23.25157208615128,13.280010357375945,23.68392558628745,15.47359691950544
4,22.93897896968013,13.766602283130414,23.06998648010961,13.417023067506918,22.999634816330907,13.730628147352048,22.96454657372401,13.54343997674122,24.39217754258121,17.333919264795146
5,23.075012382703456,13.80447002859618,22.960466272252773,13.4843989437533,23.33940243316389,13.70801297215492,23.315158796504527,13.423916088594847,23.48855833331987,15.151411305878268
6,22.95923773619771,13.162950047674912,22.972630520397495,14.044817175123878,22.9757440986244,14.087437419153185,23.164928462399043,13.666591825951008,23.945157065326704,14.537946103741842
7,22.937292508098047,13.123390138461732,23.24323000840564,13.500249749841196,23.2650072893693,14.056669573906794,23.22428937622908,12.999191755446509,23.574462128128214,14.397971071078498
8,22.941648482277863,13.312281199063452,23.13418013342208,13.33306282053908,23.18785611571548,13.663511715732549,23.09118075908779,13.173313578667477,24.13159090291284,14.803139600825943
9,22.933733217074774,13.437320613091192,22.93224279728017,13.706109768627078,23.15947333037565,15.118856802654417,23.441843373972628,13.648165290676806,23.473340979838305,14.855107015161067
