,BiLSTM-Tred_RMSE,BiLSTM-GAB_RMSE,LSTM-Tred_RMSE,LSTM-GAB_RMSE,GRU-Tred_RMSE,GRU-GAB_RMSE,CNN-Tred_RMSE,CNN-GAB_RMSE,RNN-Tred_RMSE,RNN-GAB_RMSE
0,0.8406438381932134,0.4467027349802704,0.843612633652681,0.4882169664412349,0.8372854342644249,0.4641948794942786,0.842901248732023,0.4575841030499209,0.8793982616958905,0.5537727509693016
1,0.840815327441484,0.4533259761935406,0.845368916541164,0.4788051762830199,0.839843951327454,0.4832255330748065,0.8399813583754212,0.4423027603652762,0.8496110316572492,0.5510404079843376
2,0.8383687338550108,0.4481952822006801,0.8438641376946271,0.4833196461146362,0.8392418732376613,0.4870270366751159,0.8432144508046818,0.4572324888413991,0.8646794160837551,0.5036354732224713
3,0.8362716703688421,0.442877770658157,0.838858622729314,0.4490951437958206,0.8397518447807935,0.4682601568357504,0.8385171742167112,0.4481933517777036,0.8540092163015078,0.5557490520152666
4,0.8382712481035302,0.4676126421397075,0.839059711499903,0.4616857224292638,0.8396865526026872,0.4639315517974859,0.8429022558357648,0.4564736278880034,0.8664033939334794,0.642862667958988
5,0.8390777559101545,0.4733735046846629,0.8393522092119677,0.4567411448836179,0.8378872973375567,0.4644590304201056,0.8405232967754216,0.4533475394257787,0.8791614097089095,0.5374433453126153
6,0.8400732406761348,0.4478362656712824,0.8394770182840271,0.4755822982466378,0.840885514047562,0.483105415239387,0.8386096728999896,0.4590570161008254,0.8453017119887877,0.4991660051682816
7,0.8401232403667042,0.4441883001172596,0.8416796614985278,0.4647049625019752,0.8378647662666671,0.4763449683466612,0.8409941172409598,0.4393333828396603,0.8453553539387985,0.5019690429254983
8,0.8405863302327947,0.451918343527303,0.8408873665219875,0.4550011408222648,0.8404602866785987,0.4656185767185269,0.8418522481768403,0.4459502138801492,0.8601297086205789,0.5196217255837254
9,0.8404439438788868,0.4543963757661999,0.8428800082999671,0.4645024884622914,0.8407595316999825,0.5224350126439272,0.8399672394126699,0.4612844399137984,0.8471371110783043,0.5222849291987754
